account_id,ml_indicator,checking_only_indicator,prior_ctr_indicator,address_change_2x_indicator,cross_border_trx_indicator,in_person_contact_indicator,linkedin_indicator,atm_deposit_indicator,trx_10ksum_indicator,common_merchant_indicator,direct_deposit_indicator,marital_status,primary_transfer_cat,citizenship_country_risk,occupation_risk,num_transactions,num_acctbal_chgs_gt2000,distance_to_employer,distance_to_bank,income,credit_score,ml_indicator_type,marital_status_type,primary_transfer_cat_type,id_suspicious_activity_reported,id_identified_by_employee,id_account_activity_1w
10246,0,0,0,0,0,1,0,1,0,0,1,2,1,5,2,27,200,4,4,70704,754,no_money_launder,divorced,check,false,false,false
10247,0,0,0,0,1,0,1,0,0,0,1,2,1,4,0,209,10,5,2,69967,655,no_money_launder,divorced,check,false,false,false
10248,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,456,131,2,13,84894,636,no_money_launder,married,cash,false,false,false
10249,0,1,0,0,1,1,1,0,0,0,1,0,2,4,1,26,54,1,12,20338,713,no_money_launder,single,wire,true,false,false
10250,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5,25,45,5,5,81440,789,no_money_launder,married,check,false,false,true
10251,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,71,3,24,4,71868,634,no_money_launder,divorced,check,false,false,false
10252,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,21,30,4,6,13171,784,no_money_launder,married,cash,false,false,true
10253,0,1,0,0,1,1,1,0,0,0,1,1,0,5,2,53,37,1,1,80723,699,no_money_launder,married,cash,false,false,true
10254,0,0,0,0,0,1,0,0,0,0,1,2,1,3,0,33,3,9,11,8417,722,no_money_launder,divorced,check,false,false,true
10255,0,0,1,0,0,1,0,1,0,0,1,2,1,3,3,24,123,30,2,124787,623,no_money_launder,divorced,check,false,false,false
10256,0,0,1,0,0,1,0,1,0,0,1,0,1,7,0,34,24,3,14,63249,697,no_money_launder,single,check,false,false,false
10257,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,29,8,1,3,9502,555,no_money_launder,married,cash,false,false,true
10258,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,44,26,1,4,16496,700,no_money_launder,single,check,false,false,true
10259,0,0,1,0,0,1,1,0,0,0,1,0,1,2,0,85,8,3,2,8647,711,no_money_launder,single,check,true,false,false
10260,0,1,0,0,1,1,0,0,0,0,0,1,1,0,2,188,238,2,13,50007,765,no_money_launder,married,check,false,false,false
10261,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,6,48,5,5,66751,680,no_money_launder,married,check,false,false,false
10262,0,0,0,0,0,1,0,1,0,1,1,2,1,1,0,304,248,16,12,136465,743,no_money_launder,divorced,check,false,false,false
10263,0,0,1,0,0,1,1,1,0,0,1,1,2,0,0,90,15,3,3,66781,567,no_money_launder,married,wire,false,false,false
10264,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,39,201,21,3,53247,630,no_money_launder,married,check,false,false,false
10265,0,0,0,0,1,0,1,0,0,1,1,1,1,3,0,84,40,3,3,62709,785,no_money_launder,married,check,false,false,true
10266,0,0,0,0,0,1,0,0,0,0,1,1,1,5,0,27,33,3,14,5555,655,no_money_launder,married,check,false,false,false
10267,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,100,7,12,31,64452,523,no_money_launder,married,check,false,false,false
10268,0,1,1,0,0,1,0,1,0,0,1,1,1,5,3,83,42,10,5,26752,583,no_money_launder,married,check,false,false,true
10269,0,0,0,1,0,0,1,0,0,0,1,1,2,0,2,50,52,1,12,22915,769,no_money_launder,married,wire,false,false,false
10270,0,0,1,0,0,1,1,0,0,0,1,2,1,2,0,71,2,1,12,19160,742,no_money_launder,divorced,check,false,false,false
10271,0,0,0,0,1,0,0,0,0,0,1,1,1,0,4,273,9,4,3,69414,648,no_money_launder,married,check,false,false,false
10272,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,88,15,4,6,70797,790,no_money_launder,married,check,false,false,false
10273,0,0,0,0,0,1,0,1,0,0,1,1,1,1,2,252,48,5,12,71751,762,no_money_launder,married,check,false,false,false
10274,0,0,0,0,1,1,0,0,0,0,1,2,0,3,0,89,8,4,8,113088,669,no_money_launder,divorced,cash,false,false,false
10275,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,38,13,1,12,57501,678,no_money_launder,single,check,false,false,false
10276,0,0,0,0,0,1,1,1,0,0,0,2,1,1,0,14,12,3,5,8501,593,no_money_launder,divorced,check,false,true,false
10277,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,466,15,1,22,84989,703,no_money_launder,single,check,false,false,false
10278,0,0,0,1,1,0,0,0,0,0,0,2,1,0,1,113,213,8,4,75785,700,no_money_launder,divorced,check,false,false,true
10279,0,0,0,0,0,1,1,0,0,0,1,2,1,1,3,312,11,13,9,97483,773,no_money_launder,divorced,check,false,false,false
10280,0,0,0,0,0,1,1,0,0,1,0,0,1,7,0,310,34,4,6,74890,627,no_money_launder,single,check,true,false,false
10281,0,0,0,1,1,0,0,0,0,0,1,2,1,2,0,142,25,4,5,206740,749,no_money_launder,divorced,check,false,false,true
10282,0,0,0,0,1,0,0,0,0,0,1,1,0,7,0,173,22,5,6,9957,727,no_money_launder,married,cash,false,false,false
10283,0,0,0,0,0,1,0,0,0,0,1,1,1,5,0,2,4,3,3,25716,667,no_money_launder,married,check,false,false,false
10284,0,1,0,0,1,1,1,0,0,0,1,0,1,2,0,68,38,3,12,48599,718,no_money_launder,single,check,false,false,false
10285,0,0,1,0,1,1,1,1,0,0,0,1,0,7,2,37,137,9,47,40437,777,no_money_launder,married,cash,false,false,false
10286,0,0,0,0,0,1,0,1,0,0,0,1,1,2,0,430,91,4,9,6390,585,no_money_launder,married,check,false,false,true
10287,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,111,48,6,12,21998,693,no_money_launder,married,check,false,false,true
10288,0,1,0,0,0,0,1,1,0,0,1,0,2,7,0,100,3,5,5,77443,786,no_money_launder,single,wire,false,false,false
10289,0,0,0,1,1,1,1,0,0,0,1,2,1,1,0,10,21,3,1,9776,608,no_money_launder,divorced,check,false,false,false
10290,0,0,0,0,0,1,0,0,0,0,1,0,1,2,2,10,18,2,18,8257,618,no_money_launder,single,check,false,false,false
10291,0,0,0,0,1,1,1,0,0,0,1,2,0,3,0,100,15,1,5,69187,750,no_money_launder,divorced,cash,false,false,false
10292,0,0,0,0,1,0,1,1,0,0,1,1,1,2,0,51,1,4,11,117915,727,no_money_launder,married,check,false,false,true
10293,0,0,0,0,0,1,1,1,0,0,0,0,1,4,1,47,34,5,4,139673,658,no_money_launder,single,check,false,false,false
10294,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,12,46,9,31,46485,652,no_money_launder,married,cash,false,false,false
10295,0,0,0,1,0,1,0,0,0,0,0,1,1,3,0,14,15,4,4,110424,728,no_money_launder,married,check,false,false,false
10296,0,0,0,0,0,1,0,0,0,0,1,1,1,3,0,302,17,1,5,54506,726,no_money_launder,married,check,false,false,true
10297,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,62,13,4,6,33653,657,no_money_launder,married,check,false,false,true
10298,0,0,0,0,1,1,0,1,0,0,1,1,1,2,0,490,38,4,12,87589,761,no_money_launder,married,check,false,false,false
10299,0,1,1,0,0,1,1,0,0,0,0,1,1,2,2,36,26,1,14,41096,673,no_money_launder,married,check,false,false,true
10300,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,63,13,2,23,37158,680,no_money_launder,married,check,false,false,true
10301,0,1,1,0,1,0,1,1,0,0,0,2,2,3,1,57,36,3,5,65849,690,no_money_launder,divorced,wire,false,false,false
10302,0,0,0,0,1,1,0,0,0,0,1,1,1,2,3,174,198,4,7,40503,769,no_money_launder,married,check,false,false,false
10303,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,179,4,3,11,6312,710,no_money_launder,single,check,false,false,false
10304,0,1,0,0,1,1,1,0,1,0,1,0,0,3,1,91,18,4,3,28258,673,no_money_launder,single,cash,false,false,false
10305,0,0,0,0,1,1,0,1,0,0,1,1,1,2,2,140,102,7,14,279380,661,no_money_launder,married,check,false,false,false
10306,0,1,1,0,0,0,1,0,0,1,0,2,1,0,0,90,32,2,1,40496,668,no_money_launder,divorced,check,false,false,false
10307,0,1,0,1,1,1,0,0,1,0,0,1,2,0,0,257,9,3,1,97754,674,no_money_launder,married,wire,false,false,false
10308,0,0,1,0,0,0,0,1,0,0,0,1,1,2,0,38,132,5,1,102776,651,no_money_launder,married,check,false,false,false
10309,0,0,0,0,0,1,0,1,0,0,0,2,1,4,0,41,118,26,12,49791,781,no_money_launder,divorced,check,false,false,true
10310,0,0,0,0,0,1,1,0,0,0,1,1,2,3,1,7,23,1,11,13380,798,no_money_launder,married,wire,false,false,false
10311,0,0,0,1,1,1,0,1,0,0,1,1,1,5,0,358,32,1,5,90644,629,no_money_launder,married,check,false,false,false
10312,0,0,1,0,0,1,1,1,0,0,0,2,1,0,1,60,201,8,11,47149,605,no_money_launder,divorced,check,false,false,false
10313,0,0,1,1,1,1,1,1,0,0,0,0,1,1,2,424,9,5,6,86150,803,no_money_launder,single,check,false,false,false
10314,0,0,0,0,0,1,1,1,0,0,1,2,1,0,1,38,18,2,1,64284,795,no_money_launder,divorced,check,true,false,false
10315,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,44,60,5,21,68583,581,no_money_launder,single,check,false,false,false
10316,0,0,0,0,1,0,1,1,0,0,0,1,0,1,2,65,24,3,7,50457,693,no_money_launder,married,cash,false,false,false
10317,0,0,0,1,0,1,1,1,0,0,1,2,1,3,1,47,5,5,1,23078,661,no_money_launder,divorced,check,false,false,false
10318,0,0,1,0,1,1,1,1,0,0,0,1,1,1,5,65,16,1,3,5008,580,no_money_launder,married,check,false,false,false
10319,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,78,38,9,3,62798,682,no_money_launder,married,check,false,false,true
10320,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,265,7,7,5,63852,763,no_money_launder,divorced,check,false,false,false
10321,0,1,0,0,1,1,1,1,0,0,1,2,2,1,2,28,153,1,9,49799,611,no_money_launder,divorced,wire,false,false,true
10322,0,1,0,0,0,1,0,0,0,1,1,1,2,2,0,66,11,36,13,85670,681,no_money_launder,married,wire,false,false,false
10323,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,26,43,4,6,73023,675,no_money_launder,married,check,false,false,false
10324,0,0,0,0,1,0,0,0,0,1,1,2,2,0,7,272,25,4,13,68699,701,no_money_launder,divorced,wire,false,false,true
10325,0,0,1,1,1,1,1,1,0,0,1,2,1,5,1,54,109,10,17,92615,788,no_money_launder,divorced,check,false,false,false
10326,0,0,0,0,1,1,0,0,0,0,1,2,1,4,0,263,75,3,8,97033,741,no_money_launder,divorced,check,false,false,false
10327,0,0,0,1,1,1,0,1,0,0,1,2,1,4,0,29,89,25,2,29598,602,no_money_launder,divorced,check,false,false,true
10328,0,1,0,1,0,1,0,1,0,0,1,2,1,1,7,178,88,5,23,85658,666,no_money_launder,divorced,check,false,false,false
10329,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,4,35,10,13,13866,747,no_money_launder,married,check,false,false,false
10330,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,4,13,6,13,41540,750,no_money_launder,married,check,false,false,false
10331,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,29,8,3,12,145464,702,no_money_launder,married,check,false,false,false
10332,0,0,1,0,0,1,0,1,1,0,1,2,1,2,0,55,136,4,19,63660,603,no_money_launder,divorced,check,false,false,true
10333,0,0,0,1,0,1,0,1,0,0,0,1,1,3,1,98,91,4,15,8026,661,no_money_launder,married,check,false,false,false
10334,0,1,0,0,0,1,0,0,0,0,1,1,1,6,0,113,8,5,15,36657,676,no_money_launder,married,check,false,false,false
10335,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,38,42,1,1,9722,719,no_money_launder,married,check,false,false,true
10336,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,94,35,1,37,25482,730,no_money_launder,married,check,false,false,true
10337,0,0,1,0,1,1,0,1,0,0,1,2,1,1,0,72,183,2,1,65370,730,no_money_launder,divorced,check,false,false,true
10338,0,0,1,0,1,1,1,0,0,0,1,0,1,3,3,19,28,1,15,21164,788,no_money_launder,single,check,false,false,true
10339,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,104,113,8,13,60289,800,no_money_launder,single,cash,false,false,false
10340,0,1,1,0,0,1,0,0,0,0,1,1,1,2,0,36,187,19,1,5450,792,no_money_launder,married,check,false,false,true
10341,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,99,133,30,5,81018,540,no_money_launder,married,check,false,false,false
10342,0,0,1,0,1,0,0,1,1,0,1,1,1,7,0,159,22,5,3,65566,833,no_money_launder,married,check,false,false,true
10343,0,0,0,0,1,1,1,1,1,0,0,1,1,4,0,77,6,17,5,87337,690,no_money_launder,married,check,false,false,false
10344,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,86,26,7,5,7245,791,no_money_launder,married,check,false,false,false
10345,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,154,219,1,15,64308,536,no_money_launder,married,check,false,false,false
10346,0,0,0,0,1,0,1,1,1,0,1,2,1,2,0,47,128,1,6,67026,761,no_money_launder,divorced,check,false,false,true
10347,0,0,1,0,0,1,0,1,1,0,0,2,1,2,0,108,27,2,26,8429,676,no_money_launder,divorced,check,false,false,true
10348,0,1,0,0,0,1,0,1,0,1,1,2,1,1,4,26,71,19,9,63557,722,no_money_launder,divorced,check,false,false,true
10349,0,0,0,0,1,1,1,0,0,1,0,1,1,2,0,9,55,1,10,44903,678,no_money_launder,married,check,false,false,false
10350,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,45,18,2,5,63246,729,no_money_launder,single,check,false,false,false
10351,0,0,1,0,1,1,0,1,0,0,0,1,1,2,0,22,38,46,38,70911,726,no_money_launder,married,check,false,false,true
10352,0,0,1,1,1,1,0,1,0,1,0,1,2,0,3,34,44,3,43,5017,754,no_money_launder,married,wire,false,false,false
10353,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,85,96,4,15,101180,710,no_money_launder,married,check,false,false,false
10354,0,0,0,0,1,0,0,1,0,1,1,0,1,2,1,2,218,4,5,8663,733,no_money_launder,single,check,false,false,false
10355,0,1,0,0,0,1,0,1,0,0,0,0,2,1,2,12,26,2,3,48373,820,no_money_launder,single,wire,false,false,true
10356,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,287,8,2,15,52087,605,no_money_launder,married,check,false,false,false
10357,0,0,1,0,1,1,0,1,0,0,0,2,1,0,0,68,4,6,4,64712,733,no_money_launder,divorced,check,false,false,true
10358,0,0,0,0,0,1,0,1,0,0,1,0,2,2,1,184,31,4,29,102865,687,no_money_launder,single,wire,false,false,true
10359,0,0,0,0,1,1,1,0,0,0,1,2,1,1,2,40,48,4,1,8854,637,no_money_launder,divorced,check,false,false,false
10360,0,1,0,0,1,0,0,1,0,0,0,1,1,0,6,13,14,2,5,8706,682,no_money_launder,married,check,false,false,false
10361,0,0,0,0,0,1,1,1,0,0,1,1,1,4,0,14,230,3,14,53694,672,no_money_launder,married,check,false,false,false
10362,0,1,0,0,0,1,1,0,0,0,0,2,1,0,0,164,13,2,3,51461,695,no_money_launder,divorced,check,false,false,false
10363,0,0,1,1,0,1,0,1,0,0,0,0,1,2,0,33,23,9,13,28986,729,no_money_launder,single,check,false,false,true
10364,0,0,1,0,1,1,0,1,0,0,1,1,1,0,5,260,103,4,5,15497,757,no_money_launder,married,check,true,false,false
10365,0,0,1,0,0,1,1,0,0,0,1,2,1,0,4,125,12,4,7,64784,714,no_money_launder,divorced,check,true,false,false
10366,0,0,0,0,1,1,1,0,0,0,1,1,1,0,2,352,2,3,1,32753,693,no_money_launder,married,check,false,false,false
10367,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,61,12,2,12,15045,703,no_money_launder,married,check,true,false,true
10368,0,0,0,1,0,0,1,1,0,1,0,1,1,2,0,150,23,1,7,122670,730,no_money_launder,married,check,false,false,false
10369,0,1,0,0,0,1,1,1,0,0,1,1,1,2,1,7,45,3,2,50145,769,no_money_launder,married,check,false,false,false
10370,0,0,0,0,0,1,1,1,0,1,0,1,1,3,0,200,13,6,5,74297,731,no_money_launder,married,check,false,false,true
10371,0,0,1,0,0,1,1,1,0,0,0,2,0,0,1,107,66,4,1,62062,684,no_money_launder,divorced,cash,false,false,false
10372,0,1,1,0,0,1,0,0,1,0,0,2,0,0,0,26,11,4,14,49175,687,no_money_launder,divorced,cash,false,false,false
10373,0,0,1,1,1,0,0,1,0,0,1,0,1,4,1,50,111,2,25,63995,678,no_money_launder,single,check,false,false,false
10374,0,1,0,1,0,1,1,0,0,0,1,2,1,2,1,61,47,3,4,80918,726,no_money_launder,divorced,check,false,false,true
10375,0,0,0,0,0,1,0,1,0,0,1,2,1,1,2,42,14,1,5,158349,691,no_money_launder,divorced,check,false,false,false
10376,0,0,0,0,1,1,1,0,0,0,1,2,1,0,0,83,19,1,11,70738,646,no_money_launder,divorced,check,false,false,false
10377,0,1,1,1,0,1,1,0,1,0,1,0,2,0,1,183,85,5,1,75356,738,no_money_launder,single,wire,false,false,true
10378,0,0,0,0,0,0,1,1,0,0,1,2,1,2,2,29,64,3,4,13673,588,no_money_launder,divorced,check,false,false,false
10379,0,0,0,1,1,1,0,0,0,1,1,2,1,1,0,45,35,1,1,87845,744,no_money_launder,divorced,check,false,false,false
10380,0,0,1,0,0,1,1,0,0,0,1,2,1,0,1,144,5,2,4,110617,719,no_money_launder,divorced,check,false,false,true
10381,0,0,0,0,0,1,0,1,0,1,1,2,1,2,0,74,42,4,15,8398,735,no_money_launder,divorced,check,true,false,false
10382,0,0,0,0,0,0,1,1,0,0,1,1,2,3,5,39,43,10,4,32842,703,no_money_launder,married,wire,false,false,true
10383,0,0,1,0,1,1,0,1,0,0,1,0,1,3,1,32,3,5,4,63445,719,no_money_launder,single,check,false,false,false
10384,0,0,0,0,1,1,1,0,0,0,1,2,1,0,0,56,38,8,2,8500,656,no_money_launder,divorced,check,true,false,false
10385,0,1,0,0,1,0,1,0,0,0,1,2,1,3,1,72,177,24,2,71334,683,no_money_launder,divorced,check,false,false,false
10386,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,43,135,5,13,11312,774,no_money_launder,single,check,false,false,false
10387,0,1,0,0,1,0,0,1,0,0,0,2,1,0,0,63,10,1,5,211417,748,no_money_launder,divorced,check,false,false,true
10388,0,0,1,0,0,1,1,0,0,0,1,1,1,2,0,220,41,3,5,60802,681,no_money_launder,married,check,false,false,true
10389,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,64,1,3,15,38739,730,no_money_launder,married,check,false,false,false
10390,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,258,66,1,1,23599,670,no_money_launder,married,check,false,false,true
10391,0,0,1,0,0,1,1,0,0,0,0,1,1,3,0,259,17,14,14,70453,655,no_money_launder,married,check,false,true,true
10392,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,47,8,8,13,72779,699,no_money_launder,married,cash,false,false,false
10393,0,0,1,0,0,1,1,0,1,1,1,0,2,1,7,222,12,2,36,70673,718,no_money_launder,single,wire,false,false,true
10394,0,1,1,0,0,1,0,1,0,0,1,2,1,3,0,134,2,7,10,46900,657,no_money_launder,divorced,check,false,true,false
10395,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,15,1,1,3,288527,722,no_money_launder,single,check,false,false,false
10396,0,0,0,0,1,1,0,1,0,0,1,1,1,2,2,12,13,23,11,57033,615,no_money_launder,married,check,false,false,true
10397,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,15,2,12,25788,526,no_money_launder,married,check,false,false,false
10398,0,0,0,0,1,1,0,0,0,0,1,1,1,2,6,36,15,1,10,45738,729,no_money_launder,married,check,false,false,false
10399,0,1,0,0,0,0,0,1,0,0,1,2,0,1,0,15,32,3,1,39375,526,no_money_launder,divorced,cash,false,false,false
10400,0,0,1,0,0,1,0,0,0,0,1,1,2,0,4,22,2,8,5,7565,629,no_money_launder,married,wire,false,false,false
10401,0,0,1,0,1,0,1,1,0,0,0,2,2,0,0,169,13,27,10,72408,674,no_money_launder,divorced,wire,false,false,false
10402,0,0,0,0,0,1,1,0,1,0,1,0,1,2,0,43,1,1,5,74303,696,no_money_launder,single,check,false,false,true
10403,0,1,0,0,0,1,0,1,0,0,0,1,0,3,1,74,13,1,1,73278,748,no_money_launder,married,cash,false,false,false
10404,0,1,0,0,0,1,0,0,0,0,1,2,1,0,2,72,49,4,11,93947,693,no_money_launder,divorced,check,false,true,false
10405,0,0,0,0,0,1,1,0,1,0,1,2,1,3,4,59,6,1,4,45838,723,no_money_launder,divorced,check,false,false,false
10406,0,0,0,0,1,1,0,1,0,0,1,2,0,0,1,72,40,5,5,5555,789,no_money_launder,divorced,cash,false,false,false
10407,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,147,18,2,5,73217,732,no_money_launder,single,check,false,false,true
10408,0,0,0,0,0,0,1,0,0,0,1,1,2,5,5,63,7,1,2,82673,715,no_money_launder,married,wire,true,true,false
10409,0,0,0,1,0,1,0,1,0,0,0,1,1,4,0,76,35,1,1,100773,717,no_money_launder,married,check,false,false,false
10410,0,1,0,0,0,1,1,1,0,0,1,2,2,3,0,23,1,5,13,8834,668,no_money_launder,divorced,wire,false,false,true
10411,0,0,1,0,0,1,0,1,0,0,1,2,1,2,1,94,45,4,1,63018,737,no_money_launder,divorced,check,false,false,false
10412,0,0,0,0,1,1,1,1,0,0,1,1,2,1,0,431,240,5,1,92378,740,no_money_launder,married,wire,false,false,false
10413,0,0,0,0,0,1,0,1,1,0,1,1,1,2,1,243,115,4,1,162489,692,no_money_launder,married,check,false,false,false
10414,0,0,1,0,0,1,1,0,0,0,1,2,1,2,0,94,3,4,2,70556,721,no_money_launder,divorced,check,false,false,false
10415,0,0,1,0,0,0,1,1,0,1,1,1,1,0,7,99,1,3,19,36272,677,no_money_launder,married,check,false,false,false
10416,0,0,0,0,1,1,1,1,0,0,0,1,1,3,0,58,48,3,4,5075,742,no_money_launder,married,check,false,true,true
10417,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,14,40,4,11,55836,661,no_money_launder,single,check,false,false,true
10418,0,0,0,0,0,1,1,1,0,0,0,2,1,0,0,46,13,4,3,92899,670,no_money_launder,divorced,check,false,false,false
10419,0,0,1,1,1,1,1,0,0,0,1,2,1,0,0,31,30,2,2,27972,700,no_money_launder,divorced,check,false,false,true
10420,0,0,1,0,0,1,1,0,0,0,0,1,1,6,2,85,137,7,4,31963,589,no_money_launder,married,check,false,false,true
10421,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,34,17,2,5,56472,738,no_money_launder,single,check,false,false,true
10422,0,0,0,0,1,0,0,1,0,0,1,2,1,0,3,6,7,4,15,101397,790,no_money_launder,divorced,check,false,false,false
10423,0,0,0,1,0,0,1,1,0,0,0,1,1,3,0,133,26,3,4,41545,744,no_money_launder,married,check,false,false,false
10424,0,0,0,1,0,1,0,1,0,1,1,1,1,0,3,359,20,1,12,74979,714,no_money_launder,married,check,false,false,false
10425,0,0,0,0,1,1,0,0,0,0,1,2,1,2,0,95,38,5,13,69016,664,no_money_launder,divorced,check,false,false,false
10426,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,126,100,3,24,78859,772,no_money_launder,divorced,check,false,false,true
10427,0,0,0,0,1,1,1,0,0,0,0,2,1,1,5,45,248,1,15,67147,611,no_money_launder,divorced,check,false,false,false
10428,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,173,17,1,5,87442,700,no_money_launder,single,check,false,true,false
10429,0,1,0,0,1,0,0,0,0,0,1,0,1,0,4,51,81,4,4,143619,533,no_money_launder,single,check,false,false,false
10430,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,69,14,1,4,53946,691,no_money_launder,married,check,false,false,false
10431,0,1,1,0,0,0,0,1,0,1,1,1,1,0,6,42,15,2,19,60274,703,no_money_launder,married,check,false,false,false
10432,0,0,0,0,1,1,1,0,0,0,1,2,2,1,0,51,27,1,14,65595,674,no_money_launder,divorced,wire,false,false,false
10433,0,1,1,0,0,0,0,1,0,0,0,1,1,0,6,284,16,1,13,9433,606,no_money_launder,married,check,false,false,true
10434,0,0,1,0,1,1,0,0,0,0,1,2,2,0,0,73,18,4,43,104843,673,no_money_launder,divorced,wire,false,false,false
10435,0,1,0,0,0,1,1,0,0,1,1,2,1,2,2,90,42,3,1,67857,702,no_money_launder,divorced,check,false,false,true
10436,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,38,14,1,14,65144,742,no_money_launder,married,check,false,false,false
10437,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,369,122,5,5,93077,663,no_money_launder,married,check,false,false,true
10438,0,1,0,0,1,1,1,0,0,0,1,2,1,2,1,21,111,29,15,96076,778,no_money_launder,divorced,check,false,true,true
10439,0,1,0,0,0,1,1,1,0,0,0,0,2,0,2,17,48,1,1,69263,713,no_money_launder,single,wire,false,false,false
10440,0,0,0,0,1,1,1,0,0,0,1,1,1,1,3,55,80,2,12,62139,749,no_money_launder,married,check,false,false,true
10441,0,0,0,0,1,1,0,0,0,0,1,2,1,2,0,29,9,3,11,64951,736,no_money_launder,divorced,check,false,false,false
10442,0,0,1,0,0,1,1,1,0,0,1,2,0,2,5,1,41,1,3,9993,589,no_money_launder,divorced,cash,false,false,true
10443,0,0,0,1,1,1,0,0,1,0,1,1,1,3,3,31,100,5,15,137324,744,no_money_launder,married,check,true,false,true
10444,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,49,6,5,19,51441,687,no_money_launder,married,check,false,false,false
10445,0,0,1,0,0,1,0,0,0,0,1,2,1,6,0,142,226,8,1,20750,736,no_money_launder,divorced,check,false,false,false
10446,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,14,22,11,14,70303,712,no_money_launder,married,check,false,false,true
10447,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,62,74,1,5,72014,794,no_money_launder,single,check,false,false,true
10448,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,61,13,2,1,32660,849,no_money_launder,married,check,false,false,false
10449,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,46,7,8,10,46461,737,no_money_launder,married,check,false,false,false
10450,0,0,0,0,1,1,0,1,1,0,1,2,2,2,3,203,46,5,9,62201,710,no_money_launder,divorced,wire,false,false,true
10451,0,0,0,0,0,1,0,1,0,0,1,0,1,0,5,89,3,38,12,56728,709,no_money_launder,single,check,false,false,false
10452,0,0,0,0,1,1,1,1,0,0,0,1,2,4,0,380,103,17,2,9203,699,no_money_launder,married,wire,false,false,true
10453,0,1,0,0,1,0,1,0,0,1,1,1,1,6,0,5,24,4,8,9283,773,no_money_launder,married,check,false,false,true
10454,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,64,157,2,11,72424,703,no_money_launder,married,check,false,false,false
10455,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,18,123,1,2,69254,800,no_money_launder,married,cash,false,false,false
10456,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,8,14,3,4,8417,709,no_money_launder,single,check,false,false,false
10457,0,1,1,1,0,0,1,1,0,0,1,2,1,0,0,24,98,2,4,72475,743,no_money_launder,divorced,check,false,false,false
10458,0,0,0,0,0,0,1,1,1,0,1,2,2,0,3,88,54,16,11,15407,708,no_money_launder,divorced,wire,false,false,true
10459,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,83,28,5,19,65965,750,no_money_launder,married,check,false,false,true
10460,0,0,1,1,0,0,0,0,1,0,1,2,1,0,6,79,4,3,2,54767,654,no_money_launder,divorced,check,false,false,true
