advisor,advisor_event_indicator,sf_face_2_face,sf_call_outbound,sf_call_inbound,sf_email_inbound,channel_bank,channel_wirehouse,channel_ria,primary_prod_sold_fixed,primary_prod_sold_va,sf_email_campaigns,advisor_hh_children,annuity_mkt_opp,advisor_advising_years,advisor_aum,advisor_annuity_selling_years,advisor_age,advisor_net_worth,advisor_credit_hist_mos,advisor_firm_changes,advisor_credit_score,wholesaler,region_ca,region_ny,region_fl,region_tx,region_ne,region_so,region_mw,region_we,sf_email_responses,analytic_partition
14094,1,0,1,0,0,0,1,0,1,0,2,0,2.302608745,0.4176317994,-0.65858839,-0.437773655,1.5551322006,-0.950704547,-0.953468616,3,-2.202720952,10,0,0,0,0,0,0,0,1,3,1
14095,1,0,0,0,0,0,1,0,0,1,1,0,0.2123271159,0.4176317994,-0.24300945,-0.437773655,-0.02320658,-0.613522053,-0.268454495,6,-0.6622935,20,0,0,0,0,0,0,1,0,1,1
14096,1,0,0,0,0,1,0,0,0,1,3,0,-0.72284743,6.8087722323,0.5558450638,-0.437773655,-0.417791276,-0.601797302,-1.344905257,1,-0.720204306,19,0,0,0,0,0,0,0,1,3,2
14097,1,0,0,0,0,1,0,0,0,1,0,0,-0.668109885,1.2635180332,1.170338151,-0.437773655,-0.286263044,-0.732346049,-1.198116517,6,0.2063685975,21,0,0,0,0,1,0,0,0,1,2
14098,1,0,0,0,0,0,0,1,0,1,0,0,-0.696730319,-0.428254434,-0.438194453,-0.437773655,0.4371422307,-0.458690605,-0.464172815,1,-1.11399779,10,0,0,0,1,0,0,0,0,1,2
14099,1,0,0,0,0,0,0,1,0,1,2,0,-0.647601944,0.9815559553,-0.276279085,-0.136463844,-0.35202716,-0.456095095,-3.399947621,4,-0.905518887,25,0,0,0,0,0,0,0,1,1,2
14100,1,0,0,0,0,1,0,0,0,1,1,2,0.1634429838,6.714784873,1.2080600114,-0.437773655,-1.009668319,-0.911843831,-2.372426439,3,1.48040634,22,0,0,1,0,0,0,0,0,1,2
14101,1,0,0,0,0,0,1,0,0,1,1,0,-0.664516937,1.827442189,-0.669471608,-0.136463844,-0.680847739,-0.775294842,-1.980989798,4,-0.836025919,12,0,0,0,1,0,0,0,0,0,1
14102,1,1,0,0,0,0,1,0,0,1,0,1,-0.561085169,-0.804203872,-0.665513612,-0.136463844,-0.220498928,-0.861408221,-0.121665755,2,-3.418847888,23,0,1,0,0,0,0,0,0,1,1
14103,1,0,0,0,1,1,0,0,0,1,3,0,-0.341908204,0.1356697215,-0.581134002,-0.437773655,-0.746611855,-0.74741559,-2.029919379,0,0.3569366943,6,0,0,0,1,0,0,0,0,1,2
14104,1,1,0,0,0,0,0,1,0,1,0,0,-0.253002694,0.5116191587,-0.683068695,0.9181204972,-1.272724782,-0.401403568,1.1505033277,4,-0.604382693,7,0,0,0,0,1,0,0,0,1,2
14105,1,0,0,0,0,0,0,1,0,1,0,0,-0.426013476,0.3236444401,-0.655019213,0.4661557796,-0.417791276,-0.660133332,0.2208413059,2,-0.314828661,9,0,0,0,0,1,0,0,0,1,2
14106,1,0,0,0,0,1,0,0,0,1,1,0,-0.299972274,0.1356697215,0.5264021233,-0.437773655,0.305613999,-0.455927256,-0.268454495,6,0.1716221136,5,0,0,0,0,1,0,0,0,3,2
14107,1,0,1,0,0,0,0,1,0,1,2,2,-0.440937365,0.2296570808,-0.542218409,-0.28711875,-0.220498928,-0.440312238,-0.610961556,6,-2.654425243,18,0,0,0,0,0,1,0,0,0,1
14108,1,0,0,0,1,1,0,0,0,1,0,0,-0.66949214,0.887568596,-0.685896297,-0.437773655,-0.088970696,-0.609841584,1.1994329078,1,-0.476978919,14,0,0,0,1,0,0,0,0,1,1
14109,1,0,0,0,0,0,1,0,1,0,2,0,3.5590966696,0.3236444401,3.8155850588,-0.437773655,1.0290192736,-0.782194222,-0.219524915,6,-0.639129177,20,0,0,1,0,0,0,0,0,1,0
14110,1,0,0,0,1,0,1,0,0,1,1,0,-0.285764871,0.5116191587,-0.434272056,-0.437773655,-0.088970696,-0.745875068,-1.687412318,3,-1.206655081,13,0,0,0,0,0,1,0,0,1,2
14111,1,0,1,0,0,1,0,0,0,1,2,0,-0.438190638,0.1356697215,-0.180298261,2.2740146498,-0.35202716,-0.555629597,-0.415243235,2,-0.419068112,3,0,1,0,0,0,0,0,0,1,1
14112,1,0,1,0,0,0,0,1,0,1,2,1,-0.539321797,-0.99217859,-0.458035751,-0.136463844,0.0425575355,-0.499367578,0.5633483666,6,-0.117931919,17,0,1,0,0,0,0,0,0,0,2
14113,1,1,1,0,0,1,0,0,0,1,3,1,-0.687570158,0.5116191587,-0.679965544,1.6713950264,0.1083216513,-0.858195304,-0.023806595,4,-2.36487121,4,0,0,0,0,0,0,0,1,0,2
14114,1,0,0,0,0,1,0,0,1,0,0,0,-0.297224827,0.605606518,1.703362912,0.0141910621,-0.417791276,-0.645968922,-1.198116517,2,-0.743368629,16,0,0,0,0,1,0,0,0,1,2
14115,1,0,0,0,0,0,1,0,1,0,0,1,0.4012040426,1.6394674704,-0.270581808,-0.28711875,-0.417791276,-0.69933572,0.6122779467,3,-0.419068112,22,0,0,0,0,1,0,0,0,3,0
14116,1,0,0,0,0,0,1,0,1,0,2,0,0.19472401,0.5116191587,-0.57978354,-0.136463844,0.831726926,-0.584234153,0.269770886,0,-1.623612887,17,0,0,0,0,0,1,0,0,1,2
14117,1,0,0,0,0,1,0,0,0,1,1,0,2.3913420295,0.5116191587,0.653439877,0.0141910621,0.1740857672,-0.565610022,-0.464172815,4,-0.245335693,16,0,1,0,0,0,0,0,0,0,2
14118,1,0,0,0,0,1,0,0,1,0,1,0,-0.626276793,-0.334267075,0.0297728016,1.068775403,0.1083216513,-0.536196243,-0.219524915,4,-0.905518887,15,0,0,0,0,0,0,0,1,1,1
14119,1,0,1,0,0,1,0,0,0,1,1,3,-0.718612306,0.5116191587,-0.266886877,-0.437773655,1.6866604323,-0.566239418,-1.198116517,4,-0.117931919,23,0,0,0,0,1,0,0,0,3,2
14120,1,0,0,1,0,0,0,1,1,0,5,2,-0.686772064,-0.710216512,-0.601727509,5.2871127668,0.4371422307,-0.914709082,-0.513102396,3,-2.191138791,5,0,0,0,0,0,0,0,1,3,1
14121,1,0,0,0,1,1,0,0,1,0,0,0,0.5761272815,0.605606518,-0.575194003,-0.437773655,0.831726926,-0.544881909,1.1015737476,4,-0.442232435,18,0,0,0,0,0,1,0,0,1,1
14122,1,0,0,0,0,1,0,0,0,1,1,2,-0.678069733,0.605606518,-0.681365013,-0.437773655,2.1470092434,-0.494853908,-0.904539036,3,-2.36487121,19,0,0,0,0,0,1,0,0,0,1
14123,1,0,1,0,0,0,0,1,0,1,0,0,-0.671034879,-0.616229153,1.2721766793,-0.136463844,-0.02320658,-0.738478165,-0.023806595,2,-2.040570694,3,0,0,0,0,0,0,1,0,3,0
14124,1,0,1,1,0,1,0,0,0,1,2,0,0.7972768414,0.2296570808,-0.683670647,-0.437773655,0.7659628101,-0.892182695,-3.351018041,0,0.3569366943,22,0,0,0,1,0,0,0,0,0,2
14125,1,0,0,0,0,1,0,0,0,1,0,1,-0.344279654,-0.334267075,3.5796305245,0.7674655913,0.7001986942,-0.806333063,-0.806679876,1,-1.310894532,9,0,0,0,0,0,0,0,1,0,1
14126,1,0,0,0,0,0,1,0,1,0,0,1,-0.675763264,0.4176317994,-0.672149415,-0.437773655,-0.878140087,-0.82215788,0.0740525656,5,-2.561767952,6,0,0,0,0,0,1,0,0,1,0
14127,1,0,0,0,1,0,0,1,0,1,2,0,-0.466074572,0.5116191587,-0.517840741,0.7674655913,0.6344345783,-0.367566033,0.3187004661,4,-1.635195049,3,0,1,0,0,0,0,0,0,0,2
14128,1,0,0,0,0,1,0,0,1,0,0,2,1.7265435965,-0.428254434,0.7580935248,0.4661557796,0.3713781148,-0.558602745,1.1015737476,5,-0.615964855,20,0,0,0,0,0,1,0,0,0,2
14129,1,0,1,0,0,0,0,1,0,1,2,0,3.6467082458,1.1695306739,-0.635762298,-0.437773655,-0.812375971,-0.401991004,-1.785271478,3,-0.291664338,11,0,0,0,0,0,1,0,0,1,2
14130,1,0,0,0,0,0,1,0,0,1,2,1,-0.506781167,-0.334267075,2.4984517581,-0.437773655,-0.220498928,-0.510438955,-0.366313655,0,-0.372739467,25,0,0,0,0,0,1,0,0,2,2
14131,1,0,1,0,0,0,0,1,0,1,1,0,-0.676275244,0.2296570808,2.8395218066,0.9181204972,0.1083216513,-0.912119567,-0.170595335,2,-1.762598823,9,0,0,0,0,0,1,0,0,0,2
14132,1,0,0,0,1,1,0,0,0,1,1,0,-0.332714163,0.7935812367,-0.687156605,0.4661557796,0.0425575355,-0.654918336,-0.219524915,5,-0.291664338,20,0,0,0,0,0,1,0,0,1,2
14133,1,0,0,0,0,0,1,0,0,1,0,1,-0.7196434,-0.99217859,-0.603416858,-0.136463844,1.6866604323,-0.545613208,-0.708820716,4,-0.673875661,16,0,0,0,0,1,0,0,0,1,2
14134,1,1,0,1,0,0,1,0,1,0,3,0,0.0826758469,0.2296570808,-0.660759948,-0.437773655,1.0290192736,-0.712091482,-1.100257357,2,-1.322476694,18,0,0,0,1,0,0,0,0,1,1
14135,1,0,0,0,0,1,0,0,0,1,0,0,-0.659011222,0.3236444401,-0.641615842,-0.437773655,1.4236039688,-0.574139838,0.0740525656,2,0.0905469845,14,0,0,0,1,0,0,0,0,1,1
14136,1,0,0,0,0,0,1,0,0,1,1,1,-0.652737278,0.605606518,-0.669767498,-0.437773655,-0.35202716,-0.951687604,-0.855609456,3,-3.395683565,15,0,1,0,0,0,0,0,0,0,1
14137,1,0,0,0,1,1,0,0,0,1,2,1,-0.655126886,0.605606518,2.9109626856,-0.437773655,-0.286263044,-0.794122778,0.9058554272,0,-2.770246856,20,1,0,0,0,0,0,0,0,0,2
14138,1,0,0,0,0,1,0,0,1,0,2,0,-0.459175887,1.6394674704,-0.675254877,1.068775403,-0.35202716,-0.705737578,-0.659891136,2,-0.639129177,21,0,0,0,1,0,0,0,0,2,1
14139,1,0,0,0,0,0,1,0,0,1,1,1,1.8483501361,0.4176317994,-0.680878644,-0.437773655,1.6866604323,-0.564782816,-0.072736175,6,0.1947864362,6,0,0,0,0,1,0,0,0,1,1
14140,1,0,1,0,0,0,1,0,0,1,0,2,-0.017782349,-0.240279716,-0.679906366,-0.437773655,-0.483555392,-0.639908737,0.7101371068,6,-0.569636209,7,1,0,0,0,0,0,0,0,0,2
14141,1,0,0,0,1,1,0,0,0,1,0,1,-0.268728905,-0.334267075,-0.651229042,-0.437773655,-0.35202716,-0.377942078,-0.659891136,6,0.2990258878,11,0,0,0,0,0,1,0,0,0,2
14142,1,0,1,0,0,1,0,0,0,1,0,0,4.0746484145,0.1356697215,-0.4965972,0.1648459679,-0.154734812,-0.828667634,-0.708820716,2,-1.032922661,22,0,0,0,0,0,0,0,1,1,1
14143,1,0,0,0,0,0,0,1,0,1,0,0,-0.720610576,1.3575053925,-0.572076058,1.2194303089,2.4100657069,-0.611675825,-0.610961556,3,-0.407485951,2,0,0,0,0,1,0,0,0,2,2
14144,1,0,1,0,0,0,0,1,0,1,0,0,-0.718737786,0.5116191587,-0.611668038,-0.437773655,-1.009668319,-0.958844737,0.0251229855,6,-1.565702081,25,0,0,0,1,0,0,0,0,0,1
14145,1,0,0,0,0,1,0,0,0,1,3,0,-0.32630225,1.1695306739,-0.55759731,-0.437773655,1.8839527799,-0.75112603,-1.051327777,0,-0.92868321,20,0,0,0,0,0,1,0,0,1,1
14146,1,0,1,0,0,0,0,1,0,1,5,0,-0.566029575,-0.240279716,-0.511152695,0.7674655913,-0.088970696,-0.367865746,0.4165596263,6,0.2411150814,22,0,0,0,0,0,1,0,0,0,2
14147,1,0,1,1,1,0,1,0,0,1,4,0,-0.575931511,0.2296570808,-0.687753934,0.3155008738,-0.417791276,-0.410784568,-0.023806595,3,0.1252934684,10,0,0,0,0,1,0,0,0,1,1
14148,1,0,0,0,0,1,0,0,0,1,2,0,-0.665349714,0.887568596,-0.610189049,-0.437773655,1.5551322006,-0.588094449,0.4165596263,2,0.3221902104,6,0,0,0,0,0,0,1,0,0,2
14149,1,0,0,0,0,0,0,1,0,1,1,1,3.8674560776,-0.616229153,-0.553391969,4.5338382376,-0.154734812,-0.652071068,-3.302088461,1,-1.264565887,2,0,0,0,0,0,0,1,0,2,2
14150,1,0,0,0,0,1,0,0,1,0,1,0,-0.650289475,-0.240279716,2.9971592473,-0.437773655,-0.483555392,-0.633950453,1.0037145874,4,0.4032653395,21,0,0,1,0,0,0,0,0,0,2
14151,1,1,1,0,0,0,1,0,0,1,2,0,-0.630302514,1.3575053925,-0.676160579,-0.437773655,-0.549319507,-0.922687428,0.6122779467,6,-0.650711338,23,0,0,0,0,1,0,0,0,2,2
14152,1,0,0,0,0,0,0,1,0,1,1,2,-0.665045179,0.5116191587,-0.593136979,0.0141910621,-0.812375971,-0.507747537,-0.904539036,3,-3.360937082,20,0,0,0,0,0,1,0,0,0,1
14153,1,1,0,0,0,0,1,0,0,1,0,0,-0.37085404,0.605606518,-0.464672479,2.5753244615,-0.680847739,-0.659096327,-0.562031976,3,-0.963429693,6,0,0,0,0,0,1,0,0,1,1
14154,1,0,0,0,0,1,0,0,0,1,0,1,-0.706316971,-0.428254434,0.1559043911,-0.437773655,-0.02320658,-0.518285427,0.3676300462,6,-0.39590379,4,0,0,0,1,0,0,0,0,0,2
14155,1,0,1,0,1,0,1,0,0,1,2,1,0.1908797932,0.5116191587,-0.564280734,-0.136463844,-0.943904203,-0.470001752,-0.953468616,0,-1.252983726,8,0,0,0,0,0,0,1,0,1,2
14156,1,0,0,0,0,1,0,0,0,1,0,0,-0.60785732,0.3236444401,-0.689316605,-0.136463844,-1.075432434,-0.456191003,-0.513102396,6,-2.353289049,24,0,0,0,1,0,0,0,0,2,0
14157,1,1,1,0,0,1,0,0,0,1,0,0,-0.67674357,-0.428254434,2.6201311223,-0.437773655,-0.746611855,-0.508161141,-0.072736175,4,-0.407485951,2,0,0,0,0,0,0,0,1,0,2
14158,1,1,1,0,0,1,0,0,0,1,1,1,-0.677494903,0.5116191587,0.0485868055,-0.136463844,-0.220498928,-0.82043753,-0.366313655,3,0.9244625978,23,0,0,0,1,0,0,0,0,0,1
14159,1,0,1,0,0,1,0,0,0,1,0,1,-0.722612686,-0.334267075,-0.635967572,1.6713950264,-0.02320658,-0.376383573,-0.904539036,6,0.3221902104,21,0,0,0,1,0,0,0,0,0,2
14160,1,1,0,0,0,1,0,0,0,1,3,0,1.8924938399,0.605606518,-0.399814236,-0.437773655,-0.417791276,-0.863596122,0.3676300462,3,-1.241401564,17,0,0,0,0,0,1,0,0,1,0
14161,1,1,1,0,0,0,1,0,0,1,3,0,-0.664918914,4.7410503276,-0.67244808,0.6168106855,0.7001986942,-0.443752936,-1.051327777,5,-3.673655437,13,0,0,0,0,1,0,0,0,0,2
14162,1,1,0,0,0,0,0,1,0,1,1,0,-0.111284616,-0.240279716,-0.65491149,2.123359744,1.6866604323,-0.683882547,-0.562031976,4,0.345354533,2,0,0,0,0,1,0,0,0,0,1
14163,1,0,1,0,0,1,0,0,0,1,0,0,-0.645889881,-0.146292356,3.6021819935,-0.437773655,-0.35202716,-0.660139327,-0.464172815,6,-0.060021112,9,0,0,0,0,0,0,0,1,0,2
14164,1,0,1,0,0,0,1,0,1,0,4,3,-0.071184203,2.3913663449,0.0922953602,-0.437773655,-0.812375971,-0.429186912,0.3676300462,6,0.5769977589,6,0,0,0,0,1,0,0,0,1,2
14165,1,0,0,0,0,1,0,0,0,1,0,1,-0.641268186,0.4176317994,-0.656271199,-0.437773655,-0.286263044,-0.86456719,-0.023806595,6,-0.152678403,1,0,0,0,0,0,0,1,0,3,1
14166,1,0,0,0,0,0,0,1,0,1,1,0,-0.348597042,2.8613031414,-0.677131932,-0.437773655,-0.35202716,-0.802880375,-1.442764417,2,-3.233533307,14,1,0,0,0,0,0,0,0,0,0
14167,1,0,0,0,0,0,1,0,0,1,0,1,-0.439227164,0.605606518,-0.649864248,-0.136463844,-0.878140087,-0.473987928,-1.149186937,3,-1.160326435,10,0,0,0,0,1,0,0,0,1,2
14168,1,1,1,0,0,0,1,0,0,1,3,0,-0.561534553,-0.428254434,-0.454155426,-0.437773655,0.1083216513,-0.47265121,0.3676300462,4,-1.171908597,7,1,0,0,0,0,0,0,0,1,1
14169,1,1,1,0,0,1,0,0,1,0,0,0,-0.40237326,0.4176317994,-0.477029138,0.3155008738,-0.154734812,-0.516810842,-1.100257357,3,-0.233753532,8,0,0,0,0,0,1,0,0,1,2
14170,1,1,0,0,0,0,1,0,0,1,0,0,-0.63681371,-0.99217859,-0.502147456,-0.437773655,-0.220498928,-0.578779387,0.3187004661,2,-0.268500016,1,0,0,0,0,0,0,1,0,1,2
14171,1,0,1,0,0,0,1,0,0,1,1,2,-0.608964179,0.5116191587,-0.672000083,-0.437773655,0.7001986942,-0.599237758,-1.491693998,0,-0.476978919,16,0,1,0,0,0,0,0,0,0,2
14172,1,0,1,0,0,1,0,0,0,1,2,1,-0.723935936,1.0755433146,1.3513139441,0.7674655913,0.1083216513,-0.403333716,0.1719117258,4,-1.820509629,15,0,0,0,1,0,0,0,0,2,2
14173,1,0,0,0,0,0,1,0,0,1,4,3,-0.669793388,0.605606518,-0.674899809,-0.437773655,0.4371422307,-0.503090006,1.1505033277,5,-0.592800532,22,0,0,0,0,0,0,1,0,1,1
14174,1,0,1,0,0,0,0,1,0,1,0,0,-0.650550063,0.1356697215,-0.503684699,0.9181204972,-0.878140087,-0.54388087,-0.562031976,6,-0.407485951,24,0,0,0,0,0,1,0,0,0,2
14175,1,1,0,0,0,1,0,0,0,1,0,3,-0.525413776,-0.146292356,-0.684059927,-0.437773655,1.9497168958,-0.408392862,-0.855609456,2,-0.256917854,24,0,0,0,0,1,0,0,0,0,1
14176,1,0,1,0,0,0,1,0,0,1,2,0,-0.08462965,1.5454801111,-0.648362142,-0.437773655,0.5686704625,-0.664383255,-0.855609456,1,0.6696550493,9,0,0,0,1,0,0,0,0,3,0
14177,1,0,0,1,0,0,1,0,0,1,2,0,-0.672370055,0.887568596,-0.67420123,-0.437773655,2.4758298228,-0.393850814,-1.491693998,5,-0.349575145,5,0,0,0,1,0,0,0,0,1,1
14178,1,1,1,1,0,0,1,0,0,1,2,0,-0.663325064,-0.99217859,-0.585397597,-0.136463844,2.2785374752,-0.542232451,-0.072736175,0,-0.337992983,13,0,0,0,0,0,1,0,0,1,1
14179,1,0,0,0,0,0,1,0,0,1,0,1,-0.712662999,0.5116191587,-0.592607151,-0.437773655,0.1740857672,-0.625414643,0.807996267,6,-2.202720952,3,0,0,0,0,1,0,0,0,0,2
14180,1,0,0,0,1,1,0,0,0,1,0,1,-0.677999205,0.605606518,-0.563597875,-0.437773655,1.4236039688,-0.582735591,-0.464172815,1,-1.0213405,5,0,0,0,0,0,1,0,0,1,0
14181,1,0,1,0,1,0,1,0,0,1,1,1,-0.683382025,-0.99217859,1.4157144818,-0.437773655,0.1083216513,-0.434228075,-0.219524915,4,-1.704688016,20,0,0,0,0,0,1,0,0,1,1
14182,1,1,0,0,0,0,1,0,0,1,3,2,-0.538386459,1.6394674704,-0.689542221,-0.437773655,0.1740857672,-0.900874356,0.4654892064,5,-2.700753888,21,0,0,0,0,0,1,0,0,1,1
14183,1,0,1,0,1,1,0,0,0,1,0,2,-0.549939234,0.1356697215,-0.604925436,-0.28711875,0.305613999,-0.902546751,0.2208413059,3,-1.334058855,15,0,0,0,0,1,0,0,0,2,1
14184,1,0,0,0,0,0,1,0,0,1,0,1,-0.599994619,0.4176317994,-0.642414283,0.1648459679,0.4371422307,-0.430769393,-1.051327777,6,0.4495939847,9,0,0,0,0,1,0,0,0,0,1
14185,1,0,0,0,0,1,0,0,0,1,0,0,-0.725646806,0.1356697215,-0.576316999,-0.437773655,-0.746611855,-0.447079745,-0.562031976,2,0.3337723717,22,0,0,0,0,0,1,0,0,0,1
14186,1,0,0,0,1,1,0,0,0,1,3,3,-0.248220772,-0.522241794,0.1064601867,-0.437773655,0.1083216513,-0.955116314,-0.562031976,2,-0.03685679,19,0,0,0,1,0,0,0,0,0,2
14187,1,1,0,0,0,1,0,0,1,0,1,0,2.648857795,-0.99217859,-0.660674417,-0.437773655,-0.746611855,-0.721346602,0.6122779467,2,-0.48856108,4,0,1,0,0,0,0,0,0,0,1
14188,1,0,0,0,1,1,0,0,0,1,2,1,-0.678276186,0.5116191587,1.9144210463,-0.437773655,1.2920757371,-0.497827056,0.4654892064,3,-2.086899339,18,0,0,1,0,0,0,0,0,0,2
14189,1,0,1,0,0,0,1,0,0,1,2,1,-0.655287424,0.4176317994,-0.645363478,-0.437773655,-0.812375971,-0.681532801,-1.736341898,5,-0.546471887,14,0,0,0,0,0,1,0,0,0,2
14190,1,0,1,0,1,1,0,0,0,1,1,0,-0.391548982,0.9815559553,-0.642175722,-0.437773655,0.1740857672,-0.478681425,0.8569258471,3,-1.924749081,6,0,0,0,1,0,0,0,0,0,2
14191,1,0,0,0,0,1,0,0,1,0,0,0,-0.452066309,0.887568596,-0.580539447,-0.136463844,-0.417791276,-0.395343382,-0.464172815,4,-0.778115113,16,0,0,0,1,0,0,0,0,0,1
14192,1,1,0,0,0,0,0,1,1,0,2,0,0.9074214114,-0.522241794,-0.033899568,-0.437773655,-0.483555392,-0.49547731,-0.023806595,2,-1.160326435,18,0,0,0,0,1,0,0,0,1,2
14193,1,0,1,0,0,0,1,0,0,1,1,1,-0.391629221,2.4853537042,-0.023169844,-0.437773655,-1.075432434,-0.825526648,-0.562031976,3,-2.376453371,12,0,1,0,0,0,0,0,0,3,2
14194,1,0,0,0,0,0,1,0,1,0,1,0,-0.657011017,0.5116191587,2.4323498508,-0.437773655,-1.338488898,-0.742668145,1.1015737476,3,-1.218237242,14,0,0,1,0,0,0,0,0,0,2
14195,1,0,1,0,0,0,0,1,1,0,2,1,-0.724569878,-0.428254434,-0.637342537,-0.437773655,0.1083216513,-0.488404096,-0.953468616,3,-0.615964855,25,0,0,0,0,0,1,0,0,0,2
14196,1,0,0,0,0,0,1,0,1,0,1,0,-0.234947504,0.3236444401,0.3036197957,-0.437773655,-1.272724782,-0.845409571,-3.253158881,3,0.2642794039,13,0,0,1,0,0,0,0,0,1,2
14197,1,0,0,0,0,0,0,1,1,0,0,0,0.0499782517,1.6394674704,-0.424444797,-0.437773655,-0.417791276,-0.393958711,0.2208413059,6,-1.785763145,21,0,0,0,0,0,1,0,0,0,2
14198,1,1,1,0,1,0,1,0,0,1,2,1,-0.52213639,-0.334267075,-0.327904556,0.6168106855,1.0947833895,-0.636983543,-0.023806595,2,-0.546471887,11,0,0,0,0,0,0,0,1,1,2
14199,1,0,1,0,1,1,0,0,0,1,0,0,-0.207138656,0.605606518,3.4197623478,0.1648459679,1.9497168958,-0.450808167,-2.61707434,2,-0.592800532,23,0,0,0,0,1,0,0,0,3,2
14200,1,0,0,0,0,1,0,0,0,1,2,0,0.0931456981,0.7935812367,-0.594123127,-0.437773655,-1.009668319,-0.391608965,-2.176708119,2,-0.025274628,11,0,0,0,0,0,1,0,0,1,2
14201,1,0,1,0,0,0,1,0,0,1,3,0,-0.722582229,0.605606518,0.8841271006,-0.437773655,1.1605475053,-0.526917145,-2.127778539,4,-1.982659887,10,0,0,0,1,0,0,0,0,1,1
14202,1,1,1,0,0,1,0,0,0,1,0,0,1.4131141666,0.1356697215,-0.684877787,-0.437773655,1.7524245482,-0.637708847,0.6612075268,2,-0.326410822,25,0,0,0,1,0,0,0,0,1,1
14203,1,0,0,0,1,0,0,1,0,1,3,0,-0.499001228,0.605606518,2.2827518438,-0.437773655,-1.075432434,-0.487007436,0.1719117258,2,-0.291664338,13,0,0,0,0,0,1,0,0,1,2
14204,1,1,1,0,1,0,0,1,0,1,0,1,-0.715046506,0.0416823622,2.3897166727,-0.437773655,-0.02320658,-0.57081303,-0.023806595,0,-0.175842725,17,0,0,0,1,0,0,0,0,1,2
14205,1,0,0,0,0,1,0,0,0,1,0,2,0.0536196476,-0.428254434,-0.520271203,-0.136463844,-0.154734812,-0.566491176,-3.399947621,6,-0.106349758,8,0,0,0,0,1,0,0,0,1,2
14206,1,0,0,0,0,0,1,0,0,1,1,1,-0.672487304,0.605606518,0.0318218424,-0.437773655,-0.154734812,-0.510325064,-1.051327777,3,-0.164260564,16,0,0,0,0,1,0,0,0,1,2
14207,1,0,1,0,0,1,0,0,0,1,0,0,0.3524299491,0.6995938774,-0.542194368,-0.28711875,-0.088970696,-0.51455101,0.1229821457,2,-0.3032465,16,0,0,0,0,1,0,0,0,1,2
14208,1,0,0,0,0,0,1,0,0,1,2,0,-0.486817024,0.1356697215,-0.600493554,-0.437773655,-0.220498928,-0.501903145,-0.953468616,3,-0.071603274,22,0,0,0,0,1,0,0,0,1,1
14209,1,0,1,0,0,1,0,0,1,0,1,0,1.6791605714,0.5116191587,-0.686649893,1.8220499323,0.0425575355,-0.852314946,1.0037145874,3,-1.832091791,8,0,0,0,0,0,0,0,1,2,2
14210,1,0,1,0,0,1,0,0,0,1,0,0,0.1364787328,5.2109871241,3.4529760412,-0.28711875,-0.746611855,-0.710173322,1.1505033277,3,-0.592800532,22,0,0,0,0,1,0,0,0,0,2
14211,1,0,0,0,0,1,0,0,0,1,2,0,-0.665369254,1.5454801111,-0.106247536,-0.437773655,-0.220498928,-0.482913364,0.4654892064,6,-0.22217137,3,0,0,0,0,0,0,1,0,1,2
14212,1,0,1,0,0,0,1,0,0,1,6,0,-0.710522979,4.271113531,-0.658225,-0.136463844,1.5551322006,-0.696836118,0.0251229855,1,-2.480692823,2,0,0,0,0,0,0,1,0,1,2
14213,1,0,0,1,0,1,0,0,0,1,2,0,-0.325705426,-0.146292356,0.2278441228,-0.437773655,-0.812375971,-0.806968453,0.7590666869,4,-0.048438951,16,1,0,0,0,0,0,0,0,1,2
14214,1,0,0,0,0,1,0,0,0,1,2,0,-0.056666765,-0.146292356,-0.663431283,0.3155008738,0.5686704625,-0.946340734,-0.219524915,3,0.9128804365,2,1,0,0,0,0,0,0,0,1,1
14215,1,0,0,0,0,0,0,1,0,1,0,0,-0.660734139,1.1695306739,-0.52404473,-0.437773655,0.7001986942,-0.648840168,-0.904539036,3,-1.28773021,21,0,0,1,0,0,0,0,0,0,2
14216,1,0,0,0,1,0,0,1,1,0,4,0,-0.492022834,0.887568596,-0.511384784,-0.437773655,-0.483555392,-0.788428241,-3.351018041,3,0.3106080491,19,0,0,0,0,0,1,0,0,2,2
14217,1,0,1,0,0,0,1,0,0,1,5,0,-0.489030423,0.0416823622,0.8523577221,0.7674655913,-0.746611855,-0.60747985,0.1229821457,3,-0.766532951,22,1,0,0,0,0,0,0,0,0,2
14218,1,0,1,1,0,0,1,0,1,0,0,2,-0.644251792,0.0416823622,1.3222515001,0.0141910621,1.4236039688,-0.70265054,-1.100257357,4,-0.141096241,6,0,0,1,0,0,0,0,0,1,2
14219,1,0,0,0,0,0,0,1,0,1,2,0,-0.221309915,0.2296570808,-0.327702518,-0.437773655,0.1083216513,-0.544744042,0.0740525656,5,-0.337992983,2,0,0,0,0,1,0,0,0,1,0
14220,1,0,0,0,0,0,1,0,0,1,2,3,-0.617795418,0.4176317994,-0.676661281,-0.437773655,-0.417791276,-0.432783461,-0.953468616,2,0.6696550493,21,0,0,0,0,0,0,0,1,1,2
14221,1,0,0,0,0,1,0,0,0,1,1,2,-0.111529178,0.4176317994,1.7378558689,-0.437773655,-0.088970696,-0.95039884,0.3676300462,0,-0.280082177,23,0,0,0,0,1,0,0,0,2,0
