advisor,performance_period,advisor_event_indicator,sf_face_2_face,sf_call_outbound,sf_call_inbound,sf_email_inbound,channel,primary_prod_sold,sf_email_campaigns,advisor_hh_children,annuity_mkt_opp,advisor_advising_years,advisor_aum,advisor_annuity_selling_years,advisor_age,advisor_net_worth,advisor_credit_hist_mos,advisor_firm_changes,advisor_credit_score,wholesaler,region,sf_email_responses,id_activity_last_6mos,id_top_producer,id_strategic_partner,region_char,wholesaler_char,channel_char,primary_prod_sold_char
11571,0,1,0,0,0,0,0,1,1,1,3794650957,26,8746587,1,35,90753,57,3,664,14,4,1,false,false,true,NE,Noth,bank,va
11572,0,1,0,1,0,0,1,1,2,1,64571015,15,1385503,1,46,101918,55,2,548,22,3,1,false,false,true,Texas,Vasquez,wirehouse,va
11573,0,1,0,1,0,0,0,0,2,1,94863354,8,446050,1,26,108213,67,1,748,24,4,0,false,false,false,NE,Xavier,bank,fixed
11574,0,1,0,0,0,1,2,1,0,0,497206509,27,442052,1,32,60992,27,1,690,2,2,1,false,false,true,Florida,Bost,ria,va
11575,0,1,0,0,0,0,1,1,0,2,1705258376,17,137275,1,55,100210,77,4,692,16,3,2,false,false,false,Texas,Patel,wirehouse,va
11576,0,1,0,1,0,0,1,1,2,2,78748405,7,1164870,5,39,96929,28,4,408,6,3,3,false,false,true,Texas,Funderburk,wirehouse,va
11577,0,1,1,1,0,0,0,1,2,0,83187799,23,417939,3,68,121043,31,5,662,3,5,2,false,false,true,South,Chatterji,bank,va
11578,0,1,0,1,0,0,0,1,0,0,2187611089,7,6775128,5,37,69565,64,2,722,15,5,1,false,false,true,South,Ojj,bank,va
11579,0,1,0,0,1,1,0,0,1,1,96890769,17,495672,1,29,58559,72,5,702,4,5,1,false,false,true,South,Devon,bank,fixed
11580,0,1,0,0,0,1,1,1,0,0,468653799,66,97039,1,38,55570,65,3,634,20,4,1,false,false,false,NE,Tavares,wirehouse,va
11581,0,1,0,0,0,0,0,0,0,0,26632926,19,206540,1,40,104677,70,2,776,21,4,1,false,false,false,NE,Underwood,bank,fixed
11582,0,1,0,0,0,0,0,0,0,1,3616740905,3,6829066,2,32,140929,53,6,696,12,4,0,false,false,false,NE,Lula,bank,fixed
11583,0,1,0,1,0,1,0,0,2,0,87572957,52,62984,2,43,128950,67,2,550,1,3,0,false,false,false,Texas,Abbott,bank,fixed
11584,0,1,0,1,0,0,1,1,0,0,270942431,13,32318,3,45,143864,9,0,679,3,7,1,false,false,false,West,Chatterji,wirehouse,va
11585,0,1,0,1,0,0,0,1,5,2,37941667,10,480000,1,27,80280,19,3,648,22,3,0,false,false,true,Texas,Vasquez,bank,va
11586,0,1,1,0,0,1,2,0,0,0,484896942,10,80550,1,53,90889,79,6,697,12,6,1,false,false,true,MidWest,Lula,ria,fixed
11587,0,1,0,0,0,0,0,1,0,0,2198925647,7,34039,7,31,130263,60,5,677,6,3,1,false,false,true,Texas,Funderburk,bank,va
11588,0,1,0,1,0,0,0,1,2,1,21947039,13,623778,1,41,105092,62,5,665,19,1,2,false,false,false,New York,Szu,bank,va
11589,0,1,0,1,0,0,0,0,4,1,498802937,5,8399374,1,37,132581,74,1,537,24,4,0,false,false,false,NE,Xavier,bank,fixed
11590,0,1,0,0,0,0,0,1,3,0,71877755,17,41644,1,57,61934,59,3,445,22,5,2,false,false,false,South,Vasquez,bank,va
11591,0,1,0,0,0,1,0,1,3,0,662214638,48,92134,1,66,118198,93,4,665,8,6,1,false,false,false,MidWest,Hassan,bank,va
11592,0,1,1,0,0,0,0,1,0,1,95204905,8,3747207,7,38,141947,84,1,692,3,3,0,false,false,true,Texas,Chatterji,bank,va
11593,0,1,0,0,0,0,1,1,6,0,1342232247,11,312668,2,38,106634,62,2,455,24,6,1,false,false,true,MidWest,Xavier,wirehouse,va
11594,0,1,0,0,0,0,0,1,5,0,133641830,14,6217,1,68,109285,92,2,556,17,5,1,false,false,false,South,Quigley,bank,va
11595,0,1,1,1,0,0,0,1,2,0,66966486,18,702337,1,37,120448,8,2,729,18,3,1,false,false,false,Texas,Rodriguez,bank,va
11596,0,1,1,0,0,1,0,1,0,0,673364026,14,5326524,1,52,100906,79,0,676,12,7,3,false,false,false,West,Lula,bank,va
11597,0,1,0,1,0,0,0,0,0,0,4576989678,10,409324,2,76,130637,82,3,657,19,6,1,false,false,true,MidWest,Szu,bank,fixed
11598,0,1,0,1,0,0,0,1,1,0,10219370,18,445371,1,58,135553,19,4,721,3,4,0,false,false,false,NE,Chatterji,bank,va
11599,0,1,0,0,0,0,1,1,0,0,75301872,8,86952,1,32,78249,87,3,595,10,2,0,false,false,true,Florida,Jasper,wirehouse,va
11600,0,1,0,0,0,0,1,1,2,0,380786677,34,50167,10,59,108952,86,4,432,3,5,0,false,false,true,South,Chatterji,wirehouse,va
11601,0,1,0,0,0,0,0,1,1,2,99831045,23,92189,1,47,58134,63,1,792,13,1,6,false,false,false,New York,Mambwe,bank,va
11602,0,1,0,0,0,0,1,1,0,1,77420494,13,83853,5,37,146344,53,1,620,24,5,0,false,false,true,South,Xavier,wirehouse,va
11603,0,1,1,1,0,0,1,1,2,0,14220499,2,98115,1,41,60322,88,6,430,8,5,1,false,false,true,South,Hassan,wirehouse,va
11604,0,1,0,1,0,0,2,1,4,0,70713947,18,79774,2,37,52855,80,6,643,13,3,0,true,false,true,Texas,Mambwe,ria,va
11605,0,1,0,1,0,0,0,1,2,0,785478130,15,4574,2,35,67600,53,0,668,7,4,0,false,false,false,NE,Griegio,bank,va
11606,0,1,0,0,1,0,0,1,2,0,82994507,36,99436,1,27,105730,71,4,669,9,2,1,false,false,false,Florida,Ingrid,bank,va
11607,0,1,0,0,0,0,1,1,0,0,48856870,13,4380650,7,67,145395,70,5,744,21,3,0,false,false,true,Texas,Underwood,wirehouse,va
11608,0,1,0,0,0,1,1,0,2,2,90487631,8,7853053,1,58,118618,65,2,524,21,5,1,false,false,true,South,Underwood,wirehouse,fixed
11609,0,1,0,1,0,0,0,1,5,0,83586644,15,183633,1,66,50669,69,3,638,13,2,6,false,false,true,Florida,Mambwe,bank,va
11610,0,1,0,0,0,0,1,1,2,0,582698587,11,1300690,1,50,128548,80,3,638,19,5,2,false,false,false,South,Szu,wirehouse,va
11611,0,1,0,1,0,1,0,1,3,1,920261643,13,338868,14,46,96243,62,3,735,8,1,0,false,false,false,New York,Hassan,bank,va
11612,0,1,0,0,0,0,0,1,2,0,76670047,7,3402784,1,27,94116,88,5,622,9,5,1,false,false,true,South,Ingrid,bank,va
11613,0,1,0,1,1,1,1,1,2,0,488758583,15,7847,1,32,120310,91,1,643,24,4,0,false,false,true,NE,Xavier,wirehouse,va
11614,0,1,1,1,0,0,0,0,2,0,4488197890,14,32692,1,58,136474,69,1,746,11,2,1,false,false,true,Florida,Kanumba,bank,fixed
11615,0,1,0,0,0,0,0,1,1,1,579792522,15,919340,1,74,149946,90,6,451,9,3,1,false,false,false,Texas,Ingrid,bank,va
11616,0,1,0,0,0,1,2,0,0,0,60278479,14,94020,1,80,142925,71,2,686,10,3,0,false,false,false,Texas,Jasper,ria,fixed
11617,0,1,0,1,0,0,0,1,0,1,175838994,14,99250,5,50,129646,60,2,704,11,4,0,false,false,false,NE,Kanumba,bank,va
11618,0,1,0,1,0,1,0,1,1,2,58252476,10,22481,1,20,149437,60,3,814,11,3,0,false,false,false,Texas,Kanumba,bank,va
11619,0,1,0,0,0,0,0,1,0,0,209040140,21,24111,1,51,103896,64,3,522,2,5,1,false,false,true,South,Bost,bank,va
11620,0,1,0,1,0,0,0,1,2,0,2979249209,13,1861,1,43,127279,38,3,680,4,3,0,false,false,false,Texas,Devon,bank,va
11621,0,1,0,0,1,0,1,1,0,0,93937112,16,239408,1,41,76769,65,0,534,4,4,0,false,false,true,NE,Devon,wirehouse,va
11622,0,1,0,0,0,0,1,1,3,2,272741149,12,1068,8,74,141150,23,0,657,12,5,1,false,false,false,South,Lula,wirehouse,va
11623,0,1,0,0,0,0,0,1,1,0,20912539,15,1137984,1,21,123563,56,4,464,25,1,1,false,false,false,New York,Yang,bank,va
11624,0,1,0,0,0,1,0,1,0,1,75480762,58,2117845,3,57,54761,83,4,621,23,5,3,false,false,true,South,Werner,bank,va
11625,0,1,0,1,1,1,2,1,1,1,278751591,18,346673,9,58,141695,82,2,679,25,4,1,false,false,true,NE,Yang,ria,va
11626,0,1,0,0,0,0,1,1,1,0,2328486876,7,1315143,1,29,128461,65,1,716,9,2,1,false,false,true,Florida,Ingrid,wirehouse,va
11627,0,1,0,0,0,0,0,0,1,0,15181405,16,2170,2,44,65315,68,2,684,9,0,1,false,false,false,California,Ingrid,bank,fixed
11628,0,1,0,1,1,1,1,1,4,2,485719678,8,102070,6,41,134203,60,2,735,13,5,0,false,true,false,South,Mambwe,wirehouse,va
11629,0,1,0,1,0,0,0,1,2,1,54770112,14,79883,10,47,83047,61,6,667,15,2,1,false,false,true,Florida,Ojj,bank,va
11630,0,1,1,1,0,0,0,1,1,0,196023373,13,1159407,11,71,82111,97,4,653,17,3,1,false,false,true,Texas,Quigley,bank,va
11631,0,1,0,1,0,0,0,1,4,0,294836523,17,320008,3,37,91064,63,6,655,20,5,2,false,false,false,South,Tavares,bank,va
11632,0,1,0,1,0,0,1,1,2,0,299199242,22,238129,1,34,112679,52,3,637,21,7,1,true,false,false,West,Underwood,wirehouse,va
11633,0,1,0,0,0,0,0,0,2,0,168615121,14,45005,1,74,78997,77,3,544,4,3,1,false,false,false,Texas,Devon,bank,fixed
11634,0,1,0,1,0,0,1,1,0,1,337044233,45,83872,9,40,131863,15,3,664,2,2,2,false,false,false,Florida,Bost,wirehouse,va
11635,0,1,0,1,0,1,0,1,0,0,1312524720,1,87227,29,37,142906,71,3,751,13,2,2,false,false,false,Florida,Mambwe,bank,va
11636,0,1,0,0,0,0,0,0,0,2,51848740,19,3983735,1,44,79094,72,3,751,2,3,1,false,false,false,Texas,Bost,bank,fixed
11637,0,1,0,0,0,0,0,1,0,0,80731003,1,518277,1,71,113052,58,1,576,19,2,1,false,false,false,Florida,Szu,bank,va
11638,0,1,0,1,0,0,0,0,1,0,283215592,20,407574,5,52,129444,59,4,744,16,5,6,false,false,false,South,Patel,bank,fixed
11639,0,1,0,0,0,0,0,0,2,1,11940820,14,7139,2,40,120534,84,5,690,15,2,1,false,false,false,Florida,Ojj,bank,fixed
11640,0,1,0,1,0,0,0,0,2,1,659655270,21,4809270,2,50,130054,98,5,674,17,0,1,false,false,true,California,Quigley,bank,fixed
11641,0,1,1,1,0,0,0,1,4,0,1034446302,23,43288,3,72,144106,55,1,688,11,5,2,false,false,false,South,Kanumba,bank,va
11642,0,1,0,1,0,0,0,1,2,0,92452956,15,3808302,1,45,128878,8,1,725,3,5,0,false,false,true,South,Chatterji,bank,va
11643,0,1,0,0,0,0,0,1,2,0,344682966,31,4608780,2,52,60176,92,5,716,13,4,1,false,false,false,NE,Mambwe,bank,va
11644,0,1,0,1,1,0,0,1,1,0,373886044,11,7317329,5,26,119624,65,1,682,15,6,0,false,false,true,MidWest,Ojj,bank,va
11645,0,1,0,0,0,0,0,1,0,3,70197990,6,180803,6,29,65638,29,5,741,13,3,0,false,false,false,Texas,Mambwe,bank,va
11646,0,1,0,0,0,0,0,1,0,0,3750734194,1,222269,1,49,119962,47,4,420,24,7,0,false,false,false,West,Xavier,bank,va
11647,0,1,0,1,0,0,0,1,1,0,72254191,8,277828,1,34,82724,64,3,643,6,5,1,false,false,true,South,Funderburk,bank,va
11648,0,1,0,1,1,0,0,1,1,2,62894141,18,8595218,1,78,72008,66,3,734,21,7,2,true,false,false,West,Underwood,bank,va
11649,0,1,0,0,0,0,0,0,1,0,407673818,18,170783,1,41,110084,72,3,706,20,5,0,false,false,false,South,Tavares,bank,fixed
11650,0,1,0,0,0,0,1,0,0,2,87647987,22,238344,1,37,109543,67,5,685,23,4,2,false,false,true,NE,Werner,wirehouse,fixed
11651,0,1,1,1,0,0,0,1,1,1,20895236,15,75774,1,32,72923,52,2,819,10,0,0,false,false,true,California,Jasper,bank,va
11652,0,1,1,0,0,0,0,1,2,1,64329832,7,1425521,1,45,81025,58,5,696,17,5,0,false,false,true,South,Quigley,bank,va
11653,0,1,0,1,0,0,1,1,1,2,1025825284,13,150626,3,69,90485,7,3,835,10,5,0,false,false,false,South,Jasper,wirehouse,va
11654,0,1,0,1,0,1,0,1,2,1,135403474,18,1467720,1,30,130416,18,0,688,25,4,1,false,true,true,NE,Yang,bank,va
11655,0,1,0,0,0,0,1,1,0,0,58498122,32,38095,1,30,132095,53,4,676,12,7,1,false,false,true,West,Lula,wirehouse,va
11656,0,1,0,0,0,0,1,1,3,2,229376338,10,2620139,8,53,80424,62,2,739,25,2,1,false,false,true,Florida,Yang,wirehouse,va
11657,0,1,0,1,0,0,0,0,0,1,989867848,20,64538,1,49,109199,89,2,749,1,5,1,false,false,false,South,Abbott,bank,fixed
11658,0,1,0,0,0,0,1,0,2,2,70142983,33,3177783,1,43,111884,84,3,722,8,3,2,false,false,false,Texas,Hassan,wirehouse,fixed
11659,0,1,0,0,0,0,0,0,2,0,15038139,7,59545,1,40,119326,93,3,729,4,6,0,false,false,false,MidWest,Devon,bank,fixed
11660,0,1,0,0,0,0,1,1,0,0,818524869,7,159071,3,36,136743,77,4,603,2,5,6,false,false,true,South,Bost,wirehouse,va
11661,0,1,0,1,0,1,2,1,2,1,211128537,31,153359,1,36,94862,82,5,693,25,1,1,false,false,true,New York,Yang,ria,va
11662,0,1,0,1,0,1,0,1,0,1,83121682,13,91017,1,29,76486,88,1,546,14,3,1,false,false,false,Texas,Noth,bank,va
11663,0,1,0,1,0,1,1,1,1,2,49715828,16,16069,3,39,61029,7,3,771,15,2,1,false,false,false,Florida,Ojj,wirehouse,va
11664,0,1,1,0,0,0,0,1,2,0,327474362,13,1181103,15,42,143364,70,3,609,11,4,1,false,false,false,NE,Kanumba,bank,va
11665,0,1,0,1,0,0,0,0,1,0,52544486,11,748422,5,34,103023,15,5,678,19,3,0,false,false,true,Texas,Szu,bank,fixed
11666,0,1,0,1,0,1,0,1,2,0,43914652,12,50403,1,60,63329,9,2,645,15,5,1,true,false,true,South,Ojj,bank,va
11667,0,1,1,1,0,0,0,1,0,1,42391808,20,53674,1,30,114088,73,3,400,14,3,1,false,false,true,Texas,Noth,bank,va
11668,0,1,0,1,0,0,0,1,2,1,54827880,18,3704280,4,30,104392,71,5,568,16,7,1,false,false,true,West,Patel,bank,va
11669,0,1,0,0,0,0,1,1,2,1,77811832,9,122836,1,40,90932,27,4,609,18,3,1,false,false,false,Texas,Rodriguez,wirehouse,va
11670,0,1,0,1,0,0,1,1,3,0,76562579,3,45817,1,48,82966,80,4,749,6,3,1,false,false,false,Texas,Funderburk,wirehouse,va
11671,0,1,1,1,0,0,0,1,1,2,381196215,13,92703,1,34,146006,45,2,593,8,6,1,false,false,true,MidWest,Hassan,bank,va
11672,0,1,0,0,0,1,0,1,1,0,20459620,17,8012254,1,39,116082,32,3,661,15,6,1,false,false,false,MidWest,Ojj,bank,va
11673,0,1,0,1,0,1,0,1,0,0,469730440,17,410868,12,71,148728,80,2,518,23,5,1,false,false,true,South,Werner,bank,va
11674,0,1,0,0,1,1,2,1,0,1,90194105,13,23863,1,36,124498,13,4,514,17,6,1,false,true,false,MidWest,Quigley,ria,va
11675,0,1,0,1,0,1,1,1,2,1,57265326,11,80686,1,72,91990,51,1,561,6,6,1,false,true,true,MidWest,Funderburk,wirehouse,va
11676,0,1,0,0,0,0,2,1,0,0,98775770,6,6652345,1,57,120291,71,6,623,8,4,1,false,false,true,NE,Hassan,ria,va
11677,0,1,1,0,0,0,2,1,2,0,58321754,1,2728898,1,53,118432,80,4,571,14,4,1,false,false,false,NE,Noth,ria,va
11678,0,1,0,0,0,0,0,1,2,1,21322827,15,313907,3,52,140054,65,4,711,25,4,2,false,false,false,NE,Yang,bank,va
11679,0,1,0,0,0,1,2,1,2,2,970646166,10,984314,1,54,63301,76,1,729,2,4,1,false,false,true,NE,Bost,ria,va
11680,0,1,0,0,0,1,1,1,0,0,18010090,18,40753,1,46,83356,80,3,694,23,4,2,false,false,true,NE,Werner,wirehouse,va
11681,0,1,0,1,1,0,1,1,1,0,121243936,16,1414959,1,40,65213,80,1,686,7,5,1,false,false,true,South,Griegio,wirehouse,va
11682,0,1,0,0,1,0,0,0,1,1,728889926,13,437254,1,47,76415,51,2,724,12,1,2,false,false,true,New York,Lula,bank,fixed
11683,0,1,0,0,0,0,0,1,4,3,515686371,21,8910608,8,36,141583,74,2,603,9,3,1,false,false,true,Texas,Ingrid,bank,va
11684,0,1,0,1,0,0,1,1,1,1,82738555,48,55007,10,38,99345,90,1,604,22,2,0,false,false,false,Florida,Vasquez,wirehouse,va
11685,0,1,0,1,0,0,2,1,0,1,73844367,8,494686,1,37,145641,74,2,643,12,3,1,false,false,true,Texas,Lula,ria,va
11686,0,1,0,0,0,0,0,1,1,0,273242876,30,215445,1,61,108685,6,6,723,9,4,0,false,false,true,NE,Ingrid,bank,va
11687,0,1,0,0,0,0,0,1,2,0,696773628,25,8097195,1,35,79317,6,1,601,13,2,0,false,false,true,Florida,Mambwe,bank,va
11688,0,1,0,1,0,0,1,1,2,1,3383889742,7,141772,1,61,71116,31,1,578,1,5,1,false,false,false,South,Abbott,wirehouse,va
11689,0,1,0,0,0,0,1,1,0,0,110637308,17,19644,12,66,97349,72,0,314,21,5,1,false,false,false,South,Underwood,wirehouse,va
11690,0,1,0,0,1,0,1,1,3,2,61607668,16,41957,1,54,121156,95,4,673,12,4,0,false,false,true,NE,Lula,wirehouse,va
11691,0,1,0,0,0,0,0,1,2,2,679053836,34,13014,3,37,105791,51,6,682,3,4,0,false,false,false,NE,Chatterji,bank,va
11692,0,1,0,1,0,0,1,1,1,0,1246389687,2,5731858,1,21,136498,52,3,742,22,2,0,false,false,false,Florida,Vasquez,wirehouse,va
11693,0,1,0,0,0,0,1,1,2,1,66070632,12,8451,3,54,50724,76,3,750,8,2,1,false,false,true,Florida,Hassan,wirehouse,va
11694,0,1,0,0,0,0,0,1,3,2,499004058,18,282795,15,39,90078,7,0,683,19,2,1,false,false,false,Florida,Szu,bank,va
11695,0,1,0,1,0,0,0,0,0,0,600781739,18,141358,1,49,92906,51,1,565,2,3,1,false,false,false,Texas,Bost,bank,fixed
11696,0,1,0,1,0,0,0,1,4,1,178000666,10,98727,1,33,139425,96,6,746,5,3,2,false,false,true,Texas,English,bank,va
11697,0,1,0,0,0,0,1,1,1,0,59851354,22,99415,6,30,56430,37,4,719,8,4,1,false,false,false,NE,Hassan,wirehouse,va
11698,0,1,0,0,1,0,1,1,1,0,151464557,15,226441,10,30,117074,73,3,609,14,3,0,false,false,false,Texas,Noth,wirehouse,va
11699,0,1,0,0,0,0,1,1,2,3,365052532,17,530645,1,32,119736,93,1,716,14,3,0,false,false,true,Texas,Noth,wirehouse,va
11700,0,1,0,0,0,0,0,1,3,2,31828952,10,952950,7,50,104836,54,2,692,2,4,1,false,false,false,NE,Bost,bank,va
11701,0,1,0,0,0,1,2,1,0,3,11050653,16,34424,2,80,147778,91,2,671,16,0,0,false,false,true,California,Patel,ria,va
11702,0,1,0,0,1,0,0,1,0,0,19320943,9,41863,1,61,62326,55,3,707,4,6,0,false,false,false,MidWest,Devon,bank,va
11703,0,1,0,1,0,0,0,0,3,0,168812508,8,50113,1,52,80182,96,2,723,8,1,0,false,false,false,New York,Hassan,bank,fixed
11704,0,1,0,1,0,0,0,1,1,0,83838345,34,694478,1,33,139334,55,1,613,4,1,1,false,false,false,New York,Devon,bank,va
11705,0,1,1,0,0,1,2,1,0,1,1376231695,13,156205,1,52,50046,88,6,685,15,4,0,false,false,false,NE,Ojj,ria,va
11706,0,1,0,0,0,0,0,0,2,0,615626072,9,677395,35,36,50496,22,4,679,7,3,1,false,false,false,Texas,Griegio,bank,fixed
11707,0,1,0,0,0,0,0,1,2,2,96421477,13,182991,1,38,74636,60,4,727,3,3,2,false,false,true,Texas,Chatterji,bank,va
11708,0,1,0,1,0,1,1,1,3,1,65974313,11,159544,1,40,88510,63,3,726,21,2,0,false,false,false,Florida,Underwood,wirehouse,va
11709,0,1,0,1,0,0,0,1,5,3,52642010,8,67689,31,43,75279,73,3,492,21,2,0,false,false,true,Florida,Underwood,bank,va
11710,0,1,0,0,0,0,1,1,3,0,74119826,17,76882,21,37,137569,72,3,732,23,6,1,false,false,false,MidWest,Werner,wirehouse,va
11711,0,1,0,0,0,0,0,0,3,3,446603581,16,3402640,2,41,109668,90,3,682,22,3,1,false,false,false,Texas,Vasquez,bank,fixed
11712,0,1,0,0,0,0,0,1,2,1,74677695,13,27587,1,39,128809,77,3,604,3,5,1,false,false,false,South,Chatterji,bank,va
11713,0,1,1,0,0,0,0,0,2,0,15176884,15,73990,1,70,135701,67,0,694,5,4,0,false,false,true,NE,English,bank,fixed
11714,0,1,0,0,0,0,0,0,2,0,311607344,70,8796264,2,73,78885,37,3,716,1,4,1,false,false,false,NE,Abbott,bank,fixed
11715,0,1,0,0,0,0,0,1,0,0,51272693,23,4698275,1,20,106460,36,4,712,3,4,1,false,false,true,NE,Chatterji,bank,va
11716,0,1,0,1,0,0,0,1,1,0,90914755,16,48573,1,53,63030,89,0,794,8,3,0,false,false,true,Texas,Hassan,bank,va
11717,0,1,0,0,0,0,0,1,2,0,815800252,29,1045129,2,41,142676,67,6,583,10,6,1,false,false,true,MidWest,Jasper,bank,va
11718,0,1,0,0,0,0,0,0,3,0,52535133,7,248183,9,51,149386,80,2,704,7,7,0,false,false,false,West,Griegio,bank,fixed
11719,0,1,0,0,0,1,2,1,0,1,62172208,18,48613,1,44,94939,53,1,445,2,4,1,false,false,false,NE,Bost,ria,va
11720,0,1,0,0,0,0,0,1,1,1,223928584,19,119700,2,32,123862,69,6,802,11,4,0,false,true,false,NE,Kanumba,bank,va
11721,0,1,0,1,0,0,1,1,0,0,1573718569,59,1957373,1,71,131875,61,2,565,5,2,1,false,false,false,Florida,English,wirehouse,va
11722,0,1,0,0,0,0,0,1,2,2,50746962,10,197588,1,44,120443,78,2,626,11,3,1,false,false,true,Texas,Kanumba,bank,va
11723,0,1,0,0,0,0,1,1,1,0,779102402,25,875284,1,27,72324,69,4,646,25,7,1,false,false,true,West,Yang,wirehouse,va
11724,0,1,1,0,0,0,0,1,3,1,266551582,12,92182,3,66,118560,23,2,687,3,5,1,false,false,false,South,Chatterji,bank,va
11725,0,1,0,0,0,0,0,1,2,2,156846068,10,1657917,1,51,88483,68,2,717,19,4,1,false,false,true,NE,Szu,bank,va
11726,0,1,0,1,1,0,0,1,0,0,741527546,18,207723,1,35,127050,69,2,669,14,5,1,false,false,false,South,Noth,bank,va
11727,0,1,0,1,0,0,1,1,0,0,73004578,17,99494,4,61,70024,80,1,619,11,6,4,false,false,true,MidWest,Kanumba,wirehouse,va
11728,0,1,0,1,0,0,1,1,2,3,395758962,11,375015,1,38,68127,52,4,793,15,4,2,false,false,false,NE,Ojj,wirehouse,va
11729,0,1,0,1,0,1,0,1,0,2,771580279,22,9131199,14,66,117980,51,1,740,23,3,1,false,false,true,Texas,Werner,bank,va
11730,0,1,0,1,0,0,1,1,4,0,180820264,14,46201,1,40,137439,63,2,657,22,0,0,false,false,true,California,Vasquez,wirehouse,va
11731,0,1,0,1,1,0,0,1,0,2,362696165,17,500746,3,74,92286,55,2,665,20,4,3,false,false,false,NE,Tavares,bank,va
11732,0,1,0,1,0,1,1,1,0,1,24359492,8,3450640,1,52,133622,70,3,643,1,0,3,true,false,true,California,Abbott,wirehouse,va
11733,0,1,0,1,0,0,1,0,4,1,934339194,13,3821958,3,43,79946,95,2,717,9,5,1,false,false,true,South,Ingrid,wirehouse,fixed
11734,0,1,0,1,0,0,2,1,0,1,72937553,33,322003,1,36,134728,57,3,524,23,4,0,false,false,false,NE,Werner,ria,va
11735,0,1,0,1,0,0,0,1,2,0,1170312722,13,255953,1,40,57370,93,1,690,11,7,1,false,false,true,West,Kanumba,bank,va
11736,0,1,0,1,0,0,0,1,0,0,1955982173,9,515358,2,45,131061,76,2,748,12,4,1,false,false,false,NE,Lula,bank,va
11737,0,1,0,0,0,0,1,1,1,1,303401750,13,72329,1,66,108883,52,3,584,18,1,5,false,false,true,New York,Rodriguez,wirehouse,va
11738,0,1,0,1,0,0,0,1,0,0,3000566604,16,8862452,1,46,128481,56,4,671,13,4,0,false,false,false,NE,Mambwe,bank,va
11739,0,1,0,0,0,0,2,1,1,1,59331743,16,470623,1,77,107491,33,5,671,23,1,1,false,false,true,New York,Werner,ria,va
11740,0,1,0,1,0,0,1,1,0,0,95807866,12,1237906,1,39,102413,32,3,740,18,4,4,false,false,false,NE,Rodriguez,wirehouse,va
11741,0,1,0,0,0,1,0,1,2,0,97722072,12,663069,7,44,122468,73,2,665,9,2,6,false,false,true,Florida,Ingrid,bank,va
11742,0,1,0,1,0,0,0,1,0,1,94295662,31,1885982,1,47,110816,99,2,689,10,3,1,false,false,true,Texas,Jasper,bank,va
11743,0,1,0,0,0,0,1,1,5,0,384704293,1,413686,6,36,145243,95,2,771,25,3,1,false,false,true,Texas,Yang,wirehouse,va
11744,0,1,0,0,0,0,0,1,1,0,86472548,51,99737,1,38,66433,66,1,728,9,5,1,false,false,true,South,Ingrid,bank,va
11745,0,1,0,0,0,1,1,1,2,2,234089626,13,37283,1,37,123679,58,4,511,11,6,0,false,false,true,MidWest,Kanumba,wirehouse,va
11746,0,1,0,1,1,1,1,0,0,0,2398135988,14,137074,3,48,133075,8,3,664,10,6,1,false,false,true,MidWest,Jasper,wirehouse,fixed
11747,0,1,0,1,0,1,0,1,0,2,987270229,9,4550811,1,41,84379,61,2,591,17,4,1,false,false,true,NE,Quigley,bank,va
11748,0,1,0,0,0,0,0,0,0,0,117249127,23,8918227,3,62,106657,53,3,697,13,2,1,false,false,true,Florida,Mambwe,bank,fixed
11749,0,1,0,0,0,0,1,1,0,0,99904200,1,3594552,1,42,140458,6,3,625,15,5,0,false,false,false,South,Ojj,wirehouse,va
11750,0,1,0,0,0,1,0,1,4,2,192940238,4,64757,2,46,52943,66,1,780,22,7,2,false,false,false,West,Vasquez,bank,va
11751,0,1,0,0,0,1,1,1,2,2,59250319,19,72970,1,78,61110,24,1,566,24,3,1,false,false,true,Texas,Xavier,wirehouse,va
11752,0,1,0,0,0,0,0,1,3,2,4220056694,8,48398,1,28,70180,72,4,455,17,3,0,false,false,true,Texas,Quigley,bank,va
11753,0,1,0,1,0,0,2,0,1,1,87412786,5,523015,1,22,99508,99,2,743,25,6,0,false,false,true,MidWest,Yang,ria,fixed
11754,0,1,0,0,0,1,1,1,2,0,88120742,17,97914,1,43,57924,14,4,651,8,4,1,false,false,false,NE,Hassan,wirehouse,va
11755,0,1,0,0,0,0,0,0,1,0,122228122,16,864817,1,56,138130,21,3,704,18,5,1,false,false,false,South,Rodriguez,bank,fixed
11756,0,1,0,0,0,1,0,0,1,0,69983368,14,122334,1,52,129747,51,3,683,19,5,1,true,false,true,South,Szu,bank,fixed
11757,0,1,0,0,1,0,1,1,0,1,197927291,32,455147,9,62,118142,88,3,657,20,4,1,false,false,true,NE,Tavares,wirehouse,va
11758,0,1,0,1,1,0,0,0,0,0,131135467,8,603096,4,27,133885,82,2,689,12,7,2,false,false,true,West,Lula,bank,fixed
11759,0,1,0,1,0,1,0,1,2,0,830384709,18,229654,1,45,117395,69,6,730,10,2,3,false,false,false,Florida,Jasper,bank,va
11760,0,1,0,1,0,1,1,0,2,1,1784990854,17,71703,13,36,82085,47,2,636,20,7,2,false,false,true,West,Tavares,wirehouse,fixed
11761,0,1,1,0,0,0,1,1,0,1,15748267,14,36076,1,43,121588,40,3,775,22,7,1,false,false,false,West,Vasquez,wirehouse,va
