advisor,performance_period,advisor_event_indicator,sf_face_2_face,sf_call_outbound,sf_call_inbound,sf_email_inbound,channel_ria,primary_prod_sold_annuity,sf_email_campaigns,advisor_hh_children,annuity_mkt_opp,advisor_advising_years,advisor_aum,advisor_annuity_selling_years,advisor_age,advisor_net_worth,advisor_credit_hist_mos,advisor_firm_changes,advisor_credit_score,wholesaler,region,sf_email_responses,id_activity_last_6mos,id_top_producer,id_strategic_partner,region_char,wholesaler_char
12606,0,1,0,0,0,1,1,0,1,1,430263831,14,53032,3,45,66172,67,3,643,12,4,3,false,false,true,NE,Lula
12607,0,1,0,0,0,1,1,1,0,0,51332395,16,3510284,1,46,91881,79,3,747,19,0,0,false,true,false,California,Szu
12608,0,1,0,0,0,0,0,1,2,0,746172456,13,2052220,1,45,138055,78,6,653,5,5,0,false,false,false,South,English
12609,0,1,0,0,0,0,0,1,1,2,73965129,18,42258,1,59,109198,57,1,643,2,4,1,false,false,true,NE,Bost
12610,0,1,0,0,1,1,0,1,0,0,3520724797,15,655643,1,45,101713,48,1,653,12,4,1,false,false,true,NE,Lula
12611,0,1,0,0,0,0,0,0,3,0,2545513662,17,59817,1,54,105304,67,1,687,16,4,1,false,false,false,NE,Patel
12612,0,1,0,0,0,0,1,1,2,0,344391752,7,65559,1,39,128559,74,1,668,25,4,0,false,false,true,NE,Yang
12613,0,1,0,1,0,0,1,1,0,0,134710054,13,13970,1,36,144625,98,1,655,6,5,4,false,false,false,South,Funderburk
12614,0,1,0,1,0,0,0,0,1,0,2915761718,9,112935,9,76,144603,81,2,734,19,3,2,false,false,false,Texas,Szu
12615,0,1,0,0,0,0,0,0,2,2,74312948,16,1412634,1,28,128618,51,0,415,18,3,1,false,false,true,Texas,Rodriguez
12616,0,1,0,1,0,0,0,1,1,0,399157528,16,627721,1,38,141154,64,3,563,2,6,1,false,true,false,MidWest,Bost
12617,0,1,0,1,0,0,1,1,1,0,85208680,11,42552,1,35,61981,82,3,447,11,5,1,false,false,false,South,Kanumba
12618,0,1,0,0,0,0,1,1,2,2,755174269,63,55315,1,38,116899,79,4,711,8,3,1,false,false,false,Texas,Hassan
12619,0,1,0,1,0,0,0,1,0,0,827253332,16,805272,5,76,58635,66,0,693,9,5,1,false,false,false,South,Ingrid
12620,0,1,0,1,0,0,0,1,0,2,92665793,29,959298,1,74,56643,75,6,448,24,0,6,false,false,false,California,Xavier
12621,0,1,0,1,0,0,0,1,3,0,26319492,7,81738,13,30,108360,76,2,738,1,3,3,false,false,true,Texas,Abbott
12622,0,1,0,0,0,1,0,1,0,0,95788691,12,7036014,1,36,94745,50,5,603,16,4,1,false,false,false,NE,Patel
12623,0,1,0,1,0,0,0,1,2,1,51874703,24,714690,1,50,147650,93,1,673,11,7,0,false,false,true,West,Kanumba
12624,0,1,0,1,0,0,1,1,0,1,12786426,9,79627,1,52,59907,57,5,664,21,4,1,false,false,false,NE,Underwood
12625,0,1,0,0,1,1,0,1,2,0,371497413,7,160758,1,46,54244,70,1,567,7,3,1,false,false,false,Texas,Griegio
12626,0,1,0,0,0,0,1,1,1,0,468939623,12,72102,1,36,92828,18,2,735,7,4,0,false,false,true,NE,Griegio
12627,0,1,1,0,0,1,0,1,5,1,427405831,19,1388035,1,35,70869,52,4,335,4,5,0,false,false,false,South,Devon
12628,0,1,0,0,0,0,1,1,2,0,53372858,17,1847309,3,43,101935,56,2,653,19,5,2,false,false,false,South,Szu
12629,0,1,0,0,1,0,1,1,0,0,924596067,15,15778,1,58,129516,14,4,714,7,3,1,false,false,true,Texas,Griegio
12630,0,1,0,0,0,0,0,1,2,0,63705728,52,1208828,1,63,128659,24,0,640,8,5,0,false,true,true,South,Hassan
12631,0,1,0,1,0,1,0,1,0,0,293223982,35,356730,1,28,82307,30,5,635,5,4,1,false,false,false,NE,English
12632,0,1,0,0,0,1,0,1,1,0,4203500081,11,56705,7,47,69278,83,6,608,7,7,1,false,true,false,West,Griegio
12633,0,1,0,0,0,0,0,0,1,0,460724646,15,11080,1,41,142445,98,4,750,15,5,1,false,false,true,South,Ojj
12634,0,1,1,0,0,0,1,0,0,0,312165116,10,402616,1,67,114293,63,6,634,22,1,1,false,false,true,New York,Vasquez
12635,0,1,0,1,0,0,1,1,0,2,333397861,33,4285425,1,66,57963,42,1,671,12,3,1,false,false,false,Texas,Lula
12636,0,1,0,1,0,0,0,1,3,0,209247907,18,71854,1,43,108199,64,2,560,10,3,1,false,false,true,Texas,Jasper
12637,0,1,0,1,1,0,0,1,0,0,1410882205,18,4216008,3,41,60376,68,5,664,22,7,0,false,true,true,West,Vasquez
12638,0,1,0,0,0,0,1,0,1,2,57634657,13,1219453,1,57,124783,100,6,672,3,5,0,false,false,false,South,Chatterji
12639,0,1,0,1,0,0,1,1,0,1,86278086,11,1111236,9,37,103752,66,4,735,21,0,0,true,false,false,California,Underwood
12640,0,1,0,0,0,0,0,1,2,1,45457463,6,94048,6,53,68901,61,2,650,6,1,0,false,false,true,New York,Funderburk
12641,0,1,0,0,0,0,0,0,0,0,68928030,1,24471,15,45,65969,71,6,698,22,3,1,false,false,true,Texas,Vasquez
12642,0,1,0,0,0,0,0,1,0,2,82823320,64,93457,3,44,57176,69,4,519,10,5,2,false,false,true,South,Jasper
12643,0,1,0,0,0,0,0,0,4,0,4792144979,1,400340,1,30,119652,96,2,664,24,1,0,false,false,true,New York,Xavier
12644,0,1,1,0,1,0,1,1,3,0,38197197,20,79737,1,39,75771,75,2,744,3,5,2,false,false,true,South,Chatterji
12645,0,1,0,0,0,0,0,1,5,1,546650087,16,74510,1,35,112478,58,6,657,6,7,0,false,false,false,West,Funderburk
12646,0,1,0,1,0,0,0,1,0,0,682914002,16,437071,1,46,123921,36,3,709,17,4,1,false,false,false,NE,Quigley
12647,0,1,0,1,0,1,0,1,1,1,412519219,21,50053,1,66,66096,99,1,553,22,5,0,false,false,true,South,Vasquez
12648,0,1,1,1,0,1,1,1,0,0,3118838161,7,355828,2,31,142386,89,1,696,7,3,1,false,false,false,Texas,Griegio
12649,0,1,0,0,0,0,1,1,2,2,243449288,18,1391864,1,49,73593,66,5,744,23,4,0,false,false,false,NE,Werner
12650,0,1,0,0,0,0,0,1,0,0,209415782,7,581419,3,24,118937,100,5,408,2,5,3,false,false,false,South,Bost
12651,0,1,0,1,0,1,1,1,2,2,83805093,24,790011,14,41,88064,72,1,722,12,7,0,false,false,false,West,Lula
12652,0,1,0,0,0,0,0,1,0,0,577717486,17,623994,2,77,118910,86,3,487,20,4,0,false,false,true,NE,Tavares
12653,0,1,0,0,0,0,0,1,0,0,69438565,27,1350295,4,50,137349,18,6,523,6,6,1,false,false,true,MidWest,Funderburk
12654,0,1,0,1,0,0,1,1,0,2,681552962,16,4080198,1,35,120714,49,4,669,11,6,1,false,false,false,MidWest,Kanumba
12655,0,1,0,0,0,0,0,0,5,2,50921905,8,173555,1,39,73395,20,3,675,1,4,3,false,false,false,NE,Abbott
12656,0,1,1,0,0,0,1,0,0,2,450937611,18,1372815,1,44,134056,6,0,713,13,1,1,false,false,true,New York,Mambwe
12657,0,1,0,0,0,1,0,1,0,0,764317843,12,156414,10,65,103624,71,1,792,8,3,0,false,false,false,Texas,Hassan
12658,0,1,0,0,0,0,0,1,2,2,17607307,27,1324509,3,31,133448,48,1,510,22,5,1,false,false,true,South,Vasquez
12659,0,1,0,0,0,1,1,0,0,1,60811553,10,1153115,2,35,72016,71,6,502,24,5,3,false,false,true,South,Xavier
12660,0,1,0,0,0,0,0,1,2,0,162874174,7,5996167,1,21,87803,65,3,659,21,3,1,false,false,false,Texas,Underwood
12661,0,1,0,0,0,0,0,0,1,2,391511080,47,357561,2,23,85409,54,2,506,1,2,1,false,false,true,Florida,Abbott
12662,0,1,0,0,0,1,1,0,0,1,347694806,6,1178970,1,29,136255,94,1,698,22,3,0,false,false,true,Texas,Vasquez
12663,0,1,0,1,0,0,0,1,2,1,995318872,8,605980,1,60,85768,58,2,597,24,6,0,false,false,true,MidWest,Xavier
12664,0,1,1,0,0,0,0,1,5,0,62786988,75,9029165,1,46,130558,79,3,716,16,3,0,false,false,true,Texas,Patel
12665,0,1,0,0,0,0,1,0,2,0,93818889,23,394835,1,48,132932,76,0,669,12,4,1,false,false,true,NE,Lula
12666,0,1,0,0,0,0,0,0,1,0,4512136075,28,5511696,9,67,127877,53,0,636,5,5,1,false,false,true,South,English
12667,0,1,0,1,0,0,0,0,2,0,87100951,13,1295242,1,30,133758,74,1,643,12,0,0,false,false,false,California,Lula
12668,0,1,1,0,0,0,1,0,2,0,25019602,18,413488,1,26,68635,92,1,749,15,2,2,false,false,true,Florida,Ojj
12669,0,1,0,1,0,0,1,0,1,1,37967210,16,75726,4,45,128211,61,4,692,13,7,1,false,false,true,West,Mambwe
12670,0,1,0,0,1,0,1,1,0,1,51450467,3,8877770,1,37,85206,54,3,660,11,5,2,false,false,false,South,Kanumba
12671,0,1,0,0,0,0,1,1,0,0,21851804,15,69295,1,40,73239,7,3,695,19,2,1,false,false,false,Florida,Szu
12672,0,1,0,0,0,0,0,1,2,2,348063235,18,26586,1,60,142026,95,2,584,21,5,1,false,false,false,South,Underwood
12673,0,1,0,1,0,0,0,1,2,1,96893168,13,125663,1,37,147601,55,2,443,19,5,0,false,false,false,South,Szu
12674,0,1,0,1,0,0,0,1,3,1,78129607,1,7250867,1,41,135994,60,2,747,24,5,1,false,false,false,South,Xavier
12675,0,1,0,0,0,0,1,1,1,0,65528943,19,598647,1,68,122027,69,4,612,16,4,1,false,false,false,NE,Patel
12676,0,1,0,1,0,0,1,0,5,3,2512486706,9,55122,11,45,56162,8,3,721,14,2,1,false,false,false,Florida,Noth
12677,0,1,0,0,0,0,0,1,1,0,39922773,14,875810,1,39,147948,79,2,557,3,4,2,false,false,false,NE,Chatterji
12678,0,1,1,0,0,0,0,1,0,0,583803541,27,233171,1,38,117100,75,6,657,4,5,1,false,false,true,South,Devon
12679,0,1,1,1,0,0,1,1,4,1,71642056,14,193502,2,79,132716,56,6,757,2,6,2,false,false,true,MidWest,Bost
12680,0,1,0,0,0,0,1,0,4,0,366073937,16,217723,2,31,91739,53,4,530,13,7,1,false,false,false,West,Mambwe
12681,0,1,0,0,0,0,0,1,0,0,354661575,8,342529,12,57,53467,63,1,700,12,4,1,false,false,false,NE,Lula
12682,0,1,1,0,0,0,0,1,0,0,11399197,14,1745443,3,64,50840,10,2,681,14,7,2,false,false,false,West,Noth
12683,0,1,0,1,0,0,0,1,3,0,70992995,6,11817,10,30,67114,42,5,493,15,6,0,false,false,true,MidWest,Ojj
12684,0,1,1,0,0,0,0,1,1,0,172318838,15,7491349,1,63,126026,99,6,699,14,3,0,true,true,false,Texas,Noth
12685,0,1,0,0,0,0,1,1,2,1,59974349,10,165545,1,30,103834,68,2,747,15,4,2,false,false,true,NE,Ojj
12686,0,1,0,0,0,0,1,1,0,0,52308131,11,6172310,1,49,126241,91,4,645,25,0,1,false,false,true,California,Yang
12687,0,1,1,0,0,0,1,1,0,1,61883047,15,12229,1,28,135800,80,6,690,15,6,0,false,false,true,MidWest,Ojj
12688,0,1,0,0,0,0,0,0,2,0,350750373,8,68391,1,38,121856,57,2,678,14,4,0,false,false,true,NE,Noth
12689,0,1,0,1,0,1,1,0,1,0,554710942,17,54022,2,47,55573,9,0,684,16,4,6,false,false,true,NE,Patel
12690,0,1,0,1,0,1,1,1,1,0,162222489,18,100797,3,76,132328,59,6,659,25,4,1,false,false,true,NE,Yang
12691,0,1,0,0,0,1,0,0,0,0,731937706,18,240382,1,57,133992,57,3,720,22,3,1,false,true,true,Texas,Vasquez
12692,0,1,0,1,0,1,0,1,1,0,264646764,15,85328,1,44,126437,33,3,695,7,4,0,false,false,true,NE,Griegio
12693,0,1,0,0,0,1,0,1,1,0,61181088,13,8326727,1,56,133625,81,2,680,24,4,1,false,false,true,NE,Xavier
12694,0,1,0,0,0,0,1,0,0,0,81183316,10,92653,1,42,144655,66,1,449,16,3,0,false,false,false,Texas,Patel
12695,0,1,1,1,0,0,0,0,0,0,63668388,12,4963488,1,57,147677,70,3,593,21,0,2,false,false,true,California,Underwood
12696,0,1,0,1,0,1,1,1,0,0,61711487,11,726834,3,41,118108,69,5,683,17,2,1,false,false,false,Florida,Quigley
12697,0,1,0,0,0,0,0,1,1,0,91849719,31,89420,1,61,72136,70,2,659,12,0,1,false,false,false,California,Lula
12698,0,1,0,0,0,0,0,1,0,1,82434146,13,96334,1,26,56529,53,6,524,25,4,1,false,false,true,NE,Yang
12699,0,1,0,0,0,0,0,1,0,0,62388668,7,347208,14,49,133315,73,4,766,14,4,1,false,false,true,NE,Noth
12700,0,1,0,1,0,0,0,1,2,1,448045913,52,69070,15,58,106586,70,6,678,11,4,2,true,false,false,NE,Kanumba
12701,0,1,0,1,0,0,1,1,2,0,2766052568,57,8822237,5,48,79802,8,1,505,21,4,0,false,false,false,NE,Underwood
12702,0,1,0,1,0,0,0,1,1,1,70634365,18,600444,1,30,137551,69,5,664,25,5,0,false,false,true,South,Yang
12703,0,1,0,0,1,1,0,1,0,1,158180999,15,671789,1,44,112283,32,4,744,11,3,0,false,false,false,Texas,Kanumba
12704,0,1,0,0,0,0,0,1,0,2,370119926,20,4491624,1,44,58582,50,5,655,13,7,0,false,false,true,West,Mambwe
12705,0,1,0,1,0,0,0,0,0,1,493168743,13,73900,5,39,122871,68,3,671,3,5,1,false,false,false,South,Chatterji
12706,0,1,0,0,0,1,0,0,0,2,181178700,8,27707,4,31,140588,81,3,602,6,5,0,false,false,false,South,Funderburk
12707,0,1,0,0,0,0,1,1,0,0,53080830,1,467141,1,49,133172,72,6,623,25,4,1,false,false,false,NE,Yang
12708,0,1,0,1,0,0,0,1,1,1,65204832,19,5586393,1,40,100113,52,2,844,12,5,0,false,false,true,South,Lula
12709,0,1,0,0,0,0,0,1,1,1,870469703,18,79003,1,38,146821,88,5,654,18,5,1,false,false,true,South,Rodriguez
12710,0,1,0,1,0,1,0,1,0,0,591342378,17,8798378,1,51,71076,67,2,650,11,3,0,false,false,false,Texas,Kanumba
12711,0,1,0,0,0,0,0,1,2,3,446521054,16,1589321,1,37,120656,39,3,564,3,3,0,false,false,true,Texas,Chatterji
12712,0,1,0,0,0,0,1,1,1,0,621604396,11,5877518,1,32,125776,77,1,739,5,7,0,false,false,false,West,English
12713,0,1,1,0,0,0,0,1,0,0,74347494,16,638505,1,45,118932,77,1,698,22,5,1,false,false,true,South,Vasquez
12714,0,1,0,0,0,0,1,1,0,0,481513938,3,488925,9,38,78530,71,3,636,14,5,0,false,false,false,South,Noth
12715,0,1,0,0,1,0,0,1,1,1,69017096,16,1975195,1,74,62189,90,6,660,25,4,1,false,false,true,NE,Yang
12716,0,1,0,1,1,0,1,1,2,2,157193275,13,329964,1,67,75905,63,4,518,22,0,3,false,false,true,California,Vasquez
12717,0,1,0,0,0,0,1,1,2,0,2344741850,9,1167864,9,36,125280,68,6,664,16,5,1,false,false,true,South,Patel
12718,0,1,0,0,1,0,0,1,2,2,90614241,28,493699,36,45,149729,75,2,686,13,5,1,false,false,true,South,Mambwe
12719,0,1,0,0,0,0,0,1,2,0,96779628,32,753868,1,51,107949,74,1,781,22,1,1,false,false,false,New York,Vasquez
12720,0,1,0,0,0,0,0,1,2,0,1492336340,22,4736075,3,43,145120,93,6,724,25,2,2,false,false,false,Florida,Yang
12721,0,1,1,1,0,0,0,1,1,1,64925910,15,6884327,1,31,111245,53,3,545,6,2,0,false,false,false,Florida,Funderburk
12722,0,1,0,0,1,1,0,1,4,0,92447121,1,3714778,1,36,92893,62,2,712,6,2,0,false,false,true,Florida,Funderburk
12723,0,1,0,0,0,1,0,1,0,0,77791326,23,3730267,1,35,62988,8,6,611,13,7,3,false,false,false,West,Mambwe
12724,0,1,0,0,0,0,0,1,2,0,86549749,8,473300,1,37,105156,74,6,549,22,7,0,false,false,true,West,Vasquez
12725,0,1,0,1,1,0,1,1,2,1,157839741,10,30933,1,27,71311,52,0,611,11,2,1,false,false,true,Florida,Kanumba
12726,0,1,0,0,0,1,0,1,3,0,432489098,42,37118,8,33,56736,85,4,740,15,0,2,false,false,false,California,Ojj
12727,0,1,0,1,0,0,1,1,2,0,76568560,30,192350,11,23,54546,65,2,731,23,4,1,true,false,false,NE,Werner
12728,0,1,0,0,0,0,0,1,0,1,82463857,21,356919,1,26,125011,56,2,709,13,4,4,false,false,false,NE,Mambwe
12729,0,1,0,1,0,0,1,0,2,2,450495138,15,439079,2,27,145447,57,3,845,13,4,0,false,false,false,NE,Mambwe
12730,0,1,0,1,0,0,0,1,2,0,502689142,13,69749,1,69,55685,77,2,666,10,7,0,false,false,true,West,Jasper
12731,0,1,0,0,0,0,1,1,2,0,258931984,7,921170,1,55,101216,74,2,668,19,3,0,false,false,false,Texas,Szu
12732,0,1,0,1,0,0,0,1,0,0,86722844,1,10595,1,33,142149,78,2,689,14,4,1,false,false,false,NE,Noth
12733,0,1,0,0,0,1,0,1,0,0,223351010,15,99788,1,75,51042,8,3,669,1,1,0,false,false,true,New York,Abbott
12734,0,1,0,1,0,0,1,1,3,1,62448095,8,34951,1,43,119821,76,2,680,21,5,4,false,false,true,South,Underwood
12735,0,1,0,1,0,0,0,1,0,0,190963089,15,422585,1,37,102537,86,1,657,21,5,1,false,false,true,South,Underwood
12736,0,1,0,0,0,0,0,1,1,0,66239401,4,10792,1,37,96016,8,1,750,16,0,0,false,false,false,California,Patel
12737,0,1,0,0,0,0,1,1,1,1,2092390444,9,122128,1,42,148136,24,6,535,24,2,2,false,false,true,Florida,Xavier
12738,0,1,0,0,0,0,0,1,0,0,370325777,9,69847,14,68,136319,79,3,732,8,5,2,true,false,false,South,Hassan
12739,0,1,1,0,0,0,0,1,2,2,791153055,48,55251,1,41,68980,74,4,683,25,3,0,false,false,true,Texas,Yang
12740,0,1,0,0,0,0,0,1,2,0,208368453,12,34560,1,27,114828,59,1,500,18,7,1,false,false,false,West,Rodriguez
12741,0,1,0,1,0,0,1,1,0,1,550238120,15,657043,1,46,144475,74,2,736,5,1,2,false,false,false,New York,English
12742,0,1,0,0,0,0,0,1,1,0,119975913,12,800878,1,32,73755,71,1,662,14,3,3,false,false,false,Texas,Noth
12743,0,1,0,0,0,0,0,1,0,0,129014022,13,7976,5,39,113033,36,0,774,23,0,1,false,false,true,California,Werner
12744,0,1,0,1,0,0,1,1,1,0,52318705,18,35386,12,35,108765,96,3,634,13,1,1,false,false,true,New York,Mambwe
12745,0,1,0,0,0,1,0,1,0,1,243045963,50,325705,1,72,89837,73,5,731,22,1,1,false,false,false,New York,Vasquez
12746,0,1,0,1,1,0,1,1,0,1,305807706,34,224301,36,76,54825,52,1,497,9,4,0,false,false,true,NE,Ingrid
12747,0,1,0,1,0,0,0,1,0,1,55053255,14,87759,1,54,102829,76,1,708,14,2,1,false,false,false,Florida,Noth
12748,0,1,0,0,0,1,1,1,0,2,62198199,30,1119001,2,45,77521,17,3,702,21,2,2,false,false,true,Florida,Underwood
12749,0,1,0,1,0,0,1,1,1,0,62114563,16,7876422,10,75,74789,74,3,522,21,3,0,false,false,true,Texas,Underwood
12750,0,1,0,0,0,0,1,1,0,0,154863820,23,112411,1,36,129591,69,4,593,5,5,3,false,false,true,South,English
12751,0,1,0,0,0,0,0,1,0,1,185275492,19,1931301,1,45,104463,79,3,623,5,5,1,false,false,false,South,English
12752,0,1,0,0,0,0,0,1,3,3,649433048,10,2445648,2,34,138366,13,2,491,8,3,1,false,false,false,Texas,Hassan
12753,0,1,1,0,0,0,0,1,2,3,24790710,15,989423,1,27,57296,95,5,694,19,4,1,false,false,true,NE,Szu
12754,0,1,0,0,0,0,1,1,0,0,270013290,18,14762,3,63,110746,33,4,534,17,3,2,false,false,false,Texas,Quigley
12755,0,1,0,1,0,1,0,1,0,0,63934440,10,1518616,1,39,78851,81,2,729,2,3,1,false,false,true,Texas,Bost
12756,0,1,0,0,0,0,1,1,6,1,1356831101,10,1136983,2,45,78331,99,3,697,9,1,1,false,false,true,New York,Ingrid
12757,0,1,0,0,0,0,0,1,0,1,41737238,17,40338,20,32,120846,74,2,745,12,0,0,false,false,true,California,Lula
12758,0,1,0,1,0,1,0,1,0,0,2824410621,16,49463,2,71,135207,82,2,684,10,3,1,false,false,false,Texas,Jasper
12759,0,1,0,1,0,0,0,0,1,1,703032863,18,336948,1,26,93572,94,3,627,12,4,0,false,false,false,NE,Lula
12760,0,1,1,1,0,0,1,1,1,1,22612966,13,20369,1,39,120446,72,2,783,19,6,1,false,false,true,MidWest,Szu
12761,0,1,0,0,0,0,1,1,3,0,60119471,17,2476064,1,36,145279,70,3,628,20,4,0,false,false,true,NE,Tavares
12762,0,1,0,0,0,1,1,1,1,1,290265190,15,47720,8,43,75316,55,2,714,12,5,0,false,false,true,South,Lula
12763,0,1,0,0,0,1,1,1,0,0,58521987,7,98203,1,35,149532,94,3,677,2,5,2,false,false,true,South,Bost
12764,0,1,0,1,0,0,1,1,0,2,385876654,18,136351,1,19,50493,60,2,658,25,0,1,false,false,false,California,Yang
12765,0,1,0,1,0,0,1,1,1,1,78799868,18,3542282,1,40,79670,77,0,441,3,4,2,true,false,false,NE,Chatterji
12766,0,1,0,0,0,0,1,1,0,0,76640988,18,494555,7,30,136527,41,6,523,5,7,1,false,false,true,West,English
12767,0,1,0,1,0,1,1,0,0,0,874049098,1,93515,8,52,106541,62,1,688,21,6,0,false,false,false,MidWest,Underwood
12768,0,1,0,0,0,0,1,1,1,0,2245344013,24,42907,9,71,105715,71,2,754,19,7,0,false,false,false,West,Szu
12769,0,1,0,0,0,1,0,0,1,0,13250755,6,60703,4,38,114606,64,2,715,20,3,1,false,true,true,Texas,Tavares
12770,0,1,0,0,0,0,1,1,1,0,75719960,11,960,1,75,85008,99,1,726,25,3,0,false,false,true,Texas,Yang
12771,0,1,0,0,0,0,1,1,6,0,78410380,24,34165,1,27,129331,6,2,685,9,3,4,false,false,false,Texas,Ingrid
12772,0,1,0,1,0,0,1,0,3,0,232943759,19,91716,5,63,141960,88,1,668,10,6,1,false,false,true,MidWest,Jasper
12773,0,1,0,1,0,0,1,1,1,0,857999710,15,1406130,1,36,120129,77,4,739,8,7,0,false,false,false,West,Hassan
12774,0,1,0,0,0,0,0,0,2,2,776707769,13,30651,1,55,111529,80,6,503,4,2,0,false,false,true,Florida,Devon
12775,0,1,0,1,0,0,0,1,2,0,537333014,4,136547,1,53,149996,97,2,811,8,4,1,false,false,false,NE,Hassan
12776,0,1,0,0,0,0,0,1,1,1,91600818,15,99698,1,50,133165,79,0,682,18,2,0,false,true,true,Florida,Rodriguez
12777,0,1,0,1,0,0,0,1,0,1,72653068,15,129192,1,45,61925,95,4,508,11,4,3,false,false,false,NE,Kanumba
12778,0,1,0,0,0,0,1,1,0,1,81193269,13,3954252,1,42,108814,63,4,527,16,5,3,false,false,true,South,Patel
12779,0,1,0,0,1,0,0,1,0,1,382584710,50,1747159,1,37,70171,69,3,637,6,6,0,false,false,false,MidWest,Funderburk
12780,0,1,1,1,0,0,0,1,1,1,91873875,16,7376082,1,44,143099,62,5,714,8,5,0,false,false,true,South,Hassan
12781,0,1,0,0,0,0,0,1,6,1,357159816,15,307686,1,63,112563,60,1,680,18,2,1,false,false,false,Florida,Rodriguez
12782,0,1,0,1,0,0,1,1,5,1,292697952,2,209433,1,41,63345,25,2,530,4,7,1,false,false,true,West,Devon
12783,0,1,0,0,0,1,0,1,1,0,358122808,18,38715,1,41,149090,88,4,695,23,3,1,false,false,true,Texas,Werner
12784,0,1,0,1,0,0,1,1,2,0,429042175,34,259217,3,54,99272,11,4,624,13,7,0,false,false,true,West,Mambwe
12785,0,1,0,0,0,1,1,1,2,0,14273760,10,207370,1,59,85521,69,3,586,10,5,1,false,false,true,South,Jasper
12786,0,1,0,0,0,0,0,1,0,1,14687777,7,43423,1,44,81668,15,3,832,22,4,6,false,false,true,NE,Vasquez
12787,0,1,0,1,0,0,0,1,1,2,128651382,16,5762951,1,41,94165,96,3,737,6,4,2,false,false,true,NE,Funderburk
12788,0,1,0,1,0,0,0,1,0,2,62527875,12,3778297,1,38,147524,53,3,713,4,0,1,true,false,false,California,Devon
12789,0,1,1,0,0,0,0,1,3,0,2079388807,17,618,1,78,102700,62,2,616,21,2,0,false,false,false,Florida,Underwood
12790,0,1,0,0,0,0,1,1,2,0,22217657,7,1159,1,53,82214,60,5,663,2,3,0,false,false,false,Texas,Bost
12791,0,1,0,1,0,0,0,1,0,2,2160838532,15,3543284,1,29,103291,57,2,713,23,3,3,false,false,true,Texas,Werner
12792,0,1,1,0,1,1,0,1,1,0,57463588,17,7194679,9,42,146294,67,6,723,17,7,1,false,false,false,West,Quigley
12793,0,1,0,0,0,1,0,1,0,2,231680344,16,76267,21,36,111339,97,3,670,7,4,1,false,false,false,NE,Griegio
12794,0,1,1,0,0,0,0,1,1,0,17228715,14,56589,2,69,89032,50,2,753,17,5,1,false,false,false,South,Quigley
12795,0,1,0,1,0,0,1,1,0,2,4207822468,16,116639,1,39,124950,54,1,736,14,4,0,false,false,false,NE,Noth
12796,0,1,1,0,0,0,1,1,0,2,646955573,18,194220,20,49,117337,54,3,678,2,5,2,false,false,false,South,Bost
12797,0,1,1,1,0,0,1,1,2,0,70331946,8,14878,1,54,142039,68,2,631,6,1,0,false,false,true,New York,Funderburk
12798,0,1,0,0,0,1,0,1,0,2,729459636,13,189147,17,68,129871,99,5,551,18,5,1,false,false,false,South,Rodriguez
12799,0,1,0,0,0,0,0,1,2,0,1835982692,13,2289699,3,41,51713,61,6,473,6,3,1,false,false,false,Texas,Funderburk
12800,0,1,0,0,0,0,0,1,2,0,23591016,31,135021,13,46,54714,73,6,651,24,6,1,false,false,false,MidWest,Xavier
12801,0,1,0,1,0,0,0,1,1,2,48173447,7,384233,6,69,139992,53,2,639,17,7,0,false,false,true,West,Quigley
12802,0,1,1,1,0,1,1,1,0,1,621566744,16,74633,1,63,138585,72,2,496,25,4,1,false,false,false,NE,Yang
12803,0,1,0,1,0,1,1,1,1,2,1246111162,17,47868,3,73,134013,64,0,732,16,4,2,false,false,true,NE,Patel
12804,0,1,0,0,0,1,1,1,0,0,96776375,12,96599,1,59,126926,47,6,576,9,3,1,false,false,true,Texas,Ingrid
12805,0,1,0,1,0,0,0,1,1,1,866979502,15,5187991,2,65,138485,92,0,707,24,2,1,false,false,false,Florida,Xavier
12806,0,1,0,0,0,0,1,0,2,1,93753733,78,569058,3,22,143734,6,3,706,14,7,0,false,true,false,West,Noth
12807,0,1,0,0,0,1,0,0,0,1,90909077,15,348768,9,43,145863,53,3,446,9,3,0,false,false,false,Texas,Ingrid
12808,0,1,0,0,0,1,0,1,5,0,29725780,15,53098,1,32,109783,74,0,699,2,0,4,false,false,true,California,Bost
12809,0,1,0,0,0,0,1,1,0,0,57589225,61,73759,1,44,126668,46,6,651,18,4,1,false,false,false,NE,Rodriguez
12810,0,1,0,1,0,0,0,1,0,1,93196369,13,83675,1,40,117420,71,4,696,16,7,0,false,false,true,West,Patel
12811,0,1,0,0,0,0,1,1,0,1,558127258,15,1842850,1,21,141300,60,2,574,2,4,0,false,false,true,NE,Bost
12812,0,1,0,0,0,0,1,1,1,1,1116392671,13,87811,1,41,91447,33,6,760,2,4,2,false,false,false,NE,Bost
12813,0,1,1,1,0,0,1,1,1,0,62980796,30,163940,31,42,117569,78,4,678,5,0,1,false,false,false,California,English
12814,0,1,0,0,0,0,1,1,0,0,73545727,19,18861,8,38,97989,43,2,683,2,6,6,false,false,false,MidWest,Bost
12815,0,1,0,0,0,0,0,1,2,1,161558158,8,5233942,9,41,57602,57,2,708,14,0,1,false,true,true,California,Noth
12816,0,1,0,1,0,1,0,0,0,2,36841860,32,15962,1,33,87607,52,0,755,24,5,1,false,false,false,South,Xavier
