advisor,advisor_sale,advisor_sale_type,sf_face_2_face,sf_call_outbound,sf_call_inbound,sf_email_inbound,channel,channel_type,primary_prod_sold_va,primary_prod_sold_type,sf_email_campaigns,advisor_hh_children,va_mkt_opp,advisor_advising_years,advisor_aum,advisor_annuity_selling_years,advisor_age,advisor_net_worth,advisor_credit_hist_mos,advisor_firm_changes,advisor_credit_score,wholesaler,wholesaler_i,wholesaler_name
11743,1,advisor_sale,0,0,0,0,2,ria,1,va,2,0,65308161,15,75877,2,81,218818,85,2,793,13,M,Mambwe
11744,1,advisor_sale,0,0,0,1,1,bank_broker,0,fixed,2,2,397649412,24,0,7,34,175922,51,1,748,3,C,Chatterji
11745,1,advisor_sale,0,0,0,0,0,captive,1,va,1,0,218383680,21,68501,1,36,251599,89,2,795,10,J,Jasper
11746,1,advisor_sale,1,0,0,0,0,captive,1,va,5,1,88011985,23,25552,2,44,315396,97,1,704,12,L,Lula
11747,1,advisor_sale,0,0,0,0,0,captive,1,va,0,2,148144810,24,0,1,48,211679,80,4,630,16,P,Patel
11748,1,advisor_sale,0,1,0,0,0,captive,1,va,1,1,776230105,15,223375,3,54,250166,77,4,679,22,V,Vasquez
11749,1,advisor_sale,0,1,0,0,0,captive,0,fixed,0,0,443400543,19,9347,6,42,227504,63,2,746,6,F,Funderburk
11750,1,advisor_sale,0,1,0,1,2,ria,1,va,6,0,584521269,4,106896,3,50,215364,51,1,744,2,B,Bost
11751,1,advisor_sale,0,0,0,0,0,captive,1,va,5,2,57289981,17,223400,2,58,220634,64,1,615,6,F,Funderburk
11752,1,advisor_sale,0,1,0,0,0,captive,1,va,1,2,198855566,17,0,2,30,310286,56,1,661,24,X,Xavier
11753,1,advisor_sale,0,0,0,0,0,captive,1,va,2,0,3021478856,5,0,1,31,110905,74,1,739,17,Q,Quigley
11754,1,advisor_sale,0,1,0,1,0,captive,1,va,1,0,175573470,22,333770,1,34,477397,54,4,681,19,S,Szu
11755,1,advisor_sale,0,0,0,0,0,captive,1,va,0,0,327957005,17,76093,3,72,151678,62,1,656,8,H,Hassan
11756,1,advisor_sale,0,0,0,1,1,bank_broker,0,fixed,2,0,696656865,21,191683,5,31,181899,79,5,662,6,F,Funderburk
11757,1,advisor_sale,0,1,0,0,2,ria,1,va,0,0,822534739,36,165544,2,43,249484,21,2,639,19,S,Szu
11758,1,advisor_sale,0,1,0,1,0,captive,1,va,2,1,232504149,18,305010,1,57,179915,60,4,664,6,F,Funderburk
11759,1,advisor_sale,0,0,0,0,0,captive,1,va,0,0,56080152,18,3221,3,42,216232,73,5,694,25,Y,Yang
11760,1,advisor_sale,0,0,0,0,2,ria,1,va,0,2,35255700,24,37771,3,49,282323,77,3,687,6,F,Funderburk
11761,1,advisor_sale,1,1,0,0,0,captive,1,va,2,0,874654781,25,35417,1,66,198758,89,1,661,9,I,Ingrid
11762,1,advisor_sale,0,1,0,0,1,bank_broker,1,va,1,1,15163840,16,588709,3,41,255189,78,2,689,21,U,Underwood
11763,1,advisor_sale,0,1,0,0,0,captive,0,fixed,1,3,373847550,19,96459,7,60,128636,86,3,671,5,E,English
11764,1,advisor_sale,0,0,0,0,0,captive,1,va,2,0,3302301256,9,178707,3,44,208546,12,2,519,21,U,Underwood
11765,1,advisor_sale,0,1,0,0,0,captive,0,fixed,0,0,77722838,20,1303865,10,48, ,58,2,660,3,C,Chatterji
11766,1,advisor_sale,0,1,0,0,1,bank_broker,1,va,4,0,77726019,24,0,1,52,185794,28,4,829,8,H,Hassan
11767,1,advisor_sale,0,0,0,0,0,captive,1,va,2,0,730906499,22,0,2,41,227475,74,2,678,11,K,Kanumba
11768,1,advisor_sale,1,0,0,0,0,captive,1,va,0,2,99197182,23,4894,3,53,211218,22,2,748,6,F,Funderburk
11769,1,advisor_sale,0,1,0,0,0,captive,0,fixed,2,0,44720070,24,155836,8,45,444883,59,1,745,1,A,Abbott
11770,1,advisor_sale,1,0,0,0,0,captive,1,va,3,0,705858518,15,16900,2,27,226935,93,1,667,18,R,Rodriguez
11771,1,advisor_sale,0,0,0,1,0,captive,1,va,0,0,319925348,13,30912,3,29,203609,76,2,717,14,N,Noth
11772,1,advisor_sale,0,0,0,0,0,captive,1,va,0,0,80948704,24,0,2,50,446662,69,3,678,25,Y,Yang
11773,1,advisor_sale,0,1,0,1,0,captive,1,va,0,0,899353451,19,3157649,3,56,184829,57,5,701,3,C,Chatterji
11774,1,advisor_sale,0,1,0,0,0,captive,1,va,3,1,91653162,14,0,2,55,209273,24,1,703,9,I,Ingrid
11775,1,advisor_sale,0,1,0,0,0,captive,1,va,2,1,92519867,15,18710,2,38,219020,56,2,613,3,C,Chatterji
11776,1,advisor_sale,0,1,0,0,0,captive,1,va,1,0,512649204,12,225573,3,50,104074,98,1,644,22,V,Vasquez
11777,1,advisor_sale,0,1,0,1,0,captive,1,va,3,0,283944702,21,5203,2,42,57837,84,4,663,10,J,Jasper
11778,1,advisor_sale,0,1,0,1,0,captive,1,va,1,0,15054563,18,0,1,33,134843,54,5,604,4,D,Devon
11779,1,advisor_sale,0,1,0,0,0,captive,0,fixed,5,1,10283629,24,164704,7,53,231082,94,4,637,7,G,Griegio
11780,1,advisor_sale,0,0,0,0,1,bank_broker,1,va,4,1,791717420,24,149776,3,44,163689,83,1,689,22,V,Vasquez
11781,1,advisor_sale,0,1,0,0,0,captive,1,va,3,2,487352323,24,638397,3,64,246201,53,1,683,1,A,Abbott
11782,1,advisor_sale,0,0,0,1,2,ria,1,va,0,0,120382000,13,99360,3,50,285105,66,1,506,2,B,Bost
11783,1,advisor_sale,0,0,0,0,0,captive,1,va,0,0,17059024,36,20874,2,48,299101,81,1,620,23,W,Werner
11784,1,advisor_sale,0,0,0,0,2,ria,1,va,2,2,701990113,20,58226,1,57,257660,71,0,615,22,V,Vasquez
11785,1,advisor_sale,0,0,0,0,0,captive,0,fixed,1,0,890559440,21,254753,7,41,278496,77,3,686,20,T,Tavares
11786,1,advisor_sale,0,0,0,0,0,captive,0,fixed,5,0,954985939,14,150507,9,53,103558,31,1,678,12,L,Lula
11787,1,advisor_sale,0,0,0,0,2,ria,1,va,2,1,51484174,24,4549836,3,82,240673,51,2,782,7,G,Griegio
11788,1,advisor_sale,0,0,0,0,1,bank_broker,0,fixed,2,0,367352930,17,18234,4,41,311198,88,3,746,11,K,Kanumba
11789,1,advisor_sale,0,0,0,1,1,bank_broker,0,fixed,1,0,71929701,23,3267780,9,57,217522,92,1,675,4,D,Devon
11790,1,advisor_sale,1,1,0,1,2,ria,1,va,2,1,406487717,20,4525622,3,27,175316,85,2,678,19,S,Szu
11791,1,advisor_sale,0,0,0,0,0,captive,1,va,2,0,75020093,14,198206,1,42,193643,87,2,656,9,I,Ingrid
11792,1,advisor_sale,0,0,0,0,1,bank_broker,1,va,1,2,184557537,17,5746,2,55,294218,84,3,748,3,C,Chatterji
11793,1,advisor_sale,0,1,0,0,0,captive,1,va,0,0,309727158,21,89923,1,57,164633,82,4,764,7,G,Griegio
11794,1,advisor_sale,1,0,0,0,0,captive,1,va,6,0,78066335,20,1942610,3,65,123200,33,0,556,21,U,Underwood
11795,1,advisor_sale,0,0,0,0,2,ria,1,va,0,1,70551347,14,13035,3,32,208137,65,1,692,13,M,Mambwe
11796,1,advisor_sale,0,1,0,1,0,captive,0,fixed,0,2,679897602,29,620332,4,29,225041,63,3,611,20,T,Tavares
11797,1,advisor_sale,0,0,0,0,0,captive,1,va,4,0,841763204,15,79464,2,48, ,78,1,630,16,P,Patel
11798,1,advisor_sale,0,1,0,0,0,captive,1,va,0,0,87220975,21,76329,3,48,256373,44,1,620,6,F,Funderburk
11799,1,advisor_sale,0,0,0,0,0,captive,1,va,0,0,453439074,17,348431,3,47,484659,53,5,667,22,V,Vasquez
11800,1,advisor_sale,1,1,1,1,1,bank_broker,1,va,0,0,297796057,55,160688,3,49,296754,92,5,680,7,G,Griegio
11801,1,advisor_sale,0,1,0,0,0,captive,1,va,0,1,91255514,14,0,2,59,243447,92,1,628,16,P,Patel
11802,1,advisor_sale,0,1,0,0,0,captive,1,va,3,1,61381790,14,345418,1,51,206067,26,2,710,20,T,Tavares
11803,1,advisor_sale,1,0,0,0,2,ria,1,va,1,1,50215581,23,28958,2,53,246571,67,4,675,18,R,Rodriguez
11804,1,advisor_sale,0,0,0,0,0,captive,1,va,0,1,52543695,32,5870,3,45,57511,59,1,498,3,C,Chatterji
11805,1,advisor_sale,0,1,0,0,0,captive,1,va,0,0,356347522,15,858019,3,38,290725,58,4,656,10,J,Jasper
11806,1,advisor_sale,0,1,0,0,0,captive,1,va,0,0,1178463461,19,206871,3,36,117077,13,4,661,25,Y,Yang
11807,1,advisor_sale,1,1,0,0,0,captive,1,va,2,0,664568803,51,16727,2,39,180254,28,2,607,13,M,Mambwe
11808,1,advisor_sale,0,0,0,0,0,captive,0,fixed,1,0,195994761,20,82638,13,53,284133,66,2,660,17,Q,Quigley
11809,1,advisor_sale,0,0,1,1,0,captive,1,va,2,0,217664837,31,463338,1,56,237384,75,1,727,22,V,Vasquez
11810,1,advisor_sale,0,1,0,1,2,ria,1,va,0,1,20058618,20,4336421,1,29,66850,93,1,653,3,C,Chatterji
11811,1,advisor_sale,0,0,0,0,1,bank_broker,1,va,1,2,58179723,15,57689,2,35,263082,36,5,618,23,W,Werner
11812,1,advisor_sale,0,0,0,0,2,ria,1,va,2,0,135536461,10,31768,1,69,250657,76,1,638,2,B,Bost
11813,1,advisor_sale,0,0,0,1,0,captive,1,va,0,0,204036922,17,0,3,66,172802,61,4,719,20,T,Tavares
11814,1,advisor_sale,0,1,0,0,2,ria,1,va,1,1,97882104,17,0,1,42,296204,92,4,608,21,U,Underwood
11815,1,advisor_sale,0,1,0,0,2,ria,0,fixed,0,1,94172435,20,27771,7,70,284528,86,3,744,18,R,Rodriguez
11816,1,advisor_sale,0,1,0,0,0,captive,1,va,2,0,315123533,17,108346,3,51,237400,81,1,675,14,N,Noth
11817,1,advisor_sale,0,1,0,0,0,captive,1,va,2,0,509522747,23,504276,2,29,229325,83,2,779,25,Y,Yang
11818,1,advisor_sale,1,1,0,0,0,captive,0,fixed,1,2,44942247,14,1017625,18,29,227151,77,1,724,22,V,Vasquez
11819,1,advisor_sale,0,1,0,0,0,captive,1,va,0,0,990738523,16,437494,1,33,295969,98,4,608,1,A,Abbott
11820,1,advisor_sale,0,0,0,0,1,bank_broker,1,va,0,0,12937556,73,3384686,1,32,167025,75,1,744,9,I,Ingrid
11821,1,advisor_sale,0,0,0,0,0,captive,1,va,2,2,969667989,15,987080,1,37,468919,69,1,706,16,P,Patel
11822,1,advisor_sale,0,0,0,0,0,captive,1,va,0,2,899806128,24,1388467,3,61,289912,58,0,763,2,B,Bost
11823,1,advisor_sale,0,0,0,0,1,bank_broker,0,fixed,0,1,64351764,24,25046,37,56,304869,55,4,609,17,Q,Quigley
11824,1,advisor_sale,0,0,0,0,0,captive,1,va,1,1,84581344,23,982107,2,27,178520,94,1,682,5,E,English
11825,1,advisor_sale,0,1,0,1,0,captive,0,fixed,2,1,504289100,20,470320,7,49,370717,99,1,724,12,L,Lula
11826,1,advisor_sale,0,0,0,0,0,captive,1,va,0,2,152895335,15,1528396,3,22,193264,64,3,747,24,X,Xavier
11827,1,advisor_sale,0,0,0,0,2,ria,1,va,1,1,765506467,19,51224,1,51,239318,78,1,641,12,L,Lula
11828,1,advisor_sale,0,1,0,0,0,captive,1,va,0,2,71814694,21,4688974,1,45,236125,67,0,723,1,A,Abbott
11829,1,advisor_sale,0,1,1,0,1,bank_broker,0,fixed,0,0,22162941,1,294450,5,44,264185,55,1,621,7,G,Griegio
11830,1,advisor_sale,0,0,0,0,0,captive,1,va,2,3,82700575,23,420408,1,39,204397,25,1,625,8,H,Hassan
11831,1,advisor_sale,0,0,0,1,0,captive,1,va,0,1,57483373,23,221560,3,33,110969,52,0,650,5,E,English
11832,1,advisor_sale,0,0,0,0,0,captive,1,va,0,0,916830579,13,34450,1,65,290467,76,3,610,17,Q,Quigley
11833,1,advisor_sale,0,1,0,0,0,captive,0,fixed,2,1,413881205,21,1119580,6,45,187222,95,2,647,7,G,Griegio
11834,1,advisor_sale,0,1,0,0,0,captive,1,va,0,0,71361243,24,174121,3,36,333957,83,3,645,22,V,Vasquez
11835,1,advisor_sale,0,1,0,0,0,captive,0,fixed,1,0,96726833,23,0,5,42,296542,72,2,674,4,D,Devon
11836,1,advisor_sale,0,1,0,0,1,bank_broker,1,va,2,2,67712310,19,4157479,3,39,235613,73,1,700,11,K,Kanumba
11837,1,advisor_sale,0,1,0,1,1,bank_broker,1,va,0,0,392584177,24,1576110,3,62,150776,68,1,662,6,F,Funderburk
11838,1,advisor_sale,0,1,0,0,1,bank_broker,1,va,2,0,159153574,18,25175,1,51,247699,54,1,717,15,O,Ojj
11839,1,advisor_sale,0,1,0,0,0,captive,1,va,1,0,80403023,21,270562,3,49,211881,70,2,601,21,U,Underwood
11840,1,advisor_sale,0,1,0,0,0,captive,1,va,0,0,371452419,23,316561,1,62,424163,74,1,504,24,X,Xavier
11841,1,advisor_sale,0,0,0,0,0,captive,1,va,0,1,23698330,19,248544,3,31,188839,75,1,672,3,C,Chatterji
11842,1,advisor_sale,0,0,0,0,0,captive,1,va,2,0,11569301,27,70757,2,69,234945,54,1,698,9,I,Ingrid
11843,1,advisor_sale,0,0,1,1,0,captive,1,va,1,0,138643055,31,5149,2,50,380549,53,1,766,14,N,Noth
11844,1,advisor_sale,0,0,0,0,1,bank_broker,1,va,1,2,511044511,23,119448,3,50,142578,60,2,676,2,B,Bost
11845,1,advisor_sale,0,1,0,1,0,captive,1,va,4,0,33558419,21,4439576,1,51,241655,40,2,760,9,I,Ingrid
11846,1,advisor_sale,1,0,0,0,2,ria,1,va,2,1,16418721,22,350624,3,46,497646,99,3,683,24,X,Xavier
11847,1,advisor_sale,0,1,0,0,0,captive,1,va,0,0,25805841,19,1999956,2,55,267714,97,0,686,17,Q,Quigley
11848,1,advisor_sale,1,0,0,0,2,ria,1,va,0,0,857371698,15,1676799,1,31,327390,58,1,710,6,F,Funderburk
11849,1,advisor_sale,0,0,0,0,0,captive,1,va,0,0,320733551,6,1387,2,42,156451,20,5,624,15,O,Ojj
11850,1,advisor_sale,0,0,0,0,0,captive,1,va,0,1,33317805,23,129579,3,64,209408,88,1,679,21,U,Underwood
11851,1,advisor_sale,0,0,0,0,0,captive,1,va,0,0,74304688,24,1017522,1,42,456636,89,2,736,15,O,Ojj
11852,1,advisor_sale,0,0,0,0,2,ria,1,va,1,0,29009885,36,55694,2,43,459384,68,2,622,22,V,Vasquez
11853,1,advisor_sale,0,1,0,0,0,captive,1,va,2,3,94032137,13,3018878,3,45,275373,20,2,724,1,A,Abbott
11854,1,advisor_sale,0,0,0,0,0,captive,1,va,5,0,583039702,24,0,2,42,238467,70,2,743,21,U,Underwood
11855,1,advisor_sale,0,1,1,1,0,captive,1,va,1,0,390734764,15,277226,3,35,258684,65,5,661,8,H,Hassan
11856,1,advisor_sale,0,0,0,0,0,captive,1,va,1,2,3621940107,63,49027,3,43,301385,79,1,708,25,Y,Yang
11857,1,advisor_sale,0,0,0,0,1,bank_broker,1,va,3,0,769130926,16,479910,2,43,102495,64,1,610,18,R,Rodriguez
11858,1,advisor_sale,0,1,0,0,2,ria,1,va,2,0,929850868,11,339207,1,30,281571,77,2,674,5,E,English
11859,1,advisor_sale,0,1,0,0,0,captive,0,fixed,0,0,73750140,11,1744726,4,59,129061,63,1,645,18,R,Rodriguez
11860,1,advisor_sale,0,1,0,0,0,captive,1,va,1,0,61172939,20,2184267,3,55,264430,94,4,660,21,U,Underwood
11861,1,advisor_sale,0,0,0,0,2,ria,1,va,2,2,4249939043,16,22892,2,22,233023,64,2,677,15,O,Ojj
11862,1,advisor_sale,0,0,0,0,2,ria,1,va,0,1,1631955678,16,1888868,1,56,428457,63,2,739,13,M,Mambwe
11863,1,advisor_sale,0,1,0,0,1,bank_broker,1,va,0,1,548398290,24,368982,3,34,249099,55,2,728,8,H,Hassan
11864,1,advisor_sale,0,1,0,1,0,captive,1,va,4,0,916957553,21,1947088,1,41,234558,83,2,616,19,S,Szu
11865,1,advisor_sale,1,1,0,0,0,captive,0,fixed,3,0,835595039,24,2504182,5,45,377083,65,1,668,7,G,Griegio
11866,1,advisor_sale,0,0,0,0,0,captive,1,va,2,2,76123420,17,213623,3,35,52371,96,2,619,11,K,Kanumba
11867,1,advisor_sale,1,1,0,0,2,ria,1,va,0,1,144398085,16,270736,2,56,484576,56,1,737,1,A,Abbott
11868,1,advisor_sale,0,1,1,0,1,bank_broker,0,fixed,2,1,299847396,22,323914,9,47,225077,67,1,723,5,E,English
11869,1,advisor_sale,1,0,0,0,0,captive,1,va,0,0,10168545,36,2413,2,42,213638,74,2,717,9,I,Ingrid
11870,1,advisor_sale,0,0,0,0,0,captive,1,va,0,1,54400328,18,596794,1,37,208352,59,5,667,7,G,Griegio
11871,1,advisor_sale,0,1,1,0,0,captive,1,va,2,2,1081130267,23,3643162,2,36,186849,52,5,737,16,P,Patel
11872,1,advisor_sale,0,0,0,1,0,captive,1,va,1,2,40221147,21,124039,1,48,194941,40,2,735,17,Q,Quigley
11873,1,advisor_sale,1,1,1,1,0,captive,1,va,2,0,58225520,18,47453,2,35,67276,67,2,614,22,V,Vasquez
11874,1,advisor_sale,0,1,0,0,0,captive,1,va,0,0,16169073,20,4879186,1,19,295890,65,1,697,17,Q,Quigley
11875,1,advisor_sale,0,0,0,1,1,bank_broker,0,fixed,1,0,97218475,21,155819,5,40,319495,57,5,720,6,F,Funderburk
11876,1,advisor_sale,1,1,0,0,0,captive,1,va,2,2,71889039,13,2842014,1,36,293489,36,1,673,23,W,Werner
11877,1,advisor_sale,0,0,0,1,0,captive,1,va,2,1,11660156,23,51557,2,54,217412,100,1,689,14,N,Noth
11878,1,advisor_sale,0,0,0,1,0,captive,1,va,0,0,93729990,18,639194,3,37,222784,98,1,617,23,W,Werner
11879,1,advisor_sale,0,1,0,0,2,ria,1,va,0,0,16717978,17,2460547,2,49,250531,92,3,631,9,I,Ingrid
11880,1,advisor_sale,0,1,0,0,1,bank_broker,1,va,0,1,35896744,13,219414,2,44,210742,24,0,689,16,P,Patel
11881,1,advisor_sale,0,0,0,0,0,captive,1,va,0,0,65148817,7,1027,3,34,268315,99,1,639,21,U,Underwood
11882,1,advisor_sale,0,1,0,1,2,ria,0,fixed,1,0,1561292134,20,209488,5,44,266052,62,2,652,22,V,Vasquez
11883,1,advisor_sale,0,1,0,0,0,captive,1,va,0,2,324411677,19,0,2,68,265954,68,2,648,11,K,Kanumba
11884,1,advisor_sale,0,1,0,0,0,captive,1,va,0,0,503949738,17,27806,3,38,190094,62,1,615,11,K,Kanumba
11885,1,advisor_sale,0,0,0,0,0,captive,1,va,0,3,789233294,13,2800840,3,30,197878,78,1,696,20,T,Tavares
11886,1,advisor_sale,0,1,1,0,1,bank_broker,1,va,0,2,401751622,14,0,1,69,298239,71,2,671,3,C,Chatterji
11887,1,advisor_sale,0,0,0,0,0,captive,1,va,1,3,97763104,20,0,2,50,282003,65,2,653,11,K,Kanumba
11888,1,advisor_sale,0,0,0,0,0,captive,1,va,2,0,403157493,14,474829,3,48,213070,43,3,692,8,H,Hassan
11889,1,advisor_sale,0,1,0,0,0,captive,1,va,0,1,3948320514,17,3609036,2,64,428785,51,1,632,4,D,Devon
11890,1,advisor_sale,1,1,0,0,0,captive,1,va,0,1,758250941,21,467385,2,67,173404,83,3,669,8,H,Hassan
11891,1,advisor_sale,0,0,0,1,0,captive,1,va,1,1,739070344,15,18648,1,47,471914,72,1,641,21,U,Underwood
11892,1,advisor_sale,0,0,0,1,0,captive,1,va,3,0,619384881,24,1985622,1,29,296831,56,5,738,24,X,Xavier
11893,1,advisor_sale,0,0,0,0,0,captive,1,va,3,0,150386752,16,1790439,3,68,210486,11,1,743,7,G,Griegio
11894,1,advisor_sale,0,1,0,0,1,bank_broker,0,fixed,2,0,363430525,26,366261,13,29,238553,71,3,674,14,N,Noth
11895,1,advisor_sale,0,1,0,0,0,captive,1,va,3,1,252694180,15,0,3,45,297805,64,1,690,9,I,Ingrid
11896,1,advisor_sale,0,0,0,1,0,captive,1,va,2,0,198502524,15,64180,3,60,220935,45,1,709,3,C,Chatterji
11897,1,advisor_sale,0,0,0,1,0,captive,1,va,0,2,435815501,21,1819079,2,28,207567,91,1,613,16,P,Patel
11898,1,advisor_sale,0,0,0,0,1,bank_broker,1,va,2,0,105161033,21,27929,2,48,192850,80,3,680,3,C,Chatterji
11899,1,advisor_sale,0,1,0,0,0,captive,1,va,0,1,32547271,18,33500,2,70,241033,84,2,771,9,I,Ingrid
11900,1,advisor_sale,0,0,0,0,1,bank_broker,1,va,2,0,406732578,24,1019738,3,51,204503,100,1,654,14,N,Noth
11901,1,advisor_sale,0,1,0,0,0,captive,1,va,0,0,62598707,7,187817,1,48,232477,57,1,733,15,O,Ojj
11902,1,advisor_sale,1,0,1,0,2,ria,1,va,6,0,650895992,22,64020,3,34,233153,53,5,666,2,B,Bost
11903,1,advisor_sale,1,1,1,0,0,captive,1,va,0,2,356446262,19,973,1,33,283262,66,5,664,16,P,Patel
11904,1,advisor_sale,0,1,0,0,1,bank_broker,1,va,1,0,46451235,23,391192,3,45,221627,59,1,736,6,F,Funderburk
11905,1,advisor_sale,0,0,0,0,0,captive,1,va,0,0,596577923,17,357297,3,36,292603,76,1,615,1,A,Abbott
11906,1,advisor_sale,0,1,0,0,0,captive,1,va,2,0,65602336,23,0,2,49,293870,57,3,634,23,W,Werner
11907,1,advisor_sale,0,1,0,0,0,captive,1,va,1,0,70758310,23,575421,1,54,261073,67,4,739,21,U,Underwood
11908,1,advisor_sale,0,0,0,0,0,captive,1,va,2,0,300594976,17,750001,3,38,264479,98,1,644,11,K,Kanumba
11909,1,advisor_sale,0,1,0,0,0,captive,1,va,0,2,60557932,19,97851,1,35,110500,16,1,743,11,K,Kanumba
11910,1,advisor_sale,0,1,0,0,0,captive,1,va,1,1,224346499,13,26795,3,28,189212,76,4,746,18,R,Rodriguez
11911,1,advisor_sale,0,0,1,1,0,captive,1,va,1,1,863198493,9,10673,3,36,106072,91,3,749,13,M,Mambwe
11912,1,advisor_sale,0,1,1,0,0,captive,1,va,0,0,313493402,13,115612,1,66,113560,70,1,602,20,T,Tavares
11913,1,advisor_sale,0,0,1,0,0,captive,0,fixed,0,0,63815429,20,53775,4,37,335347,14,2,725,11,K,Kanumba
11914,1,advisor_sale,0,0,0,0,0,captive,1,va,1,0,16371387,19,0,1,56,104213,92,3,643,24,X,Xavier
11915,1,advisor_sale,0,1,0,1,0,captive,1,va,1,0,87127093,23,1845089,2,40,71711,76,4,687,16,P,Patel
11916,1,advisor_sale,0,1,0,0,2,ria,1,va,2,0,83468272,21,29538,3,69,189103,61,1,749,7,G,Griegio
11917,1,advisor_sale,0,1,0,0,0,captive,1,va,4,0,92238385,24,57300,3,39,162619,93,1,725,2,B,Bost
11918,1,advisor_sale,1,0,0,0,0,captive,1,va,0,0,374102532,18,76503,1,54,462790,53,1,688,11,K,Kanumba
11919,1,advisor_sale,0,0,0,0,1,bank_broker,1,va,2,1,960426497,19,1702296,2,47,275579,45,4,670,19,S,Szu
11920,1,advisor_sale,0,1,0,0,0,captive,1,va,1,1,51080158,13,46349,2,56,160899,74,1,692,10,J,Jasper
11921,1,advisor_sale,0,0,0,0,0,captive,1,va,1,2,291170649,45,430148,3,33,107071,16,1,669,5,E,English
11922,1,advisor_sale,1,1,0,0,0,captive,1,va,3,1,89114019,8,995624,2,42,134970,70,1,671,6,F,Funderburk
11923,1,advisor_sale,0,1,0,0,0,captive,1,va,0,0,18814629,16,2670169,3,37,484114,47,1,728,2,B,Bost
11924,1,advisor_sale,1,1,0,1,0,captive,0,fixed,1,0,18068009,23,3644,15,28,231124,42,1,658,11,K,Kanumba
11925,1,advisor_sale,0,0,0,0,0,captive,1,va,2,1,49167823,33,1936328,1,50,418869,21,4,623,25,Y,Yang
11926,1,advisor_sale,0,1,0,0,0,captive,1,va,5,0,426366010,19,0,1,48,205334,56,1,711,12,L,Lula
11927,1,advisor_sale,0,0,0,1,0,captive,1,va,2,0,79478514,16,118686,3,47,139556,14,1,819,21,U,Underwood
11928,1,advisor_sale,0,0,0,0,2,ria,1,va,3,0,12481117,27,1583530,1,63,307604,58,5,689,10,J,Jasper
11929,1,advisor_sale,1,0,0,0,1,bank_broker,1,va,2,1,197303835,19,0,2,69,268455,60,1,678,18,R,Rodriguez
11930,1,advisor_sale,0,0,0,1,0,captive,1,va,0,0,362062291,15,4970335,2,49,228599,73,1,716,5,E,English
11931,1,advisor_sale,0,1,0,0,0,captive,1,va,0,2,388339538,19,3049092,3,37,372950,52,1,580,16,P,Patel
11932,1,advisor_sale,0,0,0,0,0,captive,1,va,0,0,21590674,16,121767,2,46,130824,51,1,679,17,Q,Quigley
11933,1,advisor_sale,0,0,0,0,0,captive,1,va,3,0,279411073,23,53727,3,32,103201,72,2,675,16,P,Patel
11934,1,advisor_sale,0,0,0,0,0,captive,0,fixed,2,0,319209676,18,1388,12,44,170145,51,5,704,11,K,Kanumba
11935,1,advisor_sale,0,1,0,0,0,captive,1,va,2,2,285247823,16,0,2,22,250509,89,5,522,16,P,Patel
11936,1,advisor_sale,0,0,0,0,0,captive,0,fixed,3,1,511832064,19,2363573,11,49,251059,85,5,601,13,M,Mambwe
11937,1,advisor_sale,0,0,0,1,0,captive,1,va,0,2,284661725,22,201759,1,56,315244,70,2,687,21,U,Underwood
11938,1,advisor_sale,0,0,0,1,2,ria,1,va,0,0,78846441,20,1810381,1,50,201392,56,1,645,2,B,Bost
11939,1,advisor_sale,1,0,1,0,2,ria,1,va,2,1,16013710,22,17405,1,79,368023,54,2,737,15,O,Ojj
11940,1,advisor_sale,0,0,0,0,0,captive,1,va,1,1,81671105,23,0,2,54,245029,77,3,689,24,X,Xavier
11941,1,advisor_sale,0,0,0,0,2,ria,1,va,1,1,90329698,16,0,3,32,208969,70,1,697,12,L,Lula
11942,1,advisor_sale,0,0,0,0,0,captive,1,va,2,1,4423029554,21,371204,2,51,247153,73,5,619,12,L,Lula
11943,1,advisor_sale,0,1,0,0,0,captive,1,va,3,0,1908170005,19,955030,1,39,467905,69,1,683,15,O,Ojj
11944,1,advisor_sale,1,0,0,0,0,captive,1,va,3,2,79905431,18,63096,2,53,404488,13,3,671,12,L,Lula
11945,1,advisor_sale,0,1,0,0,1,bank_broker,1,va,0,1,4193582646,24,247509,2,39,241982,96,2,682,10,J,Jasper
11946,1,advisor_sale,0,0,0,1,0,captive,1,va,2,0,72685236,20,3144194,3,29,418127,22,2,761,7,G,Griegio
11947,1,advisor_sale,0,1,0,1,0,captive,1,va,0,0,429394812,7,0,3,80,71028,39,1,679,7,G,Griegio
11948,1,advisor_sale,1,0,0,1,0,captive,1,va,3,0,76477806,14,289335,3,45,266203,42,2,651,24,X,Xavier
11949,1,advisor_sale,0,1,0,1,1,bank_broker,1,va,1,0,159721175,20,1164594,2,27,214163,79,4,680,3,C,Chatterji
11950,1,advisor_sale,0,0,0,0,0,captive,1,va,5,0,58717843,14,296580,2,56,207895,77,1,651,11,K,Kanumba
11951,1,advisor_sale,0,0,0,0,0,captive,1,va,4,0,512100778,23,4493205,3,45,228563,71,5,664,1,A,Abbott
11952,1,advisor_sale,1,0,0,0,1,bank_broker,1,va,1,0,242132682,23,80116,3,33,108160,79,2,704,13,M,Mambwe
11953,1,advisor_sale,0,0,0,0,1,bank_broker,1,va,2,2,20707304,13,20228,2,33,116278,16,1,622,21,U,Underwood
11954,1,advisor_sale,1,0,0,0,0,captive,1,va,1,0,163890902,14,89655,3,45,98696,65,5,622,7,G,Griegio
