"analytic_partition","advisor","advisor_churn","advisor_churn_type","sf_face_2_face","sf_call_outbound","sf_call_inbound","sf_email_inbound","channel","channel_type","primary_prod_sold_va","primary_prod_sold_type","sf_email_campaigns","advisor_hh_children","advisor_advising_years","advisor_aum","advisor_annuity_selling_years","advisor_age","advisor_net_worth","advisor_credit_hist_mos","advisor_firm_changes","advisor_credit_score","wholesaler","wholesaler_i","wholesaler_name","advisor_net_worth_imp","channel_type_enc","va_mkt_opp","d_bank","d_wirehouse","d_ria","advisor_aum_bin","advisor_net_worth_log"
0,364,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,5,6,17,4311023,2,47,268058,93,5,793,1,A,Abbott,268058,3,1.6455332612,0,1,0,7,12.498958654
1,365,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,3,7,8,3683349,3,75,172265,52,4,773,1,A,Abbott,172265,3,-0.127605735,0,1,0,6,12.056789268
1,366,0,no_advisor_churn,1,0,1,0,1,wirehouse,0,fixed,6,4,9,3996969,8,33,179978,87,4,653,10,J,Jasper,179978,3,-0.118253262,0,1,0,6,12.1005899
1,367,0,no_advisor_churn,0,1,1,0,0,bank,1,va,3,5,18,2146,1,51,172254,86,3,730,17,Q,Quigley,172254,1,-0.121868603,1,0,0,1,12.056725411
0,368,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,4,2,12,391581,1,64,199819,86,4,718,18,R,Rodriguez,199819,3,0.0001158933,0,1,0,1,12.205167236
0,369,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,7,5,13,22639,1,25,128726,64,5,754,21,U,Underwood,128726,3,1.154946193,0,1,0,1,11.765441393
0,370,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,4,2,15,4821224,3,48,243685,82,4,832,16,P,Patel,243685,3,0.0798747287,0,1,0,7,12.403631687
1,371,0,no_advisor_churn,0,1,1,0,0,bank,1,va,5,0,19,499673,2,36,153301,99,1,726,14,N,Noth,153301,1,-0.04435173,1,0,0,1,11.940158588
1,372,0,no_advisor_churn,0,0,1,0,0,bank,1,va,6,1,18,513963,3,32,135545,86,4,738,5,E,English,135545,1,-0.226548735,1,0,0,1,11.817058967
1,373,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,1,3,9,162353,3,31,279463,87,3,751,10,J,Jasper,279463,3,2.3157690266,0,1,0,1,12.540625184
2,374,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,5,3,15,18593,2,30,,84,5,732,9,I,Ingrid,72574.543031,3,2.7470121564,0,1,0,1,11.192369492
1,375,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,4,7,18,299227,2,60,211407,71,3,754,8,H,Hassan,211407,3,0.1514833431,0,1,0,1,12.261540464
1,376,0,no_advisor_churn,1,1,1,1,0,bank,1,va,2,0,16,1595876,3,65,260391,94,1,684,3,C,Chatterji,260391,1,-0.686699988,1,0,0,3,12.469939627
0,377,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,3,2,9,3522851,2,24,465950,69,0,762,8,H,Hassan,465950,3,1.7107893036,0,1,0,5,13.051833611
1,378,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,2,2,11,311603,2,56,,63,3,771,1,A,Abbott,448632.97851,3,-0.540668456,0,1,0,1,13.013960413
1,379,0,no_advisor_churn,1,0,0,1,1,wirehouse,1,va,1,2,11,474069,1,78,,93,3,744,23,W,Werner,200891.21693,3,-0.409263925,0,1,0,1,12.210518831
1,380,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,2,1,16,1335660,3,55,130633,76,4,722,20,T,Tavares,130633,3,-0.707195878,0,1,0,2,11.780147144
1,381,0,no_advisor_churn,1,0,1,0,0,bank,1,va,2,5,22,195012,1,64,425190,57,3,707,4,D,Devon,425190,1,-0.41647503,1,0,0,1,12.960291407
1,382,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,6,0,13,55162,3,39,181456,81,1,718,19,S,Szu,181456,3,-0.015432372,0,1,0,1,12.108768479
1,383,0,no_advisor_churn,0,1,1,0,0,bank,1,va,1,1,21,226567,1,34,120184,69,4,716,4,D,Devon,120184,1,-0.433399406,1,0,0,1,11.696779181
0,384,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,4,3,8,78224,3,23,190031,81,4,736,13,M,Mambwe,190031,3,3.3569248524,0,1,0,1,12.154942496
2,385,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,3,5,22,2704480,2,42,213895,84,1,815,22,V,Vasquez,213895,3,-0.379321791,0,1,0,4,12.273240519
0,386,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,5,1,25,709131,2,28,197324,60,3,739,4,D,Devon,197324,3,-0.664704356,0,1,0,1,12.192602327
2,387,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,7,5,10,182849,2,39,232057,84,3,739,23,W,Werner,232057,3,-0.566580214,0,1,0,1,12.35473831
1,388,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,3,1,10,110487,2,70,228547,58,4,774,18,R,Rodriguez,228547,3,-0.43684439,0,1,0,1,12.339497157
0,389,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,0,3,9,3121710,3,63,248797,81,5,759,14,N,Noth,248797,3,0.0131725371,0,1,0,5,12.424392582
0,390,0,no_advisor_churn,0,0,0,1,1,wirehouse,1,va,2,3,17,2042290,2,66,113415,84,2,723,18,R,Rodriguez,113415,3,2.2290575302,0,1,0,3,11.638808937
1,391,0,no_advisor_churn,0,0,1,1,0,bank,1,va,3,4,7,292287,2,64,241312,84,1,753,18,R,Rodriguez,241312,1,-0.564692028,1,0,0,1,12.393845981
2,392,0,no_advisor_churn,1,1,0,0,1,wirehouse,1,va,3,3,49,25517,2,21,182944,87,3,799,5,E,English,182944,3,-0.632476504,0,1,0,1,12.116935374
0,393,0,no_advisor_churn,1,0,1,0,0,bank,1,va,4,1,15,351060,3,23,409344,61,5,779,14,N,Noth,409344,1,-0.600049261,1,0,0,1,12.922311157
0,394,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,4,7,18,78689,1,20,269103,67,5,756,1,A,Abbott,269103,3,-0.668048371,0,1,0,1,12.502849485
1,395,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,6,2,14,146392,3,71,282578,87,2,771,11,K,Kanumba,282578,3,-0.67283665,0,1,0,1,12.551709898
0,396,0,no_advisor_churn,1,1,0,0,1,wirehouse,1,va,2,0,17,675249,3,32,296566,90,0,784,25,Y,Yang,296566,3,1.7786682446,0,1,0,1,12.60002507
2,397,0,no_advisor_churn,0,0,1,0,0,bank,1,va,2,3,8,324474,3,69,52673,92,1,814,3,C,Chatterji,52673,1,-0.695655711,1,0,0,1,10.871858269
1,398,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,6,0,45,1021090,1,47,,56,2,850,23,W,Werner,334239.09176,3,0.0835876551,0,1,0,2,12.719611859
1,399,0,no_advisor_churn,0,1,1,0,0,bank,0,fixed,4,7,10,458964,20,35,207164,100,5,811,22,V,Vasquez,207164,1,0.0675351126,1,0,0,1,12.241266029
1,400,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,4,4,18,394550,1,49,248291,90,1,786,2,B,Bost,248291,3,-0.063188593,0,1,0,1,12.422356724
1,401,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,5,0,25,4907949,3,22,283937,100,5,850,20,T,Tavares,283937,3,-0.676506134,0,1,0,7,12.556507662
0,402,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,4,2,19,551168,2,43,219097,82,0,765,14,N,Noth,219097,3,-0.066293262,0,1,0,1,12.297269833
0,403,0,no_advisor_churn,0,1,1,0,0,bank,1,va,3,1,10,333820,1,40,232271,60,4,813,6,F,Funderburk,232271,1,-0.110323153,1,0,0,1,12.355660072
1,404,0,no_advisor_churn,0,0,0,0,0,bank,1,va,1,6,14,76511,1,47,92307,87,3,770,7,G,Griegio,92307,1,3.6490176889,1,0,0,1,11.432875257
0,405,0,no_advisor_churn,1,1,0,0,1,wirehouse,1,va,7,3,24,123038,3,48,278258,82,1,745,9,I,Ingrid,278258,3,-0.662350767,0,1,0,1,12.53630402
1,406,0,no_advisor_churn,0,0,0,0,0,bank,1,va,1,0,7,40627,3,44,255676,85,5,788,9,I,Ingrid,255676,1,-0.217595193,1,0,0,1,12.451666297
1,407,0,no_advisor_churn,1,1,0,0,1,wirehouse,1,va,6,2,11,2391108,2,30,453904,70,3,770,21,U,Underwood,453904,3,-0.575223699,0,1,0,4,13.025641001
1,408,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,2,0,7,2436234,1,46,91625,90,3,726,6,F,Funderburk,91625,3,-0.297804258,0,1,0,4,11.425459439
1,409,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,1,6,3,1929977,1,37,124200,100,3,660,9,I,Ingrid,124200,3,0.0354017572,0,1,0,3,11.729648448
0,410,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,3,7,11,1390149,2,34,,80,5,693,6,F,Funderburk,109368.95644,3,-0.70312298,0,1,0,2,11.602482367
1,411,0,no_advisor_churn,1,0,1,0,0,bank,1,va,2,3,9,188664,2,47,61498,62,2,744,21,U,Underwood,61498,1,-0.056499086,1,0,0,1,11.026759933
0,412,0,no_advisor_churn,1,1,1,1,1,wirehouse,1,va,1,4,10,1413283,1,44,258620,76,1,710,3,C,Chatterji,258620,3,0.0963449899,0,1,0,2,12.463115082
0,413,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,4,7,21,129554,3,35,109245,77,4,710,25,Y,Yang,109245,3,-0.10191519,0,1,0,1,11.601348345
0,414,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,0,2,12,2918714,1,23,,88,1,769,11,K,Kanumba,178346.07696,3,0.937363617,0,1,0,5,12.091481194
1,415,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,1,4,9,1569213,1,31,224405,52,4,795,12,L,Lula,224405,3,0.1540978642,0,1,0,3,12.321207734
0,416,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,2,5,21,902862,3,46,60390,83,3,764,21,U,Underwood,60390,3,0.1569783973,0,1,0,2,11.008578807
1,417,0,no_advisor_churn,0,1,0,1,1,wirehouse,1,va,4,4,10,72514,1,20,103000,55,3,729,11,K,Kanumba,103000,3,1.4800744055,0,1,0,1,11.542484267
1,418,0,no_advisor_churn,0,0,1,0,0,bank,1,va,4,0,8,402312,2,55,488779,100,1,807,11,K,Kanumba,488779,1,3.1748979678,1,0,0,1,13.099665724
1,419,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,5,4,25,607914,1,30,306901,96,4,731,25,Y,Yang,306901,3,-0.636061811,0,1,0,1,12.634280499
1,420,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,5,3,19,4288690,2,29,71664,74,4,759,12,L,Lula,71664,3,-0.110732341,0,1,0,7,11.179743808
0,421,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,0,2,16,425281,1,27,255501,82,0,697,14,N,Noth,255501,3,-0.248837296,0,1,0,1,12.450981603
1,422,0,no_advisor_churn,0,0,0,0,0,bank,1,va,2,4,23,3803471,2,19,,85,4,797,25,Y,Yang,256935.01946,1,0.0626782646,1,0,0,6,12.456578489
1,423,0,no_advisor_churn,0,0,1,1,0,bank,1,va,2,0,11,487837,2,21,152177,95,3,641,25,Y,Yang,152177,1,1.3991606809,1,0,0,1,11.932799596
1,424,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,2,6,18,1053100,3,60,314613,75,1,794,7,G,Griegio,314613,3,0.1158988876,0,1,0,2,12.659098591
1,425,0,no_advisor_churn,0,0,1,0,1,wirehouse,0,fixed,1,5,12,17098,37,50,,78,1,736,10,J,Jasper,297072.129,3,-0.692538152,0,1,0,1,12.601730247
1,426,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,2,3,17,65641,1,33,214291,85,4,751,8,H,Hassan,214291,3,-0.641891639,0,1,0,1,12.275090183
2,427,0,no_advisor_churn,0,0,0,1,0,bank,1,va,4,0,15,398435,3,22,199624,97,5,525,17,Q,Quigley,199624,1,-0.703309985,1,0,0,1,12.204190876
2,428,0,no_advisor_churn,1,1,1,0,2,ria,1,va,7,1,13,485922,2,57,279805,62,1,773,23,W,Werner,279805,2,-0.089982168,0,0,1,1,12.541848211
1,429,0,no_advisor_churn,1,1,1,0,0,bank,1,va,3,7,7,3578546,2,41,300620,100,3,764,16,P,Patel,300620,1,-0.344506519,1,0,0,6,12.613602288
1,430,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,0,2,13,130386,1,35,,70,4,722,14,N,Noth,377027.49579,3,-0.626981224,0,1,0,1,12.840073397
0,431,0,no_advisor_churn,1,0,0,0,0,bank,1,va,5,1,20,74915,3,46,170821,89,3,767,15,O,Ojj,170821,1,-0.219899273,1,0,0,1,12.048371504
1,432,0,no_advisor_churn,1,1,0,1,1,wirehouse,1,va,3,2,13,4310226,2,58,87834,73,4,724,8,H,Hassan,87834,3,-0.070773115,0,1,0,7,11.383203948
1,433,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,6,4,7,3173092,2,22,79969,90,1,836,25,Y,Yang,79969,3,1.9025890187,0,1,0,5,11.289394339
1,434,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,0,4,10,4241356,1,23,228550,63,3,797,23,W,Werner,228550,3,-0.344670816,0,1,0,6,12.339510284
0,435,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,3,4,11,8020,3,26,159792,99,2,780,3,C,Chatterji,159792,3,-0.638163846,0,1,0,1,11.981628248
0,436,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,4,5,12,96225,3,41,,98,4,786,18,R,Rodriguez,321571.18921,3,-0.650807037,0,1,0,1,12.680974226
2,437,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,3,0,13,93154,2,54,380832,94,3,744,1,A,Abbott,380832,3,-0.656686168,0,1,0,1,12.850113612
1,438,0,no_advisor_churn,0,0,0,0,1,wirehouse,0,fixed,3,4,15,852750,7,80,269362,56,5,684,17,Q,Quigley,269362,3,3.7211004245,0,1,0,2,12.503811479
0,439,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,4,1,17,2187366,2,29,269561,82,4,667,1,A,Abbott,269561,3,-0.690859467,0,1,0,4,12.504549989
1,440,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,3,0,17,4176,2,43,198531,90,4,799,12,L,Lula,198531,3,0.1035183099,0,1,0,1,12.198700538
0,441,0,no_advisor_churn,1,0,0,1,1,wirehouse,1,va,0,2,24,1728442,3,23,250008,90,3,696,19,S,Szu,250008,3,0.3696833552,0,1,0,3,12.429248196
1,442,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,2,2,13,12670,1,45,254419,74,3,780,17,Q,Quigley,254419,3,2.1433257677,0,1,0,1,12.446737793
1,443,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,3,4,12,2664740,1,19,320283,95,4,770,21,U,Underwood,320283,3,-0.603654798,0,1,0,4,12.676960259
1,444,0,no_advisor_churn,1,1,0,1,1,wirehouse,1,va,1,4,10,640710,1,30,253198,88,4,836,14,N,Noth,253198,3,0.0043597012,0,1,0,1,12.44192707
2,445,0,no_advisor_churn,1,0,0,1,1,wirehouse,1,va,6,5,5,1052908,3,60,215342,82,4,786,4,D,Devon,215342,3,3.2655720013,0,1,0,2,12.279982741
0,446,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,1,0,14,249651,2,25,201240,92,3,676,10,J,Jasper,201240,3,-0.121726228,0,1,0,1,12.212253505
1,447,0,no_advisor_churn,1,0,1,0,0,bank,0,fixed,3,3,9,2596972,19,19,147525,74,4,781,24,X,Xavier,147525,1,1.5884921154,1,0,0,4,11.901752932
1,448,0,no_advisor_churn,0,1,1,1,2,ria,1,va,3,5,13,128018,1,43,263759,72,4,742,23,W,Werner,263759,2,-0.441834818,0,0,1,1,12.482791086
0,449,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,3,1,8,4004,3,23,186741,82,3,816,12,L,Lula,186741,3,3.7289312027,0,1,0,1,12.137477909
1,450,0,no_advisor_churn,0,1,1,0,0,bank,1,va,7,1,18,434341,3,44,118085,85,1,787,12,L,Lula,118085,1,0.1702700049,1,0,0,1,11.679159983
1,451,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,6,3,17,65641,1,59,421806,85,4,753,10,J,Jasper,421806,3,-0.709750164,0,1,0,1,12.952300772
1,452,0,no_advisor_churn,0,1,1,0,0,bank,1,va,4,4,57,2774386,1,51,,90,1,723,13,M,Mambwe,162500.92241,1,-0.547472327,1,0,0,4,11.998438957
1,453,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,4,5,14,1660116,2,48,293388,59,3,526,22,V,Vasquez,293388,3,-0.682320524,0,1,0,3,12.589251244
1,454,0,no_advisor_churn,0,1,0,1,2,ria,1,va,0,1,8,357786,3,45,253881,96,3,708,4,D,Devon,253881,2,-0.398745824,0,0,1,1,12.444620932
1,455,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,0,5,21,1820234,1,27,205611,64,5,775,10,J,Jasper,205611,3,-0.633402287,0,1,0,3,12.233741313
1,456,0,no_advisor_churn,1,1,1,1,0,bank,1,va,1,5,11,11826,1,34,277296,88,4,800,23,W,Werner,277296,1,-0.458338456,1,0,0,1,12.532840807
1,457,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,3,5,5,3551060,1,37,124345,94,2,795,18,R,Rodriguez,124345,3,-0.687035162,0,1,0,5,11.730815239
0,458,0,no_advisor_churn,0,1,1,1,0,bank,0,fixed,2,0,15,2638487,6,19,169313,89,3,729,17,Q,Quigley,169313,1,-0.641130765,1,0,0,4,12.039504352
1,459,0,no_advisor_churn,0,1,1,0,0,bank,1,va,2,4,16,3519477,1,19,80416,98,5,822,2,B,Bost,80416,1,-0.671285614,1,0,0,5,11.29496844
1,460,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,3,1,16,1177244,3,37,,89,3,728,1,A,Abbott,256722.29805,3,-0.160873616,0,1,0,2,12.455750227
1,461,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,4,6,9,1969044,2,35,85390,66,3,720,12,L,Lula,85390,3,-0.350473402,0,1,0,3,11.354984277
1,462,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,4,4,17,2149820,2,38,248750,83,4,716,5,E,English,248750,3,0.1620803184,0,1,0,4,12.424203655
0,463,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,2,4,21,703559,3,70,302629,81,5,777,24,X,Xavier,302629,3,-0.530333801,0,1,0,1,12.620262912
0,464,0,no_advisor_churn,0,1,1,0,0,bank,1,va,6,2,13,429185,2,62,130349,93,3,822,5,E,English,130349,1,0.0925367063,1,0,0,1,11.777970748
0,465,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,3,2,18,3227697,3,48,244863,69,5,619,4,D,Devon,244863,3,0.0240316592,0,1,0,5,12.408454149
0,466,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,3,0,18,2962104,2,36,250304,87,3,790,20,T,Tavares,250304,3,-0.521276785,0,1,0,5,12.430431458
1,467,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,5,5,11,2243664,1,58,81161,93,3,787,22,V,Vasquez,81161,3,-0.70041252,0,1,0,4,11.304190115
1,468,0,no_advisor_churn,1,1,0,0,1,wirehouse,0,fixed,4,4,13,3213297,4,28,268531,89,4,758,20,T,Tavares,268531,3,-0.428326612,0,1,0,5,12.500721643
2,469,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,1,3,17,2389026,1,50,148958,83,5,702,21,U,Underwood,148958,3,0.561501734,0,1,0,4,11.911419666
0,470,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,0,7,18,476046,3,29,158183,93,3,813,20,T,Tavares,158183,3,-0.214544407,0,1,0,1,11.97150787
1,471,0,no_advisor_churn,1,1,1,0,0,bank,1,va,3,7,17,2691301,2,41,58425,90,5,651,16,P,Patel,58425,1,0.173226227,1,0,0,4,10.975499159
1,472,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,4,4,16,37318,3,49,222643,81,3,829,13,M,Mambwe,222643,3,1.4151243665,0,1,0,1,12.313324871
0,473,0,no_advisor_churn,0,0,1,0,0,bank,1,va,4,3,13,1156186,2,34,66829,82,3,707,1,A,Abbott,66829,1,-0.680995764,1,0,0,2,11.109892397
0,474,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,1,3,33,1141046,2,34,153849,86,4,724,10,J,Jasper,153849,3,2.5764863931,0,1,0,2,11.943726881
0,475,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,1,1,27,4977998,2,29,87645,77,1,614,8,H,Hassan,87645,3,-0.178674814,0,1,0,7,11.381049844
0,476,0,no_advisor_churn,0,0,1,1,0,bank,1,va,2,3,17,4443959,1,26,278842,97,5,739,13,M,Mambwe,278842,1,-0.671120236,1,0,0,7,12.538400592
1,477,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,2,5,8,176791,1,35,381569,89,3,687,3,C,Chatterji,381569,3,-0.584771484,0,1,0,1,12.852046978
1,478,0,no_advisor_churn,1,0,1,0,0,bank,1,va,3,5,8,491654,3,22,173967,84,3,731,23,W,Werner,173967,1,2.4990919384,1,0,0,1,12.066620905
1,479,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,3,0,30,332769,3,61,143803,88,3,813,1,A,Abbott,143803,3,0.0028754655,0,1,0,1,11.876199586
1,480,0,no_advisor_churn,1,1,0,0,0,bank,1,va,0,4,10,12008,3,33,129401,86,0,785,9,I,Ingrid,129401,1,-0.479080847,1,0,0,1,11.770671389
0,481,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,2,1,3,3709637,2,35,85938,89,3,765,4,D,Devon,85938,3,-0.631984002,0,1,0,6,11.361381385
1,482,0,no_advisor_churn,1,0,1,1,0,bank,1,va,3,0,11,3655410,2,60,483781,86,4,848,7,G,Griegio,483781,1,-0.203437354,1,0,0,6,13.089387604
1,483,0,no_advisor_churn,0,0,0,1,1,wirehouse,1,va,1,2,10,336797,3,23,,83,1,804,13,M,Mambwe,259246.71538,3,-0.17986786,0,1,0,1,12.465535456
1,484,0,no_advisor_churn,0,1,1,0,1,wirehouse,0,fixed,4,7,1,3850011,19,26,128539,99,1,766,4,D,Devon,128539,3,-0.692717924,0,1,0,6,11.763987639
2,485,0,no_advisor_churn,1,0,1,0,1,wirehouse,0,fixed,6,0,15,149607,6,48,136104,75,5,743,24,X,Xavier,136104,3,1.4110892394,0,1,0,1,11.821174578
1,486,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,7,1,10,1034212,2,89,225084,94,5,788,23,W,Werner,225084,3,-0.124137367,0,1,0,2,12.324228945
1,487,0,no_advisor_churn,0,0,1,0,2,ria,1,va,2,3,11,1205970,2,37,82288,82,3,760,4,D,Devon,82288,2,-0.693410741,0,0,1,2,11.317980568
1,488,0,no_advisor_churn,1,0,1,0,2,ria,1,va,2,5,18,4429660,1,61,296760,87,3,817,17,Q,Quigley,296760,2,-0.607680795,0,0,1,7,12.60067901
1,489,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,2,3,7,3732260,2,28,66622,72,3,847,7,G,Griegio,66622,3,1.983121862,0,1,0,6,11.106790132
1,490,0,no_advisor_churn,0,1,0,0,0,bank,1,va,4,1,15,2890872,3,37,275743,88,5,830,14,N,Noth,275743,1,-0.670224786,1,0,0,5,12.527224551
1,491,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,5,3,18,4492164,2,31,208122,84,5,740,4,D,Devon,208122,3,-0.182070707,0,1,0,7,12.245879725
2,492,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,7,3,7,2505156,1,40,286491,53,3,753,20,T,Tavares,286491,3,-0.40997508,0,1,0,4,12.565462401
1,493,0,no_advisor_churn,1,1,1,0,0,bank,1,va,2,2,17,2468961,1,48,275736,87,2,823,7,G,Griegio,275736,1,-0.140776707,1,0,0,4,12.527199165
1,494,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,6,3,12,178403,1,25,283927,90,3,724,7,G,Griegio,283927,3,2.6248277745,0,1,0,1,12.556472442
1,495,0,no_advisor_churn,0,1,1,0,0,bank,1,va,1,1,18,15552,3,26,172679,59,4,648,7,G,Griegio,172679,1,2.1696813823,1,0,0,1,12.059189659
1,496,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,3,1,8,2107667,2,47,216102,77,2,625,9,I,Ingrid,216102,3,3.488025566,0,1,0,3,12.283505797
2,497,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,2,7,23,3368820,2,31,335611,93,3,680,3,C,Chatterji,335611,3,3.7713920814,0,1,0,5,12.72370803
0,498,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,4,4,12,3785620,1,28,298210,93,1,768,15,O,Ojj,298210,3,0.0855970262,0,1,0,6,12.605553215
0,499,0,no_advisor_churn,1,1,0,0,1,wirehouse,1,va,6,2,14,17430,2,38,212529,73,1,742,14,N,Noth,212529,3,0.1612336193,0,1,0,1,12.266833729
2,500,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,3,4,11,3727470,1,49,138948,86,3,842,4,D,Devon,138948,3,0.0131130192,0,1,0,6,11.841855041
0,501,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,2,7,12,3108775,2,19,150793,32,3,833,12,L,Lula,150793,3,1.2473131265,0,1,0,5,11.923663314
0,502,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,3,7,69,340107,1,60,258307,94,3,749,22,V,Vasquez,258307,3,-0.70795647,0,1,0,1,12.461904079
0,503,0,no_advisor_churn,0,1,1,0,2,ria,1,va,1,2,22,3257257,1,64,474694,83,3,737,11,K,Kanumba,474694,2,0.1769479452,0,0,1,5,13.070425665
1,504,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,6,3,2,568719,1,66,106327,96,3,764,16,P,Patel,106327,3,-0.642163661,0,1,0,1,11.57427453
0,505,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,1,0,8,1399538,2,79,100450,72,2,847,21,U,Underwood,100450,3,-0.648174103,0,1,0,2,11.51741537
0,506,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,2,7,15,401362,3,60,231164,86,5,776,1,A,Abbott,231164,3,1.7793681852,0,1,0,1,12.350882694
1,507,0,no_advisor_churn,0,1,1,1,1,wirehouse,0,fixed,4,7,14,4824662,6,87,,95,4,791,8,H,Hassan,426099.01753,3,0.147424373,0,1,0,7,12.962427034
0,508,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,6,4,13,383993,2,62,164945,98,4,719,5,E,English,164945,3,-0.223919001,0,1,0,1,12.013367364
0,509,0,no_advisor_churn,0,0,0,0,2,ria,1,va,2,0,66,150091,2,39,,66,3,773,9,I,Ingrid,249362.68661,2,-0.035297566,0,0,1,1,12.426663688
1,510,0,no_advisor_churn,1,1,0,0,1,wirehouse,1,va,4,4,15,1771906,2,50,56238,67,4,687,20,T,Tavares,56238,3,0.1038791493,0,1,0,3,10.937347964
1,511,0,no_advisor_churn,1,0,1,1,0,bank,1,va,6,5,9,51448,1,41,433919,95,2,841,5,E,English,433919,1,-0.009117377,1,0,0,1,12.98061316
1,512,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,1,2,17,2391393,1,46,274041,67,1,656,4,D,Devon,274041,3,-0.672122699,0,1,0,4,12.521033009
