Exposure,Age,Bluebook,Rating_Category,DrivingUnderInfluence,Income,Occupation,Marital_Status,Education,Revoked,Gender,MotorVehicleRecordPoint,Car_Age,Travel_Time,Car_Type,uniqueRecordID,CarUse,Claims,PurePremium,_PartInd_,Origination_Source
0.083333333,27,1000,A,1,26972,Clerical,S,Less High School,0,F,0,1,73.3,Sports Car,8639,C,0,0,0,
1.083333333,17,13000,A,1,7362,Clerical,S,Less High School,0,F,0,9,76.6,SUV,8640,P,0,0,0,
1.75,31,21000,A,0,31218,Home Maker,M,Less High School,0,M,7,8,71.6,Van,8641,C,0,0,0,
3.583333333,35,43000,A,0,31645,Lawyer,M,Less High School,1,F,4,7,71.6,Hatchback,8642,C,0,0,0,
3,74,36000,A,1,51297,Doctor,S,Less High School,0,F,6,8,67.2,Van,8643,C,0,0,0,
0.333333333,61,4000,B,1,33711,Doctor,S,Less High School,1,F,0,9,69.2,Sports Car,8644,C,0,0,1,
1,23,12000,A,0,34748,Blue Collar,M,Bachelors,0,M,15,10,75.3,SUV,8645,C,0,0,0,
0.5,51,6000,A,0,39781,Blue Collar,M,Masters,0,F,5,9,73.4,Van,8646,C,0,0,0,
0.083333333,63,1000,A,0,6651,Clerical,S,Bachelors,0,F,3,5,57.8,SUV,8647,C,0,0,0,
4.166666667,34,50000,A,1,24034,Clerical,S,Less High School,0,F,5,12,70.4,Sedan,8648,C,0,0,0,
1.5,46,18000,A,0,26655,Doctor,M,Less High School,1,F,2,9,65.6,Sedan,8649,C,0,0,0,
0.916666667,18,11000,A,1,17849,Clerical,S,Masters,0,M,0,10,68.4,Station Wag,8650,C,0,0,0,
3.916666667,40,47000,B,0,242608,Home Maker,S,Less High School,0,F,5,10,77.9,Van,8651,C,0,0,1,
0.083333333,41,1000,A,0,10769,Clerical,S,Less High School,1,F,0,1,60.4,Hatchback,8652,C,0,0,0,
0.833333333,70,10000,A,0,19664,Blue Collar,S,Less High School,0,F,2,6,79.5,Station Wag,8653,C,0,0,0,
0.25,22,3000,A,0,58893,Clerical,S,Masters,0,F,0,0,73.2,Sedan,8654,C,0,0,0,
0.083333333,32,1000,A,1,5800,Clerical,S,High School,0,F,15,12,74.5,Station Wag,8655,C,0,0,0,
0.833333333,44,10000,A,0,29639,Doctor,S,Less High School,1,F,5,0,73.4,Station Wag,8656,P,0,0,0,
0.083333333,65,1000,A,0,51289,Lawyer,S,Bachelors,1,M,9,4,80.9,Sports Car,8657,C,0,0,0,
1.416666667,39,17000,A,0,6163,Doctor,S,Bachelors,0,F,7,15,69,Sedan,8658,C,0,0,0,
0.416666667,44,5000,B,0,5938,Clerical,S,Masters,1,F,11,15,68.2,Station Wag,8659,C,0,0,1,
0.416666667,29,5000,A,0,27613,Doctor,M,Less High School,0,F,5,8,74.5,Van,8660,C,0,0,0,
0.166666667,36,2000,C,0,18217,Clerical,S,High School,1,F,11,2,53.7,Van,8661,C,0,0,2,
0.75,69,9000,A,0,7363,Clerical,S,Masters,0,F,5,4,68.7,Van,8662,C,0,0,0,
1.5,41,18000,A,0,54593,Manager,S,Less High School,1,F,12,0,72.8,Hatchback,8663,C,0,0,0,
0.416666667,43,5000,B,0,30104,Clerical,S,High School,0,F,1,9,72.6,Van,8664,C,0,0,1,
0.166666667,41,2000,B,0,11831,(missing),M,Masters,1,F,5,0,76.6,SUV,8665,P,0,0,1,
0.583333333,19,7000,A,0,84679,Home Maker,S,Bachelors,1,F,5,3,76,Van,8666,C,0,0,0,
0.25,33,3000,A,1,41746,Clerical,M,Less High School,0,M,0,8,75.2,Sedan,8667,C,0,0,0,
2.5,21,30000,B,0,9831,Clerical,M,Masters,1,F,4,13,68.8,Van,8668,C,0,0,1,
4.333333333,51,52000,A,0,26878,Clerical,M,Less High School,0,F,2,6,78.1,Sports Car,8669,C,0,0,0,
0.25,24,3000,D,0,32791,Home Maker,S,Less High School,0,M,5,2,77.9,Van,8670,P,0,0,2,
1.583333333,32,19000,B,0,33704,Manager,S,Less High School,1,F,8,14,74.7,Sedan,8671,P,0,0,1,
0.333333333,18,4000,B,0,8812,Lawyer,S,Bachelors,0,F,3,11,65.5,Van,8672,P,0,0,1,
0.333333333,41,4000,A,0,11244,Manager,S,Bachelors,0,F,1,3,74.3,Station Wag,8673,C,0,0,0,
1,83,12000,D,1,44169,Blue Collar,S,Less High School,0,M,11,5,74,Van,8674,C,0,0,2,
0.5,40,6000,D,0,33891,Blue Collar,S,Less High School,0,F,12,5,71.9,Van,8675,C,0,0,2,
0.416666667,40,5000,A,1,9747,Clerical,S,Bachelors,0,F,0,10,60.6,Station Wag,8676,C,0,0,0,
1.5,23,18000,D,0,12216,Blue Collar,S,High School,1,M,3,7,71.7,Van,8677,C,0,0,2,
0.916666667,51,11000,A,0,23133,Doctor,S,Bachelors,1,F,10,7,73.5,Hatchback,8678,C,0,0,0,
1.666666667,53,20000,B,0,11158,Doctor,M,High School,0,F,5,11,72.8,Sports Car,8679,C,0,0,1,
0.916666667,52,11000,A,1,16764,Home Maker,S,High School,0,M,5,7,66.2,SUV,8680,P,0,0,0,
2.75,37,33000,A,0,37692,Lawyer,M,Masters,0,F,3,5,77.3,Van,8681,C,0,0,0,
0.333333333,76,4000,B,0,53626,Clerical,M,High School,0,F,5,13,71.8,Van,8682,C,0,0,1,
1.833333333,34,22000,B,0,38966,Lawyer,S,Masters,1,F,5,6,61.6,Sedan,8683,C,0,0,1,
1,48,12000,A,0,9564,Blue Collar,S,Bachelors,0,F,5,8,67.1,Sports Car,8684,C,0,0,0,
3.583333333,24,43000,B,0,28993,Doctor,S,Masters,0,F,4,14,74.8,Station Wag,8685,C,0,0,1,
3.083333333,72,37000,A,0,19092,Manager,S,Masters,1,F,2,10,56.1,Van,8686,C,0,0,0,
3.333333333,63,40000,B,1,25371,Doctor,S,Less High School,1,F,4,6,62.3,Sports Car,8687,C,0,0,1,
0.083333333,38,1000,A,0,228958,Home Maker,S,Bachelors,1,F,4,5,76.5,SUV,8688,C,0,0,0,
0.75,17,9000,A,0,9851,Blue Collar,S,Masters,0,F,6,3,61.9,Sedan,8689,C,0,0,0,
0.333333333,50,4000,A,0,25874,Doctor,S,Masters,1,F,1,0,67.5,Sports Car,8690,P,0,0,0,
1.083333333,22,13000,A,0,25468,Home Maker,S,High School,0,F,4,14,76.5,Van,8691,C,0,0,0,
0.416666667,20,5000,D,1,22055,Blue Collar,S,High School,1,F,0,14,73.3,SUV,8692,P,0,0,2,
0.416666667,63,5000,A,0,6472,Clerical,S,Less High School,0,F,2,6,72.1,Sedan,8693,C,0,0,0,
0.083333333,49,1000,B,0,7724,Clerical,S,Bachelors,1,F,7,7,65.1,Van,8694,C,0,0,1,
3.75,33,45000,C,0,36927,Blue Collar,M,High School,0,F,5,3,65.7,Hatchback,8695,C,0,0,2,
0.25,78,3000,A,1,36346,Blue Collar,S,Less High School,1,F,0,10,75.7,Van,8696,C,0,0,0,
1.083333333,16,13000,B,1,126266,Clerical,M,Bachelors,0,M,3,6,51.5,Sports Car,8697,C,0,0,1,
0.333333333,60,4000,A,0,36019,Manager,S,Less High School,0,F,2,14,71.2,Hatchback,8698,C,0,0,0,
0.416666667,17,5000,A,0,19734,Blue Collar,S,High School,1,F,0,2,65.9,Sports Car,8699,C,0,0,0,
2.333333333,21,28000,A,0,23505,Clerical,M,Masters,1,M,5,13,78.1,Van,8700,C,0,0,0,
0.083333333,42,1000,B,0,49671,Clerical,M,Masters,1,M,6,1,72.6,Sedan,8701,P,0,0,1,
0.416666667,26,5000,A,1,7168,Clerical,S,Bachelors,0,F,3,9,62.6,Station Wag,8702,C,0,0,0,
0.666666667,23,8000,A,0,7121,Home Maker,M,Bachelors,1,F,3,8,69.5,Van,8703,C,0,0,0,
0.75,74,9000,B,0,129446,Home Maker,S,Bachelors,1,F,0,4,66.8,Sedan,8704,C,0,0,1,
0.666666667,27,8000,D,0,5773,Clerical,S,Bachelors,0,M,8,5,76,Sedan,8705,C,0,0,2,
1.333333333,27,16000,A,0,11571,Clerical,S,Less High School,0,F,5,7,68.2,Van,8706,C,0,0,0,
0.833333333,51,10000,A,1,75691,Clerical,S,Less High School,0,M,9,2,56.7,SUV,8707,C,0,0,0,
0.5,30,6000,B,0,18085,Home Maker,M,Bachelors,0,F,6,4,75,SUV,8708,C,0,0,1,
4,42,48000,B,0,14992,Lawyer,M,High School,1,M,3,12,70.4,SUV,8709,C,0,0,1,
0.083333333,49,1000,A,0,6908,Blue Collar,S,High School,0,F,4,9,70.9,SUV,8710,C,0,0,0,
1.833333333,39,22000,B,1,19912,Doctor,S,Masters,0,M,4,7,67.2,Sports Car,8711,C,0,0,1,
1.583333333,34,19000,A,1,11141,Professional,M,Less High School,0,F,2,6,67.2,Hatchback,8712,C,0,0,0,
0.916666667,38,11000,A,0,33436,Doctor,S,Bachelors,0,F,15,9,61.1,Hatchback,8713,P,0,0,0,
0.666666667,20,8000,B,0,36369,Doctor,S,High School,0,F,5,13,69.3,SUV,8714,C,0,0,1,
1.416666667,43,17000,C,0,17430,Home Maker,S,Bachelors,0,F,5,15,71,Van,8715,C,0,0,2,
0.416666667,36,5000,B,0,14449,Home Maker,S,Less High School,0,M,0,5,67,Hatchback,8716,C,0,0,1,
0.666666667,51,8000,A,0,27013,Clerical,S,Bachelors,1,M,11,5,70.1,Sports Car,8717,P,0,0,0,
0.916666667,29,11000,A,1,12320,Clerical,S,Less High School,1,M,3,3,71.2,Sports Car,8718,C,0,0,0,
0.916666667,52,11000,A,0,15007,Clerical,S,Masters,0,M,5,9,66.8,Sedan,8719,C,0,0,0,
1.416666667,63,17000,D,1,19038,Lawyer,S,Masters,0,F,0,15,79.4,Station Wag,8720,C,0,0,2,
0.5,64,6000,D,0,18584,Clerical,S,Bachelors,0,F,5,2,71.2,SUV,8721,C,0,0,2,
0.666666667,41,8000,A,0,9721,Blue Collar,S,Masters,0,F,5,5,68.9,Van,8722,C,0,0,0,
0.666666667,71,8000,D,0,11057,Clerical,S,Less High School,1,M,3,2,57.5,Van,8723,C,0,0,2,
0.916666667,40,11000,A,0,16240,Clerical,M,High School,1,F,10,5,65.6,Hatchback,8724,C,0,0,0,
1,50,12000,B,1,20298,Doctor,M,High School,1,M,2,3,65.6,Hatchback,8725,C,0,0,1,
0.333333333,26,4000,D,1,9065,Lawyer,S,Less High School,0,F,2,13,72.3,Van,8726,C,0,0,2,
1.25,48,15000,A,0,17212,Clerical,M,Bachelors,0,M,2,8,72.4,SUV,8727,C,0,0,0,
1.583333333,26,19000,A,0,35445,Lawyer,S,Less High School,0,F,12,10,71.4,Sports Car,8728,P,0,0,0,
0.416666667,50,5000,B,0,43486,Blue Collar,M,High School,0,F,5,5,73.2,SUV,8729,C,0,0,1,
0.5,38,6000,A,1,33721,Doctor,M,Masters,0,F,4,10,68.3,Hatchback,8730,C,0,0,0,
5,64,60000,A,1,10808,Doctor,S,Bachelors,0,M,5,13,76.3,Sports Car,8731,C,0,0,0,
0.75,45,9000,A,0,5217,(missing),M,Less High School,1,M,5,15,64.7,Van,8732,C,0,0,0,
0.5,63,6000,A,0,7710,Blue Collar,S,Less High School,0,F,4,3,75.8,Sports Car,8733,C,0,0,0,
0.666666667,45,8000,C,0,36474,Doctor,S,Less High School,0,F,0,15,76.7,Sports Car,8734,C,0,0,2,
0.666666667,21,8000,D,0,12531,Professional,S,Less High School,1,F,6,8,68.4,Sedan,8735,C,0,0,2,
0.166666667,58,2000,A,0,51277,Manager,S,Bachelors,1,F,9,4,69.1,Station Wag,8736,C,0,0,0,
0.25,16,3000,C,0,17598,Clerical,S,Bachelors,0,F,0,13,78.2,Van,8737,C,0,0,2,
0.416666667,25,5000,A,0,31125,Doctor,S,Masters,1,M,6,7,75.6,Sports Car,8738,C,0,0,0,
0.416666667,44,5000,B,0,12037,Blue Collar,S,Bachelors,0,F,4,4,74.6,Van,8739,C,0,0,1,
1.5,25,18000,A,0,17080,Lawyer,S,High School,1,F,3,8,67.5,Sports Car,8740,C,0,0,0,
0.083333333,71,1000,A,0,8062,Doctor,S,High School,0,F,4,8,66.2,Station Wag,8741,C,0,0,0,
1,29,12000,D,0,8479,Blue Collar,M,Bachelors,0,F,3,1,74.7,Van,8742,C,0,0,2,
0.333333333,31,4000,A,0,8758,Doctor,S,Bachelors,0,F,4,1,67.8,Hatchback,8743,C,0,0,0,
0.75,45,9000,A,0,19689,Clerical,S,Bachelors,0,F,6,8,79.7,Station Wag,8744,C,0,0,0,
0.666666667,70,8000,B,0,8600,Blue Collar,M,High School,0,F,10,5,82.4,SUV,8745,C,0,0,1,
0.25,42,3000,B,1,7489,Doctor,M,Bachelors,0,M,2,9,72.5,Van,8746,C,0,0,1,
1.583333333,41,19000,B,0,19616,(missing),S,Bachelors,0,F,12,3,79.2,Sedan,8747,C,0,0,1,
0.916666667,40,11000,A,0,20957,Blue Collar,M,High School,0,F,2,10,81.3,Sedan,8748,C,0,0,0,
0.833333333,37,10000,A,0,15195,Lawyer,S,Less High School,0,F,1,3,72.3,Station Wag,8749,C,0,0,0,
0.333333333,40,4000,A,0,36527,Clerical,M,Less High School,0,F,1,9,83.3,Station Wag,8750,P,0,0,0,
0.25,49,3000,A,0,15149,Doctor,S,High School,1,F,2,11,72.4,Van,8751,C,0,0,0,
0.416666667,46,5000,A,0,7001,Manager,S,Masters,1,F,4,8,76.3,Sedan,8752,C,0,0,0,
4.833333333,47,58000,B,0,47616,Professional,S,High School,0,F,5,7,68,Hatchback,8753,C,0,0,1,
0.083333333,45,1000,A,1,33741,Doctor,S,High School,0,M,8,2,71.3,Sports Car,8754,C,0,0,0,
1.333333333,56,16000,B,0,22701,Doctor,S,Less High School,0,F,0,8,63,Van,8755,C,0,0,1,
0.75,51,9000,A,0,7896,Clerical,S,Bachelors,1,F,6,0,84.5,Hatchback,8756,C,0,0,0,
4.416666667,62,53000,A,0,23182,Clerical,S,Masters,1,F,2,6,51.2,Station Wag,8757,C,0,0,0,
0.416666667,33,5000,A,0,7884,Clerical,S,High School,1,M,4,13,77.3,Hatchback,8758,C,0,0,0,
0.333333333,22,4000,A,0,28088,Clerical,M,Masters,1,F,6,6,64,Van,8759,C,0,0,0,
0.25,44,3000,A,0,9535,Blue Collar,S,Bachelors,1,F,14,12,76,Van,8760,C,0,0,0,
1.333333333,42,16000,B,0,24603,Clerical,M,Masters,0,F,5,13,81.7,SUV,8761,C,0,0,1,
1,54,12000,A,0,142432,Home Maker,M,Bachelors,1,F,5,9,76.2,Station Wag,8762,C,0,0,0,
0.083333333,43,1000,B,0,14269,Blue Collar,M,Bachelors,0,M,5,8,70.1,Van,8763,C,0,0,1,
0.333333333,43,4000,B,0,23794,Doctor,M,Bachelors,0,F,2,11,70.8,Van,8764,C,0,0,1,
0.416666667,31,5000,B,1,8577,Doctor,S,Bachelors,0,F,6,10,83.4,Sports Car,8765,C,0,0,1,
1.333333333,28,16000,B,0,5884,Doctor,M,Bachelors,0,F,5,7,76.2,Van,8766,C,0,0,1,
0.333333333,68,4000,A,0,32712,Manager,S,Masters,1,F,12,6,67.5,Van,8767,C,0,0,0,
0.416666667,19,5000,B,0,26657,Blue Collar,M,Bachelors,1,F,2,12,73.2,Van,8768,C,0,0,1,
0.5,36,6000,B,0,9742,Doctor,M,Masters,1,F,4,8,79.4,Sports Car,8769,C,0,0,1,
2.083333333,34,25000,B,0,11468,Clerical,S,High School,1,F,3,8,80.1,Sedan,8770,C,0,0,1,
0.333333333,26,4000,A,0,9800,Clerical,S,Bachelors,0,F,3,8,71.7,Van,8771,C,0,0,0,
0.583333333,40,7000,B,1,194268,Clerical,M,High School,1,F,1,11,67.1,Van,8772,C,0,0,1,
0.166666667,16,2000,A,0,15725,Clerical,S,Masters,0,F,13,11,84.2,Sports Car,8773,C,0,0,0,
0.333333333,68,4000,A,1,10963,Doctor,M,Bachelors,0,F,2,13,73.4,SUV,8774,C,0,0,0,
1.083333333,39,13000,D,0,26386,Doctor,M,High School,1,F,5,11,70.9,Van,8775,C,0,0,2,
0.666666667,26,8000,B,1,54067,Home Maker,M,Less High School,0,F,5,0,79.5,Van,8776,C,0,0,1,
1,81,12000,A,0,17887,Clerical,M,Less High School,0,M,13,14,72.5,Hatchback,8777,C,0,0,0,
0.416666667,16,5000,D,0,114850,Doctor,S,High School,1,F,4,3,61.3,SUV,8778,C,0,0,2,
2.166666667,29,26000,A,0,11845,Clerical,S,Less High School,1,F,5,15,73.8,Van,8779,C,0,0,0,
0.333333333,39,4000,D,0,22709,Doctor,M,Bachelors,0,F,0,9,66,Sports Car,8780,P,0,0,2,
1.5,43,18000,B,0,24575,Lawyer,S,High School,0,F,1,9,83.8,Sedan,8781,P,0,0,1,
1.25,42,15000,A,0,18057,Home Maker,S,Less High School,1,M,2,4,75.8,SUV,8782,C,0,0,0,
3.5,43,42000,A,0,14508,Home Maker,S,Less High School,0,F,4,1,73,Station Wag,8783,C,0,0,0,
0.166666667,35,2000,A,1,34854,Home Maker,M,High School,0,F,3,5,69.1,Sports Car,8784,C,0,0,0,
0.333333333,71,4000,B,0,99439,Clerical,M,Masters,0,F,2,5,60.1,Van,8785,C,0,0,1,
0.916666667,35,11000,A,0,33385,Blue Collar,M,Masters,1,F,4,10,68.6,Sports Car,8786,C,0,0,0,
1.333333333,29,16000,A,0,140413,Lawyer,S,Bachelors,1,M,6,11,82.7,Van,8787,C,0,0,0,
0.416666667,54,5000,A,0,10909,Doctor,S,Less High School,1,F,3,6,75.7,Van,8788,C,0,0,0,
1.166666667,39,14000,A,1,108791,Clerical,S,Masters,0,F,2,11,68.7,Hatchback,8789,C,0,0,0,
0.666666667,58,8000,C,0,8517,Doctor,M,Bachelors,0,F,5,3,68.7,SUV,8790,C,0,0,2,
0.166666667,53,2000,A,0,7947,Clerical,S,Less High School,1,F,5,14,70.4,Van,8791,C,0,0,0,
0.166666667,53,2000,A,0,29826,Home Maker,S,High School,0,F,9,7,66.2,Hatchback,8792,C,0,0,0,
0.833333333,20,10000,C,0,6928,Home Maker,S,Less High School,1,F,6,1,66.4,Sports Car,8793,C,0,0,2,
0.416666667,54,5000,B,0,5705,Manager,M,Bachelors,1,F,6,11,65.1,SUV,8794,C,0,0,1,
0.416666667,44,5000,A,0,89340,Doctor,M,High School,0,F,1,6,68.4,Sports Car,8795,C,0,0,0,
1.166666667,38,14000,A,0,9947,Professional,M,High School,1,F,5,2,71.6,SUV,8796,C,0,0,0,
1.5,41,18000,C,0,14715,Home Maker,S,Masters,0,F,3,6,62.8,SUV,8797,C,0,0,2,
0.333333333,44,4000,C,0,5108,Clerical,S,Less High School,0,F,1,11,67.2,Van,8798,C,0,0,2,
0.666666667,40,8000,A,1,7871,Home Maker,S,Masters,0,F,11,9,75.9,Van,8799,P,0,0,0,
0.666666667,41,8000,A,0,16810,Lawyer,S,High School,0,F,5,11,77.7,Sports Car,8800,C,0,0,0,
0.833333333,29,10000,B,0,22255,Doctor,M,Less High School,0,M,4,9,67.9,SUV,8801,C,0,0,1,
0.833333333,34,10000,B,0,11960,Doctor,M,High School,0,F,3,15,66,Sedan,8802,P,0,0,1,
0.333333333,47,4000,A,0,6231,Blue Collar,S,Bachelors,0,F,6,11,75,Van,8803,P,0,0,0,
0.583333333,17,7000,A,0,16627,Professional,S,Less High School,0,F,7,15,68.2,Hatchback,8804,C,0,0,0,
0.25,29,3000,B,0,35522,Professional,S,Masters,1,F,2,11,71,Station Wag,8805,P,0,0,1,
0.25,23,3000,A,0,25915,Doctor,S,Less High School,0,M,4,2,67.3,Van,8806,P,0,0,0,
1,57,12000,A,0,5677,Home Maker,M,High School,0,M,4,3,70.7,Van,8807,C,0,0,0,
4.583333333,68,55000,B,1,8238,Clerical,S,Bachelors,1,M,3,5,56,SUV,8808,C,0,0,1,
0.916666667,45,11000,A,1,100821,Lawyer,M,Less High School,0,M,4,12,75,SUV,8809,C,0,0,0,
0.5,37,6000,A,0,34769,Manager,S,Bachelors,1,F,4,0,82.4,Van,8810,C,0,0,0,
0.5,48,6000,B,0,38697,Lawyer,S,Less High School,0,M,4,0,70.9,Hatchback,8811,C,0,0,1,
0.166666667,55,2000,B,0,7670,Clerical,M,High School,1,F,5,4,65.4,Sports Car,8812,C,0,0,1,
0.583333333,41,7000,C,0,11344,Home Maker,M,Masters,1,F,11,5,61,Hatchback,8813,C,0,0,2,
0.083333333,37,1000,C,1,7838,Home Maker,M,High School,0,F,2,13,61.4,Sports Car,8814,C,0,0,2,
1.25,27,15000,B,0,29623,Doctor,M,High School,0,F,0,4,71.7,SUV,8815,C,0,0,1,
0.416666667,42,5000,B,0,5189,Clerical,S,Less High School,0,F,6,12,73.3,Sedan,8816,C,0,0,1,
0.75,18,9000,A,0,21500,Home Maker,M,High School,0,F,3,13,74.1,Station Wag,8817,C,0,0,0,
0.416666667,43,5000,B,0,59544,Clerical,S,High School,1,F,4,8,76.6,Van,8818,C,0,0,1,
1.25,22,15000,A,1,5730,Clerical,S,Less High School,1,F,3,8,73.5,Hatchback,8819,C,0,0,0,
0.25,41,3000,A,0,9705,Lawyer,M,Bachelors,1,F,2,8,71,Van,8820,C,0,0,0,
0.25,36,3000,B,0,7491,Clerical,S,Less High School,0,F,3,6,56.3,Van,8821,C,0,0,1,
0.75,45,9000,A,0,7022,Doctor,S,Masters,1,M,0,4,78.3,Hatchback,8822,P,0,0,0,
0.416666667,27,5000,B,0,16332,Home Maker,M,High School,0,F,6,15,58.7,Station Wag,8823,C,0,0,1,
0.666666667,25,8000,D,0,6277,Lawyer,S,Masters,1,M,13,3,76.5,Van,8824,C,0,0,2,
4,46,48000,A,1,16982,Doctor,S,Less High School,1,F,7,7,78.4,Hatchback,8825,C,0,0,0,
0.083333333,28,1000,A,1,31301,Clerical,M,Bachelors,1,F,0,13,74.2,Van,8826,P,0,0,0,
0.75,19,9000,D,0,63168,Lawyer,M,Less High School,0,F,12,6,65.8,Sedan,8827,C,0,0,2,
0.25,42,3000,A,1,40555,Doctor,S,Masters,1,F,4,6,66.7,SUV,8828,C,0,0,0,
0.416666667,44,5000,A,0,50359,Doctor,S,Bachelors,1,F,6,4,65.8,Station Wag,8829,C,0,0,0,
1.25,43,15000,A,0,13617,Clerical,M,Bachelors,1,F,3,9,71.9,Sports Car,8830,C,0,0,0,
0.916666667,26,11000,C,1,59213,Clerical,S,High School,0,F,4,2,69.7,Hatchback,8831,C,0,0,2,
0.25,19,3000,A,0,19242,Doctor,M,Bachelors,1,F,7,14,65.7,Sedan,8832,C,0,0,0,
1.416666667,37,17000,A,1,8720,Clerical,S,High School,0,F,0,9,60.4,Van,8833,C,0,0,0,
2,39,24000,A,0,79661,Blue Collar,M,Masters,1,F,11,15,84.6,Van,8834,C,0,0,0,
1.833333333,38,22000,B,0,20670,Blue Collar,M,Less High School,1,F,1,9,68.8,Sedan,8835,C,0,0,1,
1.333333333,40,16000,A,0,74481,Doctor,S,Bachelors,1,F,5,4,54.5,Van,8836,C,0,0,0,
0.25,45,3000,A,0,46844,Lawyer,S,High School,0,M,3,2,75.5,Hatchback,8837,C,0,0,0,
1.25,74,15000,A,0,45454,Manager,M,Masters,1,F,6,8,78.8,Van,8838,C,0,0,0,
0.75,50,9000,A,0,11151,Doctor,S,Bachelors,1,F,1,6,72.8,Hatchback,8839,C,0,0,0,
0.083333333,21,1000,C,0,30848,Clerical,S,High School,0,F,2,11,64.6,Sedan,8840,P,0,0,2,
0.416666667,41,5000,A,0,12957,Lawyer,S,Bachelors,0,F,5,10,69.3,Sedan,8841,C,0,0,0,
0.916666667,18,11000,D,0,32118,Doctor,S,Masters,0,F,5,13,78.9,Sports Car,8842,C,0,0,2,
0.166666667,55,2000,A,0,16560,Home Maker,S,Less High School,1,F,4,0,78.5,Sedan,8843,C,0,0,0,
2.333333333,22,28000,A,0,31251,Clerical,S,High School,0,F,5,1,59.7,Hatchback,8844,C,0,0,0,
0.666666667,76,8000,C,0,13836,Lawyer,S,Masters,0,F,0,5,63.2,Station Wag,8845,C,0,0,2,
1.5,37,18000,D,0,11137,Clerical,S,High School,1,M,3,8,65.5,SUV,8846,P,0,0,2,
2.166666667,49,26000,A,0,12906,Home Maker,S,Bachelors,0,F,4,6,65.4,SUV,8847,C,0,0,0,
0.083333333,36,1000,A,1,6299,Doctor,S,Bachelors,0,F,0,0,73.3,Van,8848,C,0,0,0,
2.916666667,72,35000,A,0,24793,Blue Collar,S,Less High School,0,F,2,13,67.3,Hatchback,8849,C,0,0,0,
0.416666667,41,5000,A,0,61620,Blue Collar,S,Bachelors,0,F,12,15,78.3,Sedan,8850,C,0,0,0,
1.166666667,43,14000,C,0,9605,Clerical,M,Less High School,1,F,4,12,78.7,Hatchback,8851,C,0,0,2,
1.583333333,48,19000,A,1,11299,Clerical,M,Masters,0,F,3,8,71.7,Sedan,8852,C,0,0,0,
0.166666667,75,2000,A,0,8885,Clerical,S,High School,1,M,2,14,74.4,Sports Car,8853,P,0,0,0,
0.25,75,3000,A,0,11566,Blue Collar,S,High School,1,M,5,9,77.3,Sedan,8854,C,0,0,0,
0.666666667,50,8000,A,0,10295,Blue Collar,S,Bachelors,0,F,2,8,73.3,SUV,8855,C,0,0,0,
0.75,80,9000,A,1,33088,Clerical,S,High School,1,F,4,15,72.5,Hatchback,8856,C,0,0,0,
3,46,36000,A,1,27274,Doctor,S,High School,0,F,0,11,81.4,Van,8857,C,0,0,0,
0.75,85,9000,A,0,7246,Blue Collar,S,Less High School,0,F,3,3,71.1,Van,8858,C,0,0,0,
0.083333333,42,1000,A,0,7632,Clerical,S,Bachelors,0,F,6,7,63.5,Sedan,8859,C,0,0,0,
0.5,47,6000,A,0,62160,Home Maker,M,High School,0,F,5,3,71.4,Van,8860,C,0,0,0,
1.083333333,41,13000,A,0,37542,Clerical,S,Bachelors,0,M,1,3,74.2,SUV,8861,C,0,0,0,
0.833333333,30,10000,C,0,43796,Blue Collar,S,High School,0,F,4,0,65,SUV,8862,C,0,0,2,
2.583333333,36,31000,A,1,14770,Home Maker,S,High School,0,F,4,7,74.3,Sports Car,8863,C,0,0,0,
0.583333333,19,7000,B,0,30288,Clerical,M,Bachelors,0,F,5,6,72.4,Station Wag,8864,C,0,0,1,
0.083333333,36,1000,C,0,37906,(missing),S,High School,0,F,1,8,55.1,Sports Car,8865,C,0,0,2,
0.416666667,17,5000,B,0,59157,Home Maker,S,Bachelors,0,F,0,10,70.5,SUV,8866,C,0,0,1,
1.333333333,54,16000,A,0,51621,Clerical,S,Bachelors,0,F,3,9,68,Station Wag,8867,C,0,0,0,
1,45,12000,A,0,16074,Blue Collar,S,High School,0,F,5,13,77.8,Van,8868,C,0,0,0,
1.083333333,18,13000,A,0,19666,Blue Collar,S,Bachelors,0,F,3,7,70.3,Van,8869,C,0,0,0,
0.166666667,31,2000,D,0,6239,Clerical,M,High School,0,F,7,9,82.4,Sedan,8870,C,0,0,2,
0.416666667,16,5000,A,0,55733,Blue Collar,M,Masters,1,M,3,12,60.7,Van,8871,C,0,0,0,
0.25,85,3000,B,0,21580,Blue Collar,S,Masters,0,F,7,8,71,Sports Car,8872,C,0,0,1,
2.083333333,37,25000,A,0,66739,Doctor,S,Masters,0,M,3,9,62.4,Sports Car,8873,C,0,0,0,
0.666666667,69,8000,B,1,7017,Clerical,S,Less High School,0,F,1,9,65.9,Hatchback,8874,C,0,0,1,
0.5,36,6000,B,0,9806,Doctor,S,Bachelors,0,M,4,14,74.2,Hatchback,8875,P,0,0,1,
0.833333333,44,10000,D,1,5030,Doctor,M,High School,1,F,1,6,73,SUV,8876,P,0,0,2,
0.5,41,6000,A,0,44013,Blue Collar,S,Masters,0,M,5,13,74,Van,8877,C,0,0,0,
0.833333333,61,10000,B,0,28951,Manager,S,Masters,0,F,7,9,66.8,Van,8878,P,0,0,1,
