acct_number,claim_indicator,new_driver,bundle,ever_deferred_payment,no_fault_state,marital_status,vehicle_history,num_auto_drivers,num_claims,deductible,liability_limit,num_prior_claims,claim_amt,income,policy_age_mos,owner_age,vehicle_age,auto_points,credit_score,avg_claim,claim_indicator_type,marital_status_type,vehicle_history_type,deductible_level,liability_limit_level,channel,channel_type
10252,1,1,0,1,0,0,0,4,2,1,0,4,5198,28664,2,17,6,7,640,2599,claim,single,no_damage,100,50000,3,affinity
10253,1,0,0,1,0,2,2,2,1,5,1,3,23032,59913,19,37,4,3,686,23032,claim,divorced,severe_damage,1500,100000,3,affinity
10254,1,0,0,0,0,1,0,1,5,1,3,4,4194,299975,47,27,7,7,608,838.8,claim,married,no_damage,100,200000,3,affinity
10255,1,1,0,1,0,1,0,3,2,0,4,3,30618,32367,16,64,4,7,608,15309,claim,married,no_damage,0,250000,2,crosssell
10256,1,0,0,1,0,2,1,3,3,2,0,4,821,31847,40,32,4,9,562,273.6666667,claim,divorced,potential_damage,250,50000,3,affinity
10257,1,0,0,0,0,1,1,1,1,6,3,4,15851,8269,24,17,4,2,639,15851,claim,married,potential_damage,2000,200000,0,website
10258,1,0,0,1,0,0,3,1,2,1,7,0,3225,30350,7,39,5,6,531,1612.5,claim,single,salvage,100,500000,3,affinity
10259,1,0,0,1,0,1,1,1,2,4,7,4,6083,27798,11,24,7,10,613,3041.5,claim,married,potential_damage,1000,500000,0,website
10260,1,0,1,0,1,2,1,1,1,4,1,4,260,23492,26,40,6,7,435,260,claim,divorced,potential_damage,1000,100000,3,affinity
10261,1,1,0,0,0,1,0,1,2,7,2,4,11169,57792,21,43,6,0,611,5584.5,claim,married,no_damage,3000,150000,3,affinity
10262,1,0,0,1,0,0,0,3,2,7,1,3,12646,56169,6,82,4,3,593,6323,claim,single,no_damage,3000,100000,2,crosssell
10263,1,1,1,1,0,2,3,1,1,7,0,4,5527,59333,1,17,0,4,564,5527,claim,divorced,salvage,3000,50000,3,affinity
10264,1,0,1,1,0,0,0,1,2,3,3,3,6515,69282,28,19,8,5,699,3257.5,claim,single,no_damage,500,200000,2,crosssell
10265,1,1,0,1,0,1,0,3,1,6,7,4,31573,20359,24,39,4,7,669,31573,claim,married,no_damage,2000,500000,0,website
10266,1,1,0,0,0,2,2,3,1,5,7,4,14365,30671,16,35,0,2,556,14365,claim,divorced,severe_damage,1500,500000,1,agent
10267,1,0,1,0,0,0,2,1,2,3,1,3,3753,50480,58,21,2,9,612,1876.5,claim,single,severe_damage,500,100000,1,agent
10268,1,0,0,0,0,1,1,1,1,5,1,3,17463,37221,8,26,6,4,648,17463,claim,married,potential_damage,1500,100000,2,crosssell
10269,1,0,0,1,1,1,0,2,1,3,0,2,7378,7020,38,16,6,2,688,7378,claim,married,no_damage,500,50000,3,affinity
10270,1,1,0,0,0,0,1,1,2,0,0,6,36393,26467,17,24,12,6,615,18196.5,claim,single,potential_damage,0,50000,3,affinity
10271,1,1,1,0,0,2,3,5,1,5,1,4,1484,27829,40,28,13,7,613,1484,claim,divorced,salvage,1500,100000,2,crosssell
10272,1,0,1,0,0,2,0,3,1,7,0,3,5664,24596,4,37,8,4,589,5664,claim,divorced,no_damage,3000,50000,2,crosssell
10273,1,0,0,1,0,1,1,1,4,4,3,3,618,66198,15,40,15,7,578,154.5,claim,married,potential_damage,1000,200000,2,crosssell
10274,1,0,1,0,0,1,2,4,2,5,2,6,8817,44780,2,39,14,1,615,4408.5,claim,married,severe_damage,1500,150000,2,crosssell
10275,1,1,0,0,0,2,1,2,2,6,0,2,6361,74413,7,34,4,1,615,3180.5,claim,divorced,potential_damage,2000,50000,3,affinity
10276,1,0,1,0,0,2,0,3,1,5,0,1,9080,171090,12,40,7,7,540,9080,claim,divorced,no_damage,1500,50000,3,affinity
10277,1,1,0,0,0,1,0,1,1,6,1,2,23253,11750,13,26,7,1,693,23253,claim,married,no_damage,2000,100000,1,agent
10278,1,0,0,1,0,0,0,1,4,4,0,3,2768,148834,13,32,5,6,660,692,claim,single,no_damage,1000,50000,2,crosssell
10279,1,0,1,0,0,1,3,1,1,6,0,3,4439,24040,15,35,0,7,617,4439,claim,married,salvage,2000,50000,2,crosssell
10280,1,0,0,1,0,0,0,2,1,3,1,2,477,26210,4,65,4,6,687,477,claim,single,no_damage,500,100000,3,affinity
10281,1,1,1,0,0,2,1,1,3,2,0,2,1730,16488,7,31,5,6,574,576.6666667,claim,divorced,potential_damage,250,50000,2,crosssell
10282,1,0,1,0,0,2,0,1,2,6,1,5,3112,20569,20,85,7,7,643,1556,claim,divorced,no_damage,2000,100000,2,crosssell
10283,1,0,0,1,1,0,1,4,1,5,3,4,3813,20328,17,17,4,7,680,3813,claim,single,potential_damage,1500,200000,2,crosssell
10284,1,1,0,1,0,1,0,4,2,4,0,3,3068,39421,15,45,5,7,514,1534,claim,married,no_damage,1000,50000,2,crosssell
10285,1,0,0,0,1,0,1,1,2,6,5,7,1604,65613,7,22,5,6,681,802,claim,single,potential_damage,2000,300000,2,crosssell
10286,1,0,1,0,0,0,0,1,2,3,1,2,21446,39454,16,20,2,3,672,10723,claim,single,no_damage,500,100000,2,crosssell
10287,1,1,1,0,0,0,1,5,2,6,7,4,40487,95362,7,34,6,7,658,20243.5,claim,single,potential_damage,2000,500000,2,crosssell
10288,1,0,1,0,0,2,0,1,6,5,1,3,3200,13319,7,66,3,7,641,533.3333333,claim,divorced,no_damage,1500,100000,3,affinity
10289,1,0,1,1,0,2,1,2,3,6,6,7,13559,145962,4,22,1,7,641,4519.666667,claim,divorced,potential_damage,2000,350000,3,affinity
10290,1,0,1,0,0,0,0,1,6,3,4,3,3903,18348,15,20,4,6,631,650.5,claim,single,no_damage,500,250000,2,crosssell
10291,1,0,1,0,0,0,1,1,1,7,7,4,3163,47247,7,27,5,1,556,3163,claim,single,potential_damage,3000,500000,2,crosssell
10292,1,0,1,0,0,2,0,1,2,4,1,0,1535,76287,18,27,0,6,635,767.5,claim,divorced,no_damage,1000,100000,2,crosssell
10293,1,1,0,0,0,2,0,4,1,3,0,4,362,7887,16,18,2,6,559,362,claim,divorced,no_damage,500,50000,3,affinity
10294,1,0,0,0,0,0,0,1,2,4,3,3,1364,8911,14,54,0,7,827,682,claim,single,no_damage,1000,200000,2,crosssell
10295,1,1,1,1,1,0,1,3,1,1,1,1,3036,57481,24,17,4,1,639,3036,claim,single,potential_damage,100,100000,2,crosssell
10296,1,0,0,1,1,1,1,3,3,5,3,2,40637,69070,3,20,3,5,601,13545.66667,claim,married,potential_damage,1500,200000,1,agent
10297,1,0,1,1,0,2,1,1,1,4,4,3,4729,58602,48,26,9,6,600,4729,claim,divorced,potential_damage,1000,250000,1,agent
10298,1,1,0,0,0,1,0,1,1,6,1,7,6014,48110,25,18,6,0,588,6014,claim,married,no_damage,2000,100000,3,affinity
10299,1,1,0,0,0,2,0,2,1,4,6,4,1423,62311,19,34,7,2,590,1423,claim,divorced,no_damage,1000,350000,2,crosssell
10300,1,1,0,1,0,2,0,2,1,2,0,4,10731,32448,25,53,9,1,595,10731,claim,divorced,no_damage,250,50000,2,crosssell
10301,1,0,0,1,0,0,3,2,1,4,2,6,22772,34311,14,30,4,7,638,22772,claim,single,salvage,1000,150000,3,affinity
10302,1,1,1,0,0,0,1,1,1,1,1,3,8584,59167,18,34,2,6,770,8584,claim,single,potential_damage,100,100000,3,affinity
10303,1,0,0,1,0,1,0,5,6,5,3,5,13447,144287,5,16,6,7,685,2241.166667,claim,married,no_damage,1500,200000,3,affinity
10304,1,1,1,1,0,0,3,2,1,4,5,3,5401,8261,4,58,0,15,764,5401,claim,single,salvage,1000,300000,3,affinity
10305,1,1,0,1,0,0,0,3,2,4,0,4,13096,62320,32,20,6,3,644,6548,claim,single,no_damage,1000,50000,2,crosssell
10306,1,0,0,1,0,2,1,4,2,7,5,3,2209,94183,14,24,3,6,680,1104.5,claim,divorced,potential_damage,3000,300000,3,affinity
10307,1,0,0,0,0,2,0,1,1,4,3,4,22557,72307,23,30,4,6,691,22557,claim,divorced,no_damage,1000,200000,2,crosssell
10308,1,0,0,0,0,2,0,1,1,0,0,4,21409,24432,54,78,4,7,529,21409,claim,divorced,no_damage,0,50000,0,website
10309,1,0,1,0,0,0,1,2,1,5,0,2,7849,6723,6,24,1,5,606,7849,claim,single,potential_damage,1500,50000,2,crosssell
10310,1,1,0,0,0,2,0,1,1,5,2,3,9650,89131,15,27,5,8,594,9650,claim,divorced,no_damage,1500,150000,2,crosssell
10311,1,0,1,1,0,2,0,3,2,5,0,3,9246,15932,11,33,4,7,623,4623,claim,divorced,no_damage,1500,50000,2,crosssell
10312,1,0,1,0,0,0,0,3,4,4,5,4,1893,85002,8,23,11,6,617,473.25,claim,single,no_damage,1000,300000,3,affinity
10313,1,1,0,1,0,0,2,1,1,6,1,3,9538,18309,12,32,5,5,641,9538,claim,single,severe_damage,2000,100000,3,affinity
10314,1,0,1,1,1,1,1,1,3,2,4,2,11160,28720,17,20,10,1,572,3720,claim,married,potential_damage,250,250000,2,crosssell
10315,1,0,1,1,0,2,0,1,4,5,3,3,3396,6870,2,55,5,3,682,849,claim,divorced,no_damage,1500,200000,2,crosssell
10316,1,1,0,1,0,0,2,4,2,7,1,3,2713,12355,14,34,4,2,826,1356.5,claim,single,severe_damage,3000,100000,2,crosssell
10317,1,0,1,1,0,0,3,3,3,7,2,3,14123,30452,20,23,4,4,583,4707.666667,claim,single,salvage,3000,150000,2,crosssell
10318,1,0,0,1,0,2,0,3,1,7,2,3,5749,5373,9,30,10,2,626,5749,claim,divorced,no_damage,3000,150000,3,affinity
10319,1,0,0,1,0,1,1,4,1,1,3,3,6029,19754,24,25,4,7,380,6029,claim,married,potential_damage,100,200000,2,crosssell
10320,1,0,1,1,0,1,1,5,1,7,0,5,1749,19940,14,83,5,6,615,1749,claim,married,potential_damage,3000,50000,3,affinity
10321,1,1,1,1,0,2,0,4,1,3,2,4,12816,25749,50,18,4,0,654,12816,claim,divorced,no_damage,500,150000,2,crosssell
10322,1,1,0,1,0,1,2,1,3,6,7,3,1431,50378,8,64,2,7,629,477,claim,married,severe_damage,2000,500000,2,crosssell
10323,1,0,1,0,0,0,0,1,2,7,0,4,1645,50499,3,81,3,0,676,822.5,claim,single,no_damage,3000,50000,3,affinity
10324,1,0,1,0,0,1,0,2,1,7,4,3,4243,65497,9,19,10,3,658,4243,claim,married,no_damage,3000,250000,1,agent
10325,1,1,1,0,0,0,0,1,3,5,4,3,30468,31202,18,31,7,7,312,10156,claim,single,no_damage,1500,250000,1,agent
10326,1,1,1,0,0,1,1,1,1,3,0,5,7744,66386,6,34,4,3,583,7744,claim,married,potential_damage,500,50000,3,affinity
10327,1,0,1,0,0,2,1,1,1,6,3,4,3866,48433,11,55,5,7,677,3866,claim,divorced,potential_damage,2000,200000,3,affinity
10328,1,0,1,0,0,0,0,3,2,6,1,4,21413,5769,13,40,7,7,614,10706.5,claim,single,no_damage,2000,100000,1,agent
10329,1,1,1,1,0,1,2,5,1,5,0,3,6752,37293,3,21,3,8,619,6752,claim,married,severe_damage,1500,50000,3,affinity
10330,1,1,1,0,0,1,0,1,2,5,3,4,48613,27623,21,29,4,3,648,24306.5,claim,married,no_damage,1500,200000,0,website
10331,1,0,0,1,1,0,0,1,3,5,3,2,32592,57920,5,24,5,7,626,10864,claim,single,no_damage,1500,200000,1,agent
10332,1,0,0,0,1,2,0,3,1,5,2,3,1208,7203,9,43,5,7,587,1208,claim,divorced,no_damage,1500,150000,3,affinity
10333,1,0,0,0,0,2,3,2,1,3,4,3,8127,68284,5,20,14,4,685,8127,claim,divorced,salvage,500,250000,3,affinity
10334,1,0,0,0,0,2,1,2,3,5,1,3,816,39836,16,80,7,11,799,272,claim,divorced,potential_damage,1500,100000,2,crosssell
10335,1,0,0,1,0,1,1,1,1,1,1,3,17619,48904,22,32,2,2,671,17619,claim,married,potential_damage,100,100000,3,affinity
10336,1,0,0,0,0,1,2,2,1,3,2,4,2507,92293,44,41,4,7,625,2507,claim,married,severe_damage,500,150000,3,affinity
10337,1,0,0,1,1,2,1,1,1,2,1,3,9498,6141,17,16,6,14,646,9498,claim,divorced,potential_damage,250,100000,2,crosssell
10338,1,1,1,0,0,0,0,3,1,4,2,3,8977,52492,8,36,5,6,603,8977,claim,single,no_damage,1000,150000,2,crosssell
10339,1,1,0,0,0,2,2,5,1,5,2,1,6872,76968,57,24,7,7,700,6872,claim,divorced,severe_damage,1500,150000,3,affinity
10340,1,0,1,0,0,1,1,1,5,7,3,3,6209,35377,10,44,7,4,561,1241.8,claim,married,potential_damage,3000,200000,3,affinity
10341,1,1,0,0,0,1,1,1,2,7,2,3,7982,35470,8,56,5,0,633,3991,claim,married,potential_damage,3000,150000,3,affinity
10342,1,0,1,0,0,2,2,2,1,5,3,2,6169,56796,16,22,7,5,686,6169,claim,divorced,severe_damage,1500,200000,3,affinity
10343,1,0,1,0,0,2,0,1,4,4,1,2,37725,9777,17,65,5,1,677,9431.25,claim,divorced,no_damage,1000,100000,3,affinity
10344,1,1,0,0,0,2,0,2,3,3,3,3,2592,40900,10,27,4,6,613,864,claim,divorced,no_damage,500,200000,3,affinity
10345,1,0,1,1,0,0,0,3,4,5,4,4,34302,32319,2,28,0,1,674,8575.5,claim,single,no_damage,1500,250000,2,crosssell
10346,1,0,0,1,0,0,2,2,5,7,2,2,4449,21402,12,46,3,6,620,889.8,claim,single,severe_damage,3000,150000,3,affinity
10347,1,1,0,0,0,1,0,2,5,2,0,4,4306,28290,24,35,1,0,664,861.2,claim,married,no_damage,250,50000,2,crosssell
10348,1,1,0,0,0,1,1,4,2,0,1,2,2428,71451,3,20,3,3,609,1214,claim,married,potential_damage,0,100000,2,crosssell
10349,1,1,0,1,1,1,1,2,3,5,2,2,3565,16233,24,44,4,7,656,1188.333333,claim,married,potential_damage,1500,150000,3,affinity
10350,1,1,0,0,1,2,0,2,1,4,2,2,2974,29979,25,44,0,1,680,2974,claim,divorced,no_damage,1000,150000,2,crosssell
10351,1,0,0,0,0,0,0,3,2,7,1,4,7686,19610,20,40,2,6,556,3843,claim,single,no_damage,3000,100000,3,affinity
10352,1,1,1,0,0,2,0,1,1,6,7,2,1998,44412,23,39,4,6,633,1998,claim,divorced,no_damage,2000,500000,2,crosssell
10353,1,0,1,0,0,2,0,2,2,6,0,2,24764,8614,11,41,3,4,629,12382,claim,divorced,no_damage,2000,50000,2,crosssell
10354,1,0,0,1,0,1,0,1,1,5,3,3,2208,47020,38,18,11,3,611,2208,claim,married,no_damage,1500,200000,3,affinity
10355,1,0,1,1,0,2,0,3,5,7,3,2,545,41425,21,19,1,2,671,109,claim,divorced,no_damage,3000,200000,2,crosssell
10356,1,1,0,0,0,1,1,1,4,5,6,3,24133,69617,5,39,6,4,627,6033.25,claim,married,potential_damage,1500,350000,2,crosssell
10357,1,0,1,1,0,0,1,1,4,1,0,7,5629,107640,13,45,13,6,608,1407.25,claim,single,potential_damage,100,50000,1,agent
10358,1,0,1,1,1,2,0,2,1,1,1,7,6884,20565,9,32,3,2,608,6884,claim,divorced,no_damage,100,100000,2,crosssell
10359,1,1,1,0,0,2,1,4,2,2,0,3,2523,115905,15,34,4,6,653,1261.5,claim,divorced,potential_damage,250,50000,2,crosssell
10360,1,0,0,0,0,0,0,2,2,4,0,5,17786,34565,9,19,4,0,649,8893,claim,single,no_damage,1000,50000,3,affinity
10361,1,0,1,1,0,2,0,2,3,6,1,2,24979,82624,23,24,6,3,641,8326.333333,claim,divorced,no_damage,2000,100000,2,crosssell
10362,1,1,1,0,1,1,1,3,3,5,4,3,21640,39630,6,22,4,7,678,7213.333333,claim,married,potential_damage,1500,250000,3,affinity
10363,1,0,1,0,0,0,1,1,3,1,6,3,2840,53721,11,36,11,13,638,946.6666667,claim,single,potential_damage,100,350000,1,agent
10364,1,1,1,1,0,1,0,3,2,2,4,3,2348,5102,16,17,9,1,671,1174,claim,married,no_damage,250,250000,0,website
10365,1,1,1,0,0,2,1,5,3,6,0,1,17304,38044,11,23,5,4,579,5768,claim,divorced,potential_damage,2000,50000,3,affinity
10366,1,0,1,1,0,0,0,4,1,2,4,3,3726,49258,5,49,12,4,629,3726,claim,single,no_damage,250,250000,1,agent
10367,1,1,0,0,0,1,0,5,1,5,4,2,33753,44942,4,18,5,6,634,33753,claim,married,no_damage,1500,250000,3,affinity
10368,1,0,0,0,0,1,0,1,2,6,1,3,5858,57709,10,24,9,1,558,2929,claim,married,no_damage,2000,100000,2,crosssell
10369,1,0,1,1,0,2,2,1,2,3,0,4,4118,53639,5,19,5,3,676,2059,claim,divorced,severe_damage,500,50000,3,affinity
10370,1,0,1,1,0,0,1,4,3,0,1,3,48287,137885,8,32,2,6,837,16095.66667,claim,single,potential_damage,0,100000,3,affinity
10371,1,1,1,0,0,0,0,2,2,3,4,4,6504,61661,19,59,9,0,574,3252,claim,single,no_damage,500,250000,1,agent
10372,1,0,1,1,0,1,0,5,1,0,0,4,2078,61586,57,85,4,5,687,2078,claim,married,no_damage,0,50000,3,affinity
10373,1,0,0,0,0,1,1,2,1,7,0,2,5096,30710,29,45,6,1,612,5096,claim,married,potential_damage,3000,50000,3,affinity
10374,1,0,0,0,1,1,1,2,6,5,1,3,724,44009,21,31,4,6,571,120.6666667,claim,married,potential_damage,1500,100000,1,agent
10375,1,0,1,0,0,0,1,1,4,5,5,5,5681,69865,12,56,7,3,616,1420.25,claim,single,potential_damage,1500,300000,2,crosssell
10376,1,0,0,0,1,1,0,3,1,7,1,3,1279,12428,8,39,4,2,654,1279,claim,married,no_damage,3000,100000,3,affinity
10377,1,0,0,1,0,2,2,2,2,3,2,4,40,62572,1,17,5,7,551,20,claim,divorced,severe_damage,500,150000,2,crosssell
10378,1,1,0,0,0,1,2,2,3,5,4,3,530,27814,16,19,13,1,642,176.6666667,claim,married,severe_damage,1500,250000,2,crosssell
10379,1,0,0,1,0,1,0,4,1,2,4,3,9428,28420,8,27,3,5,645,9428,claim,married,no_damage,250,250000,2,crosssell
10380,1,1,0,0,0,0,0,1,1,3,1,2,17251,70001,1,27,13,6,697,17251,claim,single,no_damage,500,100000,1,agent
10381,1,1,1,0,0,1,1,1,1,3,1,6,13546,52302,16,80,2,1,660,13546,claim,married,potential_damage,500,100000,3,affinity
10382,1,0,1,1,0,0,1,4,3,6,0,4,6038,63465,15,19,6,2,612,2012.666667,claim,single,potential_damage,2000,50000,2,crosssell
10383,1,0,0,1,0,0,1,2,4,4,3,4,4097,39057,18,23,3,2,647,1024.25,claim,single,potential_damage,1000,200000,2,crosssell
10384,1,0,1,0,1,1,0,1,4,6,6,2,2448,43981,35,17,4,0,628,612,claim,married,no_damage,2000,350000,3,affinity
10385,1,0,1,1,0,2,0,1,6,1,1,3,1055,34315,21,34,5,2,601,175.8333333,claim,divorced,no_damage,100,100000,3,affinity
10386,1,1,0,0,0,2,1,1,1,4,0,4,3709,20012,23,28,6,4,632,3709,claim,divorced,potential_damage,1000,50000,0,website
10387,1,0,1,1,0,1,1,1,4,0,2,3,1827,93829,12,29,6,0,567,456.75,claim,married,potential_damage,0,150000,2,crosssell
10388,1,1,1,0,0,0,0,5,4,0,5,4,7947,142635,9,45,7,5,641,1986.75,claim,single,no_damage,0,300000,3,affinity
10389,1,1,0,0,0,1,1,1,3,6,1,2,9716,90383,9,53,3,4,628,3238.666667,claim,married,potential_damage,2000,100000,2,crosssell
10390,1,1,1,0,0,0,0,5,2,1,0,0,17984,86912,2,28,13,10,670,8992,claim,single,no_damage,100,50000,2,crosssell
10391,1,1,0,1,0,0,0,3,1,7,4,3,6002,36706,15,31,5,0,654,6002,claim,single,no_damage,3000,250000,2,crosssell
10392,1,0,0,0,0,0,0,2,1,0,4,2,7164,53378,6,72,4,3,688,7164,claim,single,no_damage,0,250000,3,affinity
10393,1,1,0,1,0,2,2,3,1,4,3,3,5465,5057,28,70,13,6,562,5465,claim,divorced,severe_damage,1000,200000,2,crosssell
10394,1,1,1,0,0,1,1,1,2,4,0,4,9778,64155,3,24,3,5,610,4889,claim,married,potential_damage,1000,50000,2,crosssell
10395,1,0,1,0,0,2,0,5,1,6,3,6,6757,58411,2,39,8,7,622,6757,claim,divorced,no_damage,2000,200000,1,agent
10396,1,0,0,0,0,0,1,2,2,5,5,3,6678,71500,55,18,5,7,613,3339,claim,single,potential_damage,1500,300000,1,agent
10397,1,0,1,0,0,1,0,3,2,7,5,3,1062,84418,2,36,2,2,747,531,claim,married,no_damage,3000,300000,2,crosssell
10398,1,0,0,1,0,1,3,1,1,3,1,3,5513,40055,16,35,5,5,574,5513,claim,married,salvage,500,100000,3,affinity
10399,1,0,0,0,0,0,0,2,2,6,2,4,1267,9921,17,18,6,13,683,633.5,claim,single,no_damage,2000,150000,2,crosssell
10400,1,1,0,0,1,0,0,3,1,5,7,3,27055,52549,23,29,4,0,611,27055,claim,single,no_damage,1500,500000,3,affinity
10401,1,0,0,0,1,0,0,1,3,4,1,3,2568,65040,21,26,6,3,694,856,claim,single,no_damage,1000,100000,3,affinity
10402,1,1,1,0,1,2,0,5,3,6,1,3,1963,88435,51,30,6,4,648,654.3333333,claim,divorced,no_damage,2000,100000,3,affinity
10403,1,1,1,0,0,1,2,1,4,6,4,5,6185,22627,7,21,5,12,664,1546.25,claim,married,severe_damage,2000,250000,0,website
10404,1,0,0,1,0,1,0,1,3,5,1,4,6814,37562,13,37,4,8,619,2271.333333,claim,married,no_damage,1500,100000,3,affinity
10405,1,1,0,1,0,2,0,1,1,7,1,2,268,22299,16,31,6,6,565,268,claim,divorced,no_damage,3000,100000,1,agent
10406,1,1,0,0,0,2,2,3,3,6,0,3,26624,29596,3,65,10,2,582,8874.666667,claim,divorced,severe_damage,2000,50000,3,affinity
10407,1,0,0,0,0,1,3,1,1,6,0,2,4134,54708,41,42,6,5,643,4134,claim,married,salvage,2000,50000,2,crosssell
10408,1,0,1,1,1,0,0,1,1,6,4,3,1016,52326,24,22,6,7,601,1016,claim,single,no_damage,2000,250000,3,affinity
10409,1,0,1,1,0,2,1,4,3,4,0,2,4310,42875,5,17,7,4,648,1436.666667,claim,divorced,potential_damage,1000,50000,3,affinity
10410,1,0,1,0,0,1,1,2,2,4,6,1,2256,19145,11,24,6,4,600,1128,claim,married,potential_damage,1000,350000,3,affinity
10411,1,0,0,0,1,2,0,2,3,4,3,4,2492,50412,7,24,5,4,665,830.6666667,claim,divorced,no_damage,1000,200000,3,affinity
10412,1,0,0,1,0,0,0,2,1,6,1,3,2756,35726,3,21,4,11,649,2756,claim,single,no_damage,2000,100000,3,affinity
10413,1,0,0,1,0,2,1,1,2,2,5,0,4378,39852,9,57,3,3,593,2189,claim,divorced,potential_damage,250,300000,3,affinity
10414,1,0,0,1,0,2,0,4,7,1,1,4,16892,56417,2,38,2,2,580,2413.142857,claim,divorced,no_damage,100,100000,2,crosssell
10415,1,0,0,0,0,2,1,4,1,3,1,3,5783,8575,5,23,5,1,542,5783,claim,divorced,potential_damage,500,100000,1,agent
10416,1,0,0,1,1,0,1,3,1,7,0,3,9898,28698,6,17,1,11,688,9898,claim,single,potential_damage,3000,50000,3,affinity
10417,1,0,1,1,0,1,0,2,1,5,0,5,4033,37340,11,19,11,7,572,4033,claim,married,no_damage,1500,50000,2,crosssell
10418,1,0,0,0,0,2,1,4,2,5,0,3,4197,81908,29,22,7,7,606,2098.5,claim,divorced,potential_damage,1500,50000,3,affinity
10419,1,1,0,0,0,2,2,5,3,4,2,2,19251,7900,13,16,7,0,513,6417,claim,divorced,severe_damage,1000,150000,3,affinity
10420,1,1,0,0,0,2,1,1,4,4,4,6,3214,82455,12,49,5,5,410,803.5,claim,divorced,potential_damage,1000,250000,3,affinity
10421,1,0,0,1,0,0,0,2,3,4,4,3,1,15630,13,40,3,7,627,0.333333333,claim,single,no_damage,1000,250000,3,affinity
10422,1,0,1,0,0,2,2,1,2,7,7,2,1699,31751,8,41,6,3,621,849.5,claim,divorced,severe_damage,3000,500000,3,affinity
10423,1,0,0,1,1,1,0,2,3,7,0,3,2588,9442,4,22,5,2,647,862.6666667,claim,married,no_damage,3000,50000,3,affinity
10424,1,0,1,0,0,2,3,2,1,3,0,6,3584,9434,23,29,7,1,615,3584,claim,divorced,salvage,500,50000,0,website
10425,1,0,0,1,0,2,0,2,1,0,5,3,4304,69199,13,17,12,3,668,4304,claim,divorced,no_damage,0,300000,2,crosssell
10426,1,0,1,1,1,0,3,1,2,6,7,3,11713,45960,23,53,2,4,660,5856.5,claim,single,salvage,2000,500000,2,crosssell
10427,1,1,0,0,0,2,0,1,1,7,3,3,2985,52098,9,34,6,1,807,2985,claim,divorced,no_damage,3000,200000,3,affinity
10428,1,1,0,0,0,2,0,2,1,6,1,3,3813,65170,16,58,5,13,658,3813,claim,divorced,no_damage,2000,100000,1,agent
10429,1,1,1,0,0,0,0,4,1,6,2,3,1981,21995,8,29,5,0,671,1981,claim,single,no_damage,2000,150000,3,affinity
10430,1,1,0,0,0,2,2,3,1,7,0,3,5140,46727,2,34,2,7,653,5140,claim,divorced,severe_damage,3000,50000,1,agent
10431,1,1,0,0,0,1,0,1,2,2,3,4,2475,38595,16,25,2,0,578,1237.5,claim,married,no_damage,250,200000,1,agent
10432,1,1,1,0,0,0,0,1,3,5,0,4,12967,47944,11,43,7,7,620,4322.333333,claim,single,no_damage,1500,50000,3,affinity
10433,1,0,0,1,1,1,0,1,4,5,7,3,4600,9931,20,26,7,7,700,1150,claim,married,no_damage,1500,500000,2,crosssell
10434,1,0,1,1,0,1,0,1,1,5,1,4,4663,26096,9,34,5,6,625,4663,claim,married,no_damage,1500,100000,2,crosssell
10435,1,1,0,0,0,1,1,5,3,3,0,4,9247,6732,24,74,3,7,616,3082.333333,claim,married,potential_damage,500,50000,3,affinity
10436,1,0,1,1,0,1,1,1,4,6,0,2,5291,42867,12,49,7,3,620,1322.75,claim,married,potential_damage,2000,50000,3,affinity
10437,1,0,0,0,0,0,2,1,1,0,6,3,3665,46177,12,27,3,1,636,3665,claim,single,severe_damage,0,350000,3,affinity
10438,1,0,0,0,0,0,2,2,2,4,2,5,1977,118480,7,41,11,2,540,988.5,claim,single,severe_damage,1000,150000,1,agent
10439,1,0,0,1,0,1,0,2,1,3,0,3,1725,68636,24,17,6,3,643,1725,claim,married,no_damage,500,50000,2,crosssell
10440,1,0,1,1,0,1,2,4,1,4,2,2,3775,70246,9,37,6,6,597,3775,claim,married,severe_damage,1000,150000,2,crosssell
10441,1,0,0,0,0,1,0,2,1,7,4,3,3130,46059,9,20,9,7,688,3130,claim,married,no_damage,3000,250000,3,affinity
10442,1,1,1,1,0,2,3,1,6,7,1,1,26650,72735,35,16,9,7,690,4441.666667,claim,divorced,salvage,3000,100000,2,crosssell
10443,1,0,1,1,0,2,1,2,1,7,3,4,32284,98312,19,43,7,7,719,32284,claim,divorced,potential_damage,3000,200000,2,crosssell
10444,1,0,0,0,0,0,1,3,2,7,4,5,9406,51993,3,22,5,7,693,4703,claim,single,potential_damage,3000,250000,3,affinity
10445,1,1,0,0,0,1,2,3,1,6,2,3,4153,51619,10,24,2,1,634,4153,claim,married,severe_damage,2000,150000,2,crosssell
10446,1,1,0,1,0,1,0,1,1,1,3,3,4978,25769,22,26,6,6,711,4978,claim,married,no_damage,100,200000,1,agent
10447,1,0,0,0,0,1,0,4,2,5,2,0,3075,38747,22,40,3,6,756,1537.5,claim,married,no_damage,1500,150000,3,affinity
10448,1,0,0,0,0,2,0,3,2,5,2,3,3922,36138,19,62,7,6,573,1961,claim,divorced,no_damage,1500,150000,3,affinity
10449,1,0,0,0,0,0,2,1,1,5,4,4,858,51043,13,18,4,6,587,858,claim,single,severe_damage,1500,250000,3,affinity
